PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Paul Millsap,26,64,62,2100,7.3,14.8,0.495,0.1,0.5,0.226,7.2,14.2,0.505,3.5,4.4,0.792,3.1,6.6,9.7,2.6,2.0,0.9,1.9,3.8,18.2
Al Jefferson,27,61,61,2075,9.0,18.2,0.49200000000000005,0.0,0.1,0.25,8.9,18.1,0.493,2.4,3.1,0.774,2.3,7.8,10.1,2.3,0.8,1.8,1.1,2.7,20.3
Gordon Hayward,21,66,58,2015,4.8,10.5,0.456,1.0,2.8,0.34600000000000003,3.8,7.6,0.496,3.4,4.1,0.8320000000000001,1.1,3.1,4.1,3.7,0.9,0.7,1.9,1.9,14.0
Devin Harris,28,63,63,1741,5.0,11.2,0.445,1.6,4.4,0.36200000000000004,3.4,6.8,0.498,3.2,4.3,0.746,0.2,2.1,2.3,6.5,1.3,0.3,2.5,2.8,14.8
Derrick Favors,20,65,9,1376,5.8,11.6,0.499,0.0,0.0,,5.8,11.6,0.499,3.3,5.1,0.649,4.1,7.0,11.1,1.1,1.0,1.7,2.7,3.8,14.9
C.J. Miles,24,56,14,1145,5.6,14.6,0.381,1.4,4.7,0.307,4.1,9.9,0.41600000000000004,3.4,4.3,0.794,0.8,2.8,3.6,2.2,1.4,0.6,1.7,3.8,16.0
Earl Watson,32,50,2,1033,1.9,5.6,0.33799999999999997,0.3,1.8,0.192,1.5,3.8,0.40700000000000003,1.1,1.6,0.674,1.0,3.2,4.2,7.6,1.9,0.8,3.0,3.7,5.2
Josh Howard,31,43,18,991,5.2,13.1,0.39899999999999997,0.3,1.3,0.243,4.9,11.8,0.41700000000000004,2.7,3.5,0.773,1.4,4.3,5.7,1.8,1.2,0.4,1.9,3.3,13.5
Alec Burks,20,59,0,939,5.9,13.7,0.429,0.6,1.7,0.33299999999999996,5.3,12.0,0.442,4.0,5.5,0.727,2.2,2.9,5.1,2.1,1.0,0.2,2.0,3.2,16.3
Enes Kanter,19,66,0,874,4.8,9.7,0.496,0.0,0.0,0.0,4.8,9.7,0.498,2.9,4.3,0.667,4.4,7.0,11.5,0.3,0.7,0.9,2.2,3.6,12.5
Raja Bell,35,34,33,796,3.7,7.9,0.466,1.5,3.9,0.391,2.1,3.9,0.54,0.9,1.1,0.84,0.3,1.9,2.2,1.7,0.6,0.1,0.9,3.5,9.8
Jamaal Tinsley,33,37,1,507,4.0,10.0,0.40399999999999997,0.7,2.6,0.27,3.3,7.4,0.452,0.9,1.2,0.765,0.4,2.8,3.2,8.7,1.2,0.6,3.7,3.3,9.7
DeMarre Carroll,25,20,9,327,4.1,10.9,0.374,0.8,2.1,0.368,3.3,8.8,0.375,1.5,1.8,0.875,3.1,2.4,5.5,1.7,1.3,0.1,1.0,4.0,10.5
Jeremy Evans,24,29,0,217,4.5,7.0,0.643,0.0,0.2,0.0,4.5,6.8,0.659,1.3,2.7,0.5,3.2,5.1,8.3,2.2,1.0,4.0,0.8,3.8,10.3
Blake Ahearn,27,4,0,30,4.8,16.8,0.28600000000000003,2.4,10.8,0.222,2.4,6.0,0.4,0.0,0.0,,0.0,2.4,2.4,1.2,0.0,0.0,6.0,4.8,12.0
