Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2014,PHI,Michael Carter-Williams,1,569.0,620,0.918,ROY
2014,ORL,Victor Oladipo,2,364.0,620,0.587,ROY
2014,UTA,Trey Burke,3,96.0,620,0.155,ROY
2014,BRK,Mason Plumlee,4,58.0,620,0.094,ROY
2014,NYK,Tim Hardaway,5,23.0,620,0.037,ROY
2014,MIN,Gorgui Dieng,6,3.0,620,0.005,ROY
2014,OKC,Steven Adams,7T,1.0,620,0.002,ROY
2014,MIL,Giannis Antetokounmpo,7T,1.0,620,0.002,ROY
2014,MEM,Nick Calathes,7T,1.0,620,0.002,ROY
