Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1995,23.0,LAL,NBA,SG,64.0,1981.0,16.3,0.548,0.331,0.227,4.4,9.5,7.0,9.9,3.3,1.4,8.4,19.4,,2.9,2.1,5.0,0.122,,1.0,1.3,2.3,2.1
1996,24.0,LAL,NBA,SG,70.0,2184.0,17.0,0.583,0.331,0.269,2.4,9.8,6.2,17.0,3.1,1.4,11.4,17.8,,4.1,2.7,6.8,0.15,,1.4,1.9,3.3,2.9
1997,25.0,LAL,NBA,SG,80.0,2998.0,17.3,0.559,0.36,0.312,3.5,8.9,6.2,15.0,3.3,1.2,12.1,20.9,,5.3,4.3,9.6,0.154,,1.5,1.9,3.3,4.0
1998,26.0,LAL,NBA,SG,80.0,2910.0,18.0,0.592,0.366,0.304,3.4,8.2,5.9,13.5,2.8,1.3,11.4,19.5,,6.8,3.2,10.1,0.166,,2.9,1.1,4.0,4.4
1999,27.0,TOT,NBA,"SF,SG",50.0,1881.0,18.5,0.546,0.239,0.455,3.2,8.7,6.1,17.3,3.5,2.2,11.5,20.0,,3.8,2.2,6.0,0.153,,2.3,2.1,4.4,3.0
1999,27.0,LAL,NBA,SG,20.0,724.0,16.4,0.517,0.282,0.352,3.3,8.8,6.1,13.3,2.5,2.4,7.4,17.6,,1.5,0.6,2.0,0.134,,2.1,1.3,3.5,1.0
1999,27.0,CHH,NBA,SF,30.0,1157.0,19.8,0.563,0.212,0.519,3.2,8.6,6.0,19.8,4.2,2.1,13.7,21.5,,2.4,1.6,4.0,0.165,,2.4,2.6,5.0,2.0
2001,29.0,MIA,NBA,SG,63.0,2282.0,18.8,0.553,0.273,0.31,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,,3.9,4.0,7.9,0.166,,2.5,2.1,4.6,3.8
2002,30.0,MIA,NBA,SG,81.0,3156.0,17.5,0.546,0.319,0.296,2.3,11.6,7.0,15.4,2.0,1.9,9.9,22.7,,5.6,5.0,10.5,0.16,,2.2,1.7,3.9,4.6
2003,31.0,MIA,NBA,SG,47.0,1789.0,18.9,0.551,0.35,0.334,2.2,12.7,7.3,18.8,2.0,1.4,9.7,23.0,,3.9,2.1,6.0,0.162,,3.4,1.5,5.0,3.1
2004,32.0,MIA,NBA,SG,81.0,2998.0,16.7,0.538,0.414,0.288,1.5,10.6,6.0,16.1,1.7,0.9,9.0,22.5,,6.2,3.0,9.1,0.146,,2.2,0.2,2.5,3.4
2005,33.0,MIA,NBA,SF,80.0,2839.0,13.6,0.556,0.466,0.263,1.6,14.5,8.3,11.5,1.6,1.0,9.8,16.6,,4.2,3.8,8.0,0.135,,0.1,1.1,1.2,2.3
2006,34.0,MEM,NBA,SG,75.0,2437.0,14.7,0.542,0.518,0.298,1.8,12.0,6.9,12.7,3.0,0.9,10.2,18.1,,3.0,4.2,7.2,0.141,,-0.1,2.3,2.2,2.6
2007,35.0,TOT,NBA,SG,64.0,1594.0,12.3,0.542,0.526,0.178,2.3,11.6,7.1,10.9,2.2,0.5,9.4,14.7,,1.7,1.4,3.1,0.094,,-0.6,1.0,0.4,1.0
2007,35.0,MEM,NBA,SG,29.0,561.0,8.6,0.485,0.49,0.225,3.0,10.0,6.5,9.1,2.0,0.3,12.2,15.2,,0.0,0.1,0.2,0.013,,-2.6,-0.4,-3.1,-0.2
2007,35.0,MIA,NBA,SG,35.0,1033.0,14.3,0.574,0.546,0.151,2.0,12.5,7.4,11.9,2.4,0.6,7.7,14.4,,1.7,1.3,3.0,0.138,,0.5,1.8,2.3,1.1
2008,36.0,DAL,NBA,SG,47.0,922.0,7.6,0.473,0.644,0.078,2.3,13.8,8.3,10.8,1.5,0.6,13.5,10.9,,0.1,1.0,1.1,0.058,,-2.3,1.3,-1.0,0.2
