Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2008,21,806,SEA,Seattle Supersonics,Kevin Durant,"September 29, 1988",19.0,NBA,SG,80.0,80.0,2768.0,587.0,1366.0,0.43,59.0,205.0,0.29,528.0,1161.0,0.46,0.45,391.0,448.0,0.87,70.0,278.0,348.0,192.0,78.0,75.0,232.0,122.0,1624.0,0.0
2009,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",20.0,NBA,SF,74.0,74.0,2885.0,661.0,1390.0,0.48,97.0,230.0,0.42,564.0,1160.0,0.49,0.51,452.0,524.0,0.86,77.0,405.0,482.0,205.0,96.0,53.0,225.0,134.0,1871.0,0.0
2010,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",21.0,NBA,SF,82.0,82.0,3239.0,794.0,1668.0,0.48,128.0,351.0,0.36,666.0,1317.0,0.51,0.51,756.0,840.0,0.9,105.0,518.0,623.0,231.0,112.0,84.0,271.0,171.0,2472.0,0.0
2011,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",22.0,NBA,SF,78.0,78.0,3038.0,711.0,1538.0,0.46,145.0,414.0,0.35,566.0,1124.0,0.5,0.51,594.0,675.0,0.88,57.0,476.0,533.0,214.0,88.0,76.0,218.0,159.0,2161.0,0.0
2012,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",23.0,NBA,SF,66.0,66.0,2546.0,643.0,1297.0,0.5,133.0,344.0,0.39,510.0,953.0,0.54,0.55,431.0,501.0,0.86,40.0,487.0,527.0,231.0,88.0,77.0,248.0,133.0,1850.0,0.0
2013,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",24.0,NBA,SF,81.0,81.0,3119.0,731.0,1433.0,0.51,139.0,334.0,0.42,592.0,1099.0,0.54,0.56,679.0,750.0,0.9,46.0,594.0,640.0,374.0,116.0,105.0,280.0,143.0,2280.0,3.0
2014,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",25.0,NBA,SF,81.0,81.0,3122.0,849.0,1688.0,0.5,192.0,491.0,0.39,657.0,1197.0,0.55,0.56,703.0,805.0,0.87,58.0,540.0,598.0,445.0,103.0,59.0,285.0,174.0,2593.0,3.0
2015,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",26.0,NBA,SF,27.0,27.0,913.0,238.0,467.0,0.51,64.0,159.0,0.4,174.0,308.0,0.56,0.58,146.0,171.0,0.85,16.0,162.0,178.0,110.0,24.0,25.0,74.0,40.0,686.0,0.0
2016,21,806,OKC,Oklahoma City Thunder,Kevin Durant,"September 29, 1988",27.0,NBA,SF,72.0,72.0,2578.0,698.0,1381.0,0.5,186.0,481.0,0.39,512.0,900.0,0.57,0.57,447.0,498.0,0.9,45.0,544.0,589.0,361.0,69.0,85.0,250.0,137.0,2029.0,1.0
2017,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",28.0,NBA,PF,62.0,62.0,2070.0,551.0,1026.0,0.54,117.0,312.0,0.38,434.0,714.0,0.61,0.59,336.0,384.0,0.88,39.0,474.0,513.0,300.0,66.0,99.0,138.0,117.0,1555.0,1.0
2018,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",29.0,NBA,SF,68.0,68.0,2325.0,630.0,1222.0,0.52,173.0,413.0,0.42,457.0,809.0,0.56,0.59,359.0,404.0,0.89,31.0,433.0,464.0,366.0,50.0,119.0,207.0,133.0,1792.0,2.0
2019,10,806,GSW,Golden State Warriors,Kevin Durant,"September 29, 1988",30.0,NBA,SF,78.0,78.0,2702.0,721.0,1383.0,0.52,137.0,388.0,0.35,584.0,995.0,0.59,0.57,448.0,506.0,0.88,33.0,464.0,497.0,457.0,58.0,84.0,225.0,155.0,2027.0,2.0
2021,3,806,BRK,Brooklyn Nets,Kevin Durant,"September 29, 1988",32.0,NBA,PF,19.0,18.0,679.0,188.0,359.0,0.52,49.0,113.0,0.43,139.0,246.0,0.56,0.59,126.0,145.0,0.87,7.0,132.0,139.0,100.0,14.0,27.0,67.0,43.0,551.0,0.0
