Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,3,2565,NJN,New Jersey Nets,23.0,NBA,PF,28.0,290.0,4.2,0.41,0.15,0.22,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,,-0.5,0.4,-0.1,-0.02,,-6.4,0.0,-6.4,-0.3
2003,3,2565,NJN,New Jersey Nets,24.0,NBA,PF,59.0,724.0,8.9,0.49,0.23,0.21,6.3,15.9,11.1,9.9,1.2,1.9,19.9,14.4,,-0.1,1.2,1.0,0.07,,-2.9,0.8,-2.1,0.0
2004,3,2565,NJN,New Jersey Nets,25.0,NBA,PF,69.0,928.0,9.5,0.48,0.19,0.32,5.4,16.6,11.0,11.3,1.2,1.2,14.4,14.7,,0.3,1.4,1.7,0.09,,-3.2,0.7,-2.6,-0.1
2005,3,2565,NJN,New Jersey Nets,26.0,NBA,PF,54.0,1167.0,11.0,0.47,0.2,0.21,8.4,16.8,12.6,13.0,1.6,1.3,15.4,17.2,,-0.2,1.6,1.4,0.06,,-2.0,0.2,-1.8,0.1
2006,2,2565,BOS,Boston Celtics,27.0,NBA,PF,71.0,938.0,5.9,0.49,0.45,0.19,3.6,11.0,7.4,8.2,1.2,1.5,19.3,12.7,,-0.4,0.7,0.3,0.02,,-3.5,-0.1,-3.6,-0.4
2007,2,2565,BOS,Boston Celtics,28.0,NBA,PF,54.0,1027.0,6.6,0.54,0.58,0.12,2.7,9.7,6.1,8.9,1.2,1.4,18.0,10.8,,0.2,0.7,0.9,0.04,,-2.7,0.0,-2.7,-0.2
2008,2,2565,BOS,Boston Celtics,29.0,NBA,PF,48.0,512.0,5.1,0.43,0.49,0.21,5.4,12.5,9.2,11.2,0.9,1.3,20.2,11.7,,-0.3,0.9,0.6,0.06,,-3.8,1.0,-2.8,-0.1
2009,2,2565,BOS,Boston Celtics,30.0,NBA,C,39.0,504.0,7.4,0.56,0.54,0.16,1.8,9.9,6.0,5.3,0.7,1.6,9.0,12.4,,0.4,0.7,1.1,0.1,,-2.5,1.1,-1.5,0.1
2010,2,2565,BOS,Boston Celtics,31.0,NBA,PF,52.0,472.0,3.6,0.44,0.58,0.07,2.4,9.9,6.2,8.1,1.0,0.7,16.2,10.4,,-0.3,0.5,0.2,0.02,,-4.4,0.1,-4.3,-0.3
2011,5,2565,CHI,Charlotte Bobcats,32.0,NBA,PF,18.0,88.0,6.5,0.53,0.26,0.0,1.4,9.1,5.3,10.4,1.8,3.5,20.8,12.5,,0.0,0.2,0.1,0.07,,-6.5,2.7,-3.8,0.0
2012,5,2565,CHI,Charlotte Bobcats,33.0,NBA,PF,28.0,122.0,13.5,0.49,0.23,0.2,7.5,11.7,9.6,18.7,2.2,3.5,21.6,15.5,,0.0,0.2,0.3,0.11,,-1.0,2.6,1.6,0.1
