Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
980,Corey Gaines,1965-06-01,4.0,0.0,28.0,0.0,7.8,0,0.0,2.0,0,0.0,5.9,0,0.0,0.0,0,0.0,3.9,3.9,3.9,0.0,0.0,0.0,7.8,0.0,30.0,107.0
