SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2015,7,DAL,Monta Ellis,29,80,80,2699,11.3,25.3,0.44,1.5,5.3,0.28,9.7,20.0,0.49,4.3,5.7,0.75,0.6,2.9,3.6,6.1,2.8,0.5,3.7,3.7,28.3,,100,107
2015,7,DAL,Tyson Chandler,32,75,75,2286,6.5,9.7,0.67,0.0,0.0,,6.5,9.7,0.67,4.1,5.7,0.72,6.5,12.6,19.1,1.9,0.9,2.0,2.3,3.7,17.0,,133,103
2015,7,DAL,Dirk Nowitzki,36,77,77,2282,10.8,23.5,0.46,2.3,6.1,0.38,8.5,17.4,0.49,5.6,6.4,0.88,1.0,9.1,10.1,3.2,0.9,0.7,1.8,3.5,29.5,,113,107
2015,7,DAL,Chandler Parsons,26,66,66,2186,8.8,19.1,0.46,3.0,8.0,0.38,5.8,11.1,0.52,3.2,4.5,0.72,1.5,6.0,7.5,3.7,1.6,0.4,2.2,3.2,23.9,,112,108
2015,7,DAL,Devin Harris,31,76,3,1685,6.6,15.7,0.42,2.8,8.0,0.36,3.7,7.7,0.48,4.0,4.8,0.82,0.4,3.7,4.0,7.1,2.3,0.4,2.5,4.4,19.9,,113,108
2015,7,DAL,Al-Farouq Aminu,24,74,3,1366,5.4,13.2,0.41,1.3,4.6,0.27,4.2,8.6,0.48,3.1,4.4,0.71,4.2,8.4,12.6,2.2,2.6,2.3,2.0,5.1,15.2,,107,102
2015,7,DAL,J.J. Barea,30,77,10,1362,8.3,19.8,0.42,2.0,6.2,0.32,6.3,13.7,0.46,2.8,3.5,0.81,0.9,4.1,5.0,9.7,1.2,0.0,2.6,3.9,21.5,,109,110
2015,7,DAL,Rajon Rondo,28,46,46,1319,7.4,17.0,0.44,0.7,2.1,0.35,6.7,15.0,0.45,0.7,1.6,0.45,1.8,6.1,8.0,11.5,2.1,0.2,5.2,4.2,16.3,,94,107
2015,7,DAL,Richard Jefferson,34,74,18,1244,5.8,13.1,0.44,2.7,6.3,0.43,3.2,6.9,0.46,3.2,4.6,0.68,1.0,6.4,7.4,2.5,1.3,0.4,2.1,4.7,17.5,,109,108
2015,7,DAL,Charlie Villanueva,30,64,1,678,11.2,26.9,0.41,6.2,16.4,0.38,5.0,10.5,0.48,1.5,2.6,0.57,2.2,8.9,11.1,1.4,1.1,1.6,2.1,4.8,30.0,,104,105
2015,7,DAL,Jameer Nelson,32,23,23,584,5.3,14.1,0.37,3.3,8.9,0.37,2.0,5.2,0.38,0.6,0.7,0.88,1.2,4.2,5.4,8.2,1.3,0.2,3.4,4.6,14.4,,102,110
2015,7,DAL,Brandan Wright,27,27,0,505,10.1,13.5,0.75,0.0,0.0,,10.1,13.5,0.75,3.6,4.8,0.75,5.1,5.9,11.0,1.0,1.7,4.2,1.3,4.4,23.8,,148,104
2015,7,DAL,Amar'e Stoudemire,32,23,1,380,13.8,23.8,0.58,0.0,0.1,0.0,13.8,23.6,0.58,5.3,7.8,0.68,3.6,7.6,11.1,1.1,1.2,0.5,2.0,6.6,32.9,,117,107
2015,7,DAL,Greg Smith,24,42,2,363,4.2,6.8,0.61,0.0,0.0,,4.2,6.8,0.61,2.8,5.4,0.51,3.6,7.4,11.0,1.3,1.0,1.5,1.5,7.4,11.1,,119,107
2015,7,DAL,Raymond Felton,30,29,3,281,7.7,19.0,0.41,1.8,6.1,0.29,5.9,12.9,0.46,2.2,2.7,0.8,0.4,4.3,4.7,7.4,2.0,0.7,3.2,3.1,19.4,,98,108
2015,7,DAL,Jae Crowder,24,25,0,265,6.3,14.5,0.43,2.5,7.2,0.34,3.8,7.2,0.53,1.9,2.1,0.91,2.3,3.2,5.5,2.3,2.9,1.0,1.9,4.9,16.9,,109,106
2015,7,DAL,Dwight Powell,23,24,0,227,6.0,13.8,0.44,0.7,2.4,0.27,5.3,11.3,0.47,5.3,6.9,0.77,4.0,6.9,10.9,2.0,1.6,1.3,2.0,8.7,18.0,,112,106
2015,7,DAL,Bernard James,29,16,2,158,3.8,8.6,0.44,0.0,0.0,,3.8,8.6,0.44,6.4,7.3,0.87,5.7,6.7,12.5,1.3,0.6,4.8,1.9,5.4,14.0,,125,105
2015,7,DAL,Ricky Ledo,22,5,0,11,0.0,27.5,0.0,0.0,13.8,0.0,0.0,13.8,0.0,4.6,9.2,0.5,4.6,4.6,9.2,4.6,0.0,0.0,9.2,4.6,4.6,,28,113
