Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2015,21,OKC,Oklahoma City Thunder,Russell Westbrook,26,67,67,2302,13.7,32.0,0.43,1.9,6.3,0.3,11.8,25.8,0.46,11.9,14.2,0.84,2.7,7.9,10.6,12.5,3.0,0.3,6.4,4.0,41.1,111,103,3076
2015,21,OKC,Oklahoma City Thunder,Serge Ibaka,25,64,64,2116,8.9,18.6,0.48,1.8,4.9,0.38,7.0,13.8,0.51,2.2,2.6,0.84,3.2,8.6,11.8,1.3,0.7,3.7,2.3,4.6,21.7,109,104,1375
2015,21,OKC,Oklahoma City Thunder,Anthony Morrow,29,74,0,1806,7.9,17.1,0.46,3.9,9.0,0.43,4.0,8.1,0.5,2.2,2.5,0.89,1.1,4.3,5.4,1.7,1.5,0.3,1.1,3.7,21.9,124,108,2059
2015,21,OKC,Oklahoma City Thunder,Steven Adams,21,70,67,1771,6.1,11.3,0.54,0.0,0.1,0.0,6.1,11.2,0.55,2.9,5.8,0.5,5.6,9.2,14.8,1.9,1.1,2.4,2.8,6.3,15.2,108,104,17
2015,21,OKC,Oklahoma City Thunder,Dion Waiters,23,47,20,1422,8.4,21.3,0.39,1.8,5.6,0.32,6.6,15.7,0.42,2.5,3.9,0.62,1.0,3.7,4.8,3.1,1.6,0.4,2.2,3.4,21.0,95,108,2995
2015,21,OKC,Oklahoma City Thunder,Reggie Jackson,24,50,13,1398,8.9,20.7,0.43,1.6,5.7,0.28,7.4,15.0,0.49,3.6,4.1,0.86,1.0,6.2,7.2,7.7,1.5,0.2,3.3,3.4,23.0,107,107,1415
2015,21,OKC,Oklahoma City Thunder,Andre Roberson,23,67,65,1286,3.6,7.8,0.46,0.8,3.3,0.25,2.8,4.5,0.61,0.9,1.9,0.48,2.3,7.6,9.9,2.7,2.1,1.1,1.8,5.5,8.9,104,104,2456
2015,21,OKC,Oklahoma City Thunder,Nick Collison,34,66,2,1101,4.8,11.5,0.42,0.7,2.7,0.27,4.1,8.8,0.47,2.0,3.0,0.69,4.1,7.3,11.4,4.1,1.6,1.1,2.0,7.1,12.4,108,105,579
2015,21,OKC,Oklahoma City Thunder,Kendrick Perkins,30,51,3,981,4.2,9.5,0.44,0.0,0.1,0.0,4.2,9.5,0.44,1.9,3.8,0.51,4.1,10.2,14.3,2.2,0.7,1.9,3.8,6.9,10.3,87,104,2283
2015,21,OKC,Oklahoma City Thunder,Kevin Durant,26,27,27,913,13.1,25.6,0.51,3.5,8.7,0.4,9.6,16.9,0.56,8.0,9.4,0.85,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,121,105,806
2015,21,OKC,Oklahoma City Thunder,Enes Kanter,22,26,26,809,12.1,21.4,0.57,0.2,0.2,0.75,12.0,21.2,0.56,5.6,7.2,0.78,8.1,9.7,17.8,1.8,0.8,0.8,3.2,4.6,30.1,122,106,1579
2015,21,OKC,Oklahoma City Thunder,D.J. Augustin,27,28,1,677,5.1,13.8,0.37,2.5,7.1,0.35,2.6,6.7,0.39,2.3,2.7,0.86,0.5,4.0,4.5,6.5,1.2,0.1,2.6,2.4,15.0,105,110,119
2015,21,OKC,Oklahoma City Thunder,Jeremy Lamb,22,47,8,633,8.2,19.8,0.42,3.0,8.8,0.34,5.2,11.0,0.48,3.9,4.4,0.89,0.6,7.8,8.5,3.5,1.7,0.5,2.1,4.1,23.4,110,106,1680
2015,21,OKC,Oklahoma City Thunder,Perry Jones,23,43,13,631,5.8,14.6,0.4,1.1,4.8,0.23,4.7,9.9,0.48,1.9,2.9,0.65,0.5,5.6,6.0,1.4,1.4,0.6,1.9,4.0,14.6,92,108,1556
2015,21,OKC,Oklahoma City Thunder,Mitch McGary,22,32,2,485,9.1,17.1,0.53,0.0,0.2,0.0,9.1,16.9,0.54,2.6,4.1,0.62,5.5,11.6,17.1,1.4,1.7,1.7,3.2,7.4,20.8,107,102,1929
