Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2006,NOK,Chris Paul,1,623.0,625,0.997,ROY
2006,TOR,Charlie Villanueva,2,248.0,625,0.397,ROY
2006,MIL,Andrew Bogut,3,98.0,625,0.157,ROY
2006,CHA,Raymond Felton,4,79.0,625,0.126,ROY
2006,NYK,Channing Frye,5,41.0,625,0.066,ROY
2006,UTA,Deron Williams,6,31.0,625,0.05,ROY
2006,IND,Danny Granger,7T,2.0,625,0.003,ROY
2006,HOU,Luther Head,7T,2.0,625,0.003,ROY
2006,BOS,Ryan Gomes,9,1.0,625,0.002,ROY
