Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,22.0,BOS,NBA,PG,10.0,0.0,147.0,3.9,13.7,0.286,2.0,7.8,0.25,2.0,5.9,0.333,1.7,2.0,0.875,0.0,3.7,3.7,2.9,0.7,0.0,2.0,2.9,11.5
