PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Otis Birdsong,30,3,3,44.0,9.7,18.3,0.527,0.0,1.0,0.0,9.7,17.3,0.5579999999999999,0.527,3.7,6.3,0.579,1.7,2.3,4.0,3.3,2.0,1.0,3.0,4.7,23.0
Buck Williams,25,3,3,42.0,7.0,9.7,0.7240000000000001,0.0,0.0,,7.0,9.7,0.7240000000000001,0.7240000000000001,6.7,8.7,0.769,4.0,6.3,10.3,0.7,2.0,0.3,2.0,5.0,20.7
Mike Gminski,26,3,3,36.3,5.3,14.3,0.37200000000000005,0.0,0.0,,5.3,14.3,0.37200000000000005,0.37200000000000005,8.7,9.0,0.963,3.7,6.3,10.0,1.7,1.3,0.7,3.0,3.7,19.3
Albert King,26,3,3,32.7,6.0,14.0,0.429,0.3,1.3,0.25,5.7,12.7,0.447,0.44,1.3,1.3,1.0,2.7,1.7,4.3,3.3,0.7,0.3,1.7,5.0,13.7
Darwin Cook,27,3,0,25.7,4.3,9.7,0.44799999999999995,0.0,1.3,0.0,4.3,8.3,0.52,0.44799999999999995,0.7,2.0,0.33299999999999996,1.0,1.3,2.3,5.7,1.7,0.7,2.0,3.7,9.3
Kelvin Ransey,27,3,3,22.7,3.3,7.3,0.455,0.3,1.0,0.33299999999999996,3.0,6.3,0.474,0.47700000000000004,2.0,2.7,0.75,1.0,1.3,2.3,4.0,0.3,0.0,1.3,3.0,9.0
Mickey Johnson,33,3,0,18.0,1.7,6.3,0.263,0.0,0.7,0.0,1.7,5.7,0.294,0.263,2.3,3.7,0.636,0.7,3.0,3.7,0.7,0.7,0.0,1.0,2.3,5.7
Darryl Dawkins,29,1,0,17.0,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,0.667,2.0,3.0,0.667,1.0,2.0,3.0,3.0,0.0,2.0,2.0,4.0,10.0
Mike O'Koren,27,2,0,10.5,0.5,3.0,0.16699999999999998,0.0,0.5,0.0,0.5,2.5,0.2,0.16699999999999998,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,0.5,1.5,2.5,1.0
Jeff Turner,23,3,0,6.0,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.3,0.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.3,2.3,1.0
