PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Maurice Cheeks,29,12,12,43.3,7.8,15.2,0.516,0.0,0.6,0.0,7.8,14.6,0.537,0.516,5.2,6.1,0.8490000000000001,1.1,3.6,4.7,7.1,1.1,0.3,2.7,1.5,20.8
Charles Barkley,22,12,12,41.4,8.7,15.0,0.578,0.1,1.3,0.067,8.6,13.8,0.624,0.581,7.6,10.9,0.695,5.0,10.8,15.8,5.6,2.3,1.3,5.4,4.3,25.0
Julius Erving,35,12,12,36.1,6.8,15.0,0.45,0.2,0.9,0.182,6.6,14.1,0.467,0.456,4.0,5.4,0.738,2.2,3.7,5.8,4.2,0.9,1.3,3.3,2.7,17.7
Bobby Jones,34,12,5,27.4,3.3,6.2,0.527,0.0,0.1,0.0,3.3,6.1,0.534,0.527,3.2,4.2,0.76,0.8,1.9,2.7,2.8,0.8,1.2,1.3,3.3,9.7
Terry Catledge,22,11,10,26.6,4.2,10.6,0.39299999999999996,0.0,0.0,,4.2,10.6,0.39299999999999996,0.39299999999999996,2.0,3.5,0.579,3.4,3.5,6.8,0.5,0.5,0.7,1.3,3.1,10.4
Sedale Threatt,24,12,0,26.0,5.6,11.9,0.469,0.0,0.2,0.0,5.6,11.8,0.475,0.469,2.2,2.8,0.7879999999999999,0.5,1.6,2.1,3.5,1.9,0.2,1.3,2.9,13.3
Clemon Johnson,29,12,2,25.3,2.4,4.4,0.547,0.0,0.0,,2.4,4.4,0.547,0.547,1.3,2.1,0.64,1.9,3.1,5.0,0.7,0.9,1.3,0.8,2.9,6.2
Bob McAdoo,34,5,0,14.6,4.0,7.2,0.556,0.0,0.0,,4.0,7.2,0.556,0.556,2.8,3.2,0.875,1.6,1.2,2.8,0.4,0.8,1.0,0.4,2.6,10.8
Greg Stokes,22,7,7,12.9,1.1,4.0,0.28600000000000003,0.0,0.0,,1.1,4.0,0.28600000000000003,0.28600000000000003,1.6,1.9,0.846,0.9,1.0,1.9,0.6,0.3,0.9,0.6,1.7,3.9
Perry Moss,27,7,0,4.0,0.3,1.1,0.25,0.0,0.1,0.0,0.3,1.0,0.28600000000000003,0.25,0.1,0.1,1.0,0.0,0.4,0.4,0.3,0.0,0.1,0.6,0.9,0.7
Michael Young,25,3,0,1.0,0.3,1.3,0.25,0.0,0.0,,0.3,1.3,0.25,0.25,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7
