PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mark Eaton,29,4,4,39.3,7.0,14.3,0.491,0.0,0.0,,7.0,14.3,0.491,0.491,0.5,0.8,0.667,3.3,5.8,9.0,2.5,0.3,4.5,1.0,3.0,14.5
Thurl Bailey,24,4,4,36.8,7.0,19.3,0.364,0.0,0.3,0.0,7.0,19.0,0.368,0.364,2.0,2.8,0.727,2.8,5.3,8.0,3.3,0.5,0.5,1.3,3.3,16.0
Karl Malone,22,4,4,36.0,9.5,18.0,0.528,0.0,0.0,,9.5,18.0,0.528,0.528,2.8,6.5,0.423,1.5,6.0,7.5,1.0,2.0,0.0,1.5,4.5,21.8
Bob Hansen,25,4,4,35.0,6.8,9.3,0.73,0.5,0.8,0.667,6.3,8.5,0.735,0.757,2.0,2.3,0.889,2.5,2.0,4.5,2.8,0.8,0.3,1.8,4.0,16.0
Rickey Green,31,4,4,29.8,5.3,10.8,0.488,0.3,0.5,0.5,5.0,10.3,0.488,0.5,2.5,2.8,0.909,0.0,2.3,2.3,9.5,0.5,0.0,1.3,0.3,13.3
Marc Iavaroni,29,4,0,18.3,1.3,4.0,0.313,0.0,0.0,,1.3,4.0,0.313,0.313,0.8,1.0,0.75,1.0,1.3,2.3,1.5,0.3,0.0,1.0,2.3,3.3
John Stockton,23,4,0,18.3,2.3,4.3,0.529,0.3,0.3,1.0,2.0,4.0,0.5,0.5589999999999999,2.0,2.3,0.889,0.8,0.8,1.5,3.5,1.3,0.0,1.0,2.5,6.8
Carey Scurry,23,4,0,13.5,2.0,5.0,0.4,0.0,0.5,0.0,2.0,4.5,0.444,0.4,0.3,0.5,0.5,2.5,1.5,4.0,0.8,0.3,1.0,0.5,3.0,4.3
Fred Roberts,25,4,0,7.8,1.8,3.8,0.467,0.0,0.0,,1.8,3.8,0.467,0.467,2.0,2.3,0.889,1.0,0.8,1.8,0.8,0.0,0.0,1.5,1.3,5.5
Jeff Cook,29,4,0,5.3,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.8,1.0,0.75,0.3,1.0,1.3,0.5,0.0,0.0,0.0,1.0,1.3
Steve Hayes,30,1,0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
