PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Paul Pressey,27,14,14,37.9,5.4,11.2,0.484,0.4,1.3,0.33299999999999996,5.0,9.9,0.504,0.503,4.8,6.3,0.7609999999999999,1.4,2.9,4.3,7.9,1.3,0.9,3.6,3.4,16.1
Terry Cummings,24,14,14,36.4,9.3,18.1,0.514,0.0,0.0,,9.3,18.1,0.514,0.514,3.1,4.4,0.6940000000000001,2.4,7.5,9.9,3.0,1.4,1.1,2.8,3.7,21.6
Sidney Moncrief,28,9,9,36.3,5.8,13.6,0.426,0.4,1.6,0.28600000000000003,5.3,12.0,0.444,0.44299999999999995,4.9,7.0,0.698,1.7,2.9,4.6,4.9,0.6,0.6,2.3,3.3,16.9
Craig Hodges,25,14,14,32.9,5.3,10.4,0.51,1.0,2.2,0.452,4.3,8.1,0.526,0.5589999999999999,1.9,2.4,0.794,0.6,1.1,1.8,4.5,2.3,0.1,1.7,3.1,13.5
Ricky Pierce,26,13,0,24.8,4.0,8.7,0.46,0.0,0.2,0.0,4.0,8.5,0.46799999999999997,0.46,3.1,3.5,0.889,1.5,1.2,2.8,1.5,0.6,0.2,1.2,3.2,11.1
Alton Lister,27,14,1,23.9,4.7,7.4,0.6409999999999999,0.0,0.1,0.0,4.7,7.3,0.647,0.6409999999999999,2.5,4.1,0.603,2.6,4.2,6.9,0.9,0.5,1.6,1.5,4.0,11.9
Randy Breuer,25,14,14,22.7,3.3,6.1,0.535,0.0,0.0,,3.3,6.1,0.535,0.535,1.9,2.7,0.684,1.4,2.9,4.3,0.8,0.8,1.3,0.9,2.7,8.4
Kenny Fields,23,12,4,13.2,3.2,5.8,0.551,0.1,0.3,0.33299999999999996,3.1,5.5,0.561,0.5579999999999999,1.0,1.9,0.522,0.6,1.8,2.3,0.8,0.7,0.0,1.3,1.9,7.4
Charles Davis,27,12,0,12.1,1.8,4.8,0.36200000000000004,0.0,0.1,0.0,1.8,4.8,0.368,0.36200000000000004,1.5,1.7,0.9,0.8,1.3,2.1,0.5,0.3,0.0,1.0,2.3,5.0
Mike Glenn,30,10,0,11.4,1.3,3.6,0.361,0.0,0.1,0.0,1.3,3.5,0.371,0.361,1.0,1.2,0.833,0.3,0.8,1.1,0.8,0.1,0.0,0.5,0.6,3.6
Paul Mokeski,29,14,0,7.2,1.0,1.9,0.519,0.0,0.0,,1.0,1.9,0.519,0.519,0.4,0.6,0.667,0.4,1.4,1.7,0.6,0.4,0.2,0.5,1.9,2.4
Jerry Reynolds,23,7,0,5.7,1.0,2.4,0.41200000000000003,0.0,0.1,0.0,1.0,2.3,0.43799999999999994,0.41200000000000003,0.9,1.6,0.545,0.4,0.9,1.3,0.6,0.6,0.4,0.6,0.7,2.9
