Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1984,11,2552,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",23.0,NBA,C,82.0,2693.0,20.1,0.55,0.0,0.32,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,0.11,0.5,0.4,0.9,2.0
1985,11,2552,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",24.0,NBA,PF,82.0,3086.0,17.4,0.53,0.0,0.3,8.2,22.6,15.4,10.4,1.2,3.1,16.1,25.9,1.4,4.8,6.2,0.1,-0.3,0.7,0.4,1.8
1986,11,2552,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",25.0,NBA,PF,79.0,2864.0,16.9,0.52,0.01,0.29,9.6,23.6,16.5,13.5,1.6,2.5,16.5,23.6,1.1,4.0,5.0,0.08,-0.1,0.5,0.4,1.8
1987,11,2552,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",26.0,NBA,PF,43.0,1326.0,15.4,0.52,0.0,0.33,7.4,23.2,15.4,13.6,1.5,2.5,16.3,23.9,-0.2,2.4,2.2,0.08,-1.6,1.2,-0.4,0.5
1988,31,2552,TOT,Total After Trade,Ralph Sampson,"July 7, 1960",27.0,NBA,"C,PF",48.0,1663.0,13.4,0.49,0.02,0.29,9.0,21.4,15.1,10.6,1.2,3.0,18.2,22.8,-1.3,1.9,0.6,0.02,-2.2,0.1,-2.2,-0.1
1988,11,2552,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",27.0,NBA,PF,19.0,705.0,12.6,0.49,0.02,0.31,8.6,16.8,12.7,7.4,1.1,2.6,16.7,21.1,-0.3,1.0,0.7,0.05,-2.0,0.2,-1.8,0.0
1988,10,2552,GSW,Golden State Warriors,Ralph Sampson,"July 7, 1960",27.0,NBA,C,29.0,958.0,14.0,0.48,0.01,0.27,9.3,24.8,16.8,12.9,1.2,3.4,19.2,24.0,-1.0,0.9,-0.1,-0.0,-2.4,0.0,-2.4,-0.1
1989,10,2552,GSW,Golden State Warriors,Ralph Sampson,"July 7, 1960",28.0,NBA,C,61.0,1086.0,11.4,0.48,0.02,0.26,9.7,18.5,14.1,9.0,1.3,3.3,18.1,17.3,-0.3,1.4,1.1,0.05,-3.2,0.6,-2.6,-0.2
1990,26,2552,SAC,Sacramento Kings,Ralph Sampson,"July 7, 1960",29.0,NBA,C,26.0,417.0,5.5,0.39,0.03,0.18,3.0,19.7,11.4,9.3,1.7,3.1,19.6,17.9,-1.1,0.5,-0.6,-0.07,-7.3,1.6,-5.7,-0.4
1991,26,2552,SAC,Sacramento Kings,Ralph Sampson,"July 7, 1960",30.0,NBA,C,25.0,348.0,7.2,0.36,0.05,0.2,13.0,23.4,18.1,7.1,1.6,3.1,21.0,16.1,-0.8,0.5,-0.3,-0.04,-6.1,-0.4,-6.5,-0.4
1992,30,2552,WSB,Washington Bullets,Ralph Sampson,"July 7, 1960",31.0,NBA,C,10.0,108.0,5.8,0.35,0.07,0.21,10.9,19.7,15.2,4.8,1.4,4.5,24.0,16.3,-0.3,0.2,-0.2,-0.07,-7.4,0.6,-6.8,-0.1
