Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1988,31,1500,TOT,Total After Trade,Kevin Johnson,"March 4, 1966",21.0,NBA,PG,80.0,28.0,1917.0,6.9,15.1,0.46,0.1,0.6,0.21,6.8,14.5,0.47,4.5,5.3,0.84,0.9,3.9,4.8,11.0,2.6,0.6,3.7,3.9,18.5,109.0,109.0
1988,6,1500,CLE,Cleveland Cavaliers,Kevin Johnson,"March 4, 1966",21.0,NBA,PG,52.0,3.0,1043.0,6.8,14.7,0.46,0.1,0.4,0.22,6.7,14.3,0.47,4.3,5.3,0.82,0.5,2.9,3.4,9.1,2.8,0.8,3.9,4.5,18.0,104.0,107.0
1988,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",21.0,NBA,PG,28.0,25.0,874.0,7.2,15.5,0.46,0.2,0.8,0.2,7.0,14.7,0.48,4.6,5.4,0.86,1.4,5.0,6.5,13.2,2.3,0.4,3.5,3.2,19.1,114.0,111.0
1989,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",22.0,NBA,PG,81.0,81.0,3179.0,8.2,16.3,0.5,0.0,0.3,0.09,8.2,16.0,0.51,7.3,8.3,0.88,0.7,4.2,4.9,14.3,2.0,0.3,4.7,3.3,23.8,118.0,107.0
1990,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",23.0,NBA,PG,74.0,74.0,2782.0,9.9,19.9,0.5,0.1,0.7,0.2,9.8,19.2,0.51,8.6,10.2,0.84,0.7,3.9,4.6,14.5,1.6,0.2,4.5,2.5,28.5,120.0,109.0
1991,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",24.0,NBA,PG,77.0,76.0,2772.0,10.1,19.6,0.52,0.2,0.8,0.2,10.0,18.9,0.53,8.9,10.6,0.84,0.9,3.7,4.6,13.4,2.8,0.2,4.6,3.0,29.3,121.0,107.0
1992,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",25.0,NBA,PG,78.0,78.0,2899.0,9.0,18.7,0.48,0.2,0.8,0.22,8.8,18.0,0.49,7.5,9.2,0.81,1.0,3.8,4.9,13.9,1.9,0.4,4.5,3.0,25.6,115.0,108.0
1993,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",26.0,NBA,PG,49.0,47.0,1643.0,8.3,16.5,0.5,0.0,0.2,0.12,8.2,16.3,0.5,6.6,8.1,0.82,0.9,2.2,3.0,11.2,2.5,0.6,4.4,2.9,23.2,115.0,109.0
1994,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",27.0,NBA,PG,67.0,67.0,2449.0,9.7,19.9,0.49,0.1,0.5,0.22,9.5,19.3,0.49,7.7,9.4,0.82,1.1,2.3,3.4,12.9,2.5,0.2,4.8,2.6,27.1,116.0,109.0
1995,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",28.0,NBA,PG,47.0,35.0,1352.0,9.1,19.4,0.47,0.1,1.0,0.15,9.0,18.4,0.49,8.7,10.7,0.81,1.2,3.1,4.3,13.3,1.7,0.7,3.9,3.3,27.0,119.0,113.0
1996,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",29.0,NBA,PG,56.0,55.0,2007.0,8.8,17.3,0.51,0.5,1.5,0.37,8.2,15.8,0.52,8.8,10.2,0.86,1.1,4.6,5.7,13.3,2.1,0.3,4.4,3.7,26.9,122.0,111.0
1997,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",30.0,NBA,PG,70.0,70.0,2658.0,8.5,17.2,0.5,1.7,3.9,0.44,6.8,13.3,0.51,8.5,10.0,0.85,1.0,3.9,4.9,12.7,2.0,0.2,4.2,2.7,27.3,124.0,111.0
1998,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",31.0,NBA,PG,50.0,12.0,1290.0,6.3,14.1,0.45,0.2,1.1,0.15,6.1,13.1,0.47,6.6,7.6,0.87,1.4,5.2,6.7,10.0,1.1,0.3,4.1,2.3,19.4,111.0,106.0
2000,24,1500,PHO,Phoenix Suns,Kevin Johnson,"March 4, 1966",33.0,NBA,PG,6.0,0.0,113.0,7.2,12.7,0.57,0.5,0.5,1.0,6.8,12.2,0.56,3.2,3.2,1.0,0.0,7.2,7.2,10.8,0.9,0.0,3.2,2.7,18.1,123.0,102.0
