PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Derrick Coleman,25,5,5,45.0,10.0,18.8,0.532,1.0,2.4,0.41700000000000004,9.0,16.4,0.5489999999999999,0.5589999999999999,5.8,7.2,0.8059999999999999,2.6,10.8,13.4,4.6,1.2,2.6,2.6,3.6,26.8
Dwayne Schintzius,28,5,5,38.6,6.0,13.2,0.455,0.4,1.2,0.33299999999999996,5.6,12.0,0.467,0.47,3.2,4.0,0.8,0.4,1.4,1.8,1.8,0.4,0.0,4.4,3.6,15.6
Chris Morris,27,5,4,32.6,6.8,12.2,0.557,1.2,3.2,0.375,5.6,9.0,0.622,0.607,2.2,2.4,0.917,2.6,3.8,6.4,1.4,1.6,1.2,0.6,1.6,17.0
Rumeal Robinson,26,5,5,27.2,4.2,9.8,0.429,0.4,1.4,0.28600000000000003,3.8,8.4,0.452,0.449,1.0,1.4,0.7140000000000001,0.8,1.6,2.4,7.0,1.0,0.0,4.0,3.6,9.8
Sam Bowie,31,3,3,23.7,1.3,3.0,0.444,0.0,0.0,,1.3,3.0,0.444,0.444,0.7,0.7,1.0,0.7,3.3,4.0,0.7,2.0,0.3,1.3,3.0,3.3
Dwayne Schintzius,24,5,0,21.2,2.6,5.8,0.44799999999999995,0.0,0.0,,2.6,5.8,0.44799999999999995,0.44799999999999995,0.6,1.2,0.5,1.2,3.8,5.0,0.8,0.2,1.2,0.6,2.4,5.8
Maurice Cheeks,36,5,0,16.4,2.2,4.6,0.478,0.0,0.0,,2.2,4.6,0.478,0.478,0.0,0.2,0.0,0.6,0.6,1.2,2.8,1.2,0.2,1.4,0.6,4.4
Rick Mahorn,34,4,2,15.8,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.0,0.0,,1.0,2.3,3.3,0.8,0.0,0.5,0.3,2.3,2.0
Chucky Brown,24,4,0,15.5,2.3,5.5,0.409,0.0,0.0,,2.3,5.5,0.409,0.409,1.5,1.8,0.857,0.8,1.5,2.3,0.3,0.8,0.8,0.5,0.5,6.0
Tate George,24,2,0,11.0,1.0,3.5,0.28600000000000003,0.0,0.0,,1.0,3.5,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.5,1.0,1.5,3.0,0.5,0.0,0.5,0.5,2.0
Rafael Addison,28,5,0,10.6,1.4,4.2,0.33299999999999996,0.0,0.0,,1.4,4.2,0.33299999999999996,0.33299999999999996,0.6,0.6,1.0,0.6,0.6,1.2,1.0,0.6,0.0,0.6,0.6,3.4
Bernard King,36,3,1,8.0,1.3,2.3,0.5710000000000001,0.0,0.0,,1.3,2.3,0.5710000000000001,0.5710000000000001,0.0,0.0,,0.3,0.0,0.3,0.0,0.3,0.0,0.3,1.0,2.7
