PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Brad Daugherty,27,9,9,39.6,7.1,12.8,0.557,0.0,0.0,,7.1,12.8,0.557,0.557,4.4,5.6,0.8,2.9,8.8,11.7,3.4,0.7,0.8,2.9,2.8,18.7
Larry Nance,33,9,9,36.6,6.8,12.0,0.565,0.0,0.0,,6.8,12.0,0.565,0.565,2.6,3.3,0.767,3.9,4.3,8.2,2.3,0.9,1.6,0.7,3.7,16.1
Craig Ehlo,31,9,9,32.1,4.2,10.1,0.418,1.1,2.9,0.385,3.1,7.2,0.431,0.473,1.3,1.7,0.8,1.1,2.3,3.4,2.8,1.3,0.4,1.9,2.1,10.9
Mark Price,28,9,9,32.0,4.8,10.8,0.44299999999999995,0.9,2.9,0.308,3.9,7.9,0.493,0.485,2.6,2.7,0.958,0.1,2.0,2.1,6.1,1.7,0.0,3.7,1.4,13.0
Hot Rod Williams,30,9,0,26.3,3.3,8.3,0.4,0.0,0.0,,3.3,8.3,0.4,0.4,2.3,3.1,0.75,1.3,3.2,4.6,1.9,0.6,1.6,1.2,2.9,9.0
Gerald Wilkins,29,9,2,26.2,4.2,9.7,0.43700000000000006,0.4,1.3,0.33299999999999996,3.8,8.3,0.45299999999999996,0.46,1.4,1.9,0.765,0.7,1.1,1.8,2.7,1.0,0.2,1.2,1.8,10.3
Mike Sanders,32,8,7,18.1,2.5,6.0,0.41700000000000004,0.0,0.3,0.0,2.5,5.8,0.435,0.41700000000000004,0.8,1.3,0.6,1.0,1.3,2.3,1.3,1.0,0.1,0.4,2.1,5.8
Terrell Brandon,22,8,0,16.5,2.5,5.8,0.435,0.3,0.6,0.4,2.3,5.1,0.439,0.457,1.1,1.1,1.0,0.5,1.6,2.1,2.1,0.9,0.4,1.8,0.8,6.4
Danny Ferry,26,8,0,14.8,1.6,4.3,0.382,0.5,1.1,0.444,1.1,3.1,0.36,0.441,1.1,1.3,0.9,0.5,2.6,3.1,1.8,0.5,0.4,0.9,1.8,4.9
John Battle,30,1,0,6.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
Bobby Phills,23,2,0,4.5,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0
Jay Guidinger,23,4,0,3.8,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.5,0.3,0.5
