PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Mark Jackson,27,5,5,37.6,5.6,12.8,0.43799999999999994,0.2,0.4,0.5,5.4,12.4,0.435,0.445,3.8,4.4,0.8640000000000001,1.6,4.2,5.8,7.6,1.6,0.2,2.6,1.6,15.2
Ron Harper,29,5,5,34.8,7.4,15.6,0.474,1.0,2.0,0.5,6.4,13.6,0.47100000000000003,0.506,2.2,3.4,0.647,0.8,3.2,4.0,3.2,3.0,2.0,2.2,1.4,18.0
Danny Manning,26,5,5,34.2,7.0,17.0,0.41200000000000003,0.0,0.4,0.0,7.0,16.6,0.42200000000000004,0.41200000000000003,4.2,5.2,0.8079999999999999,2.4,4.8,7.2,1.6,1.4,1.0,2.6,3.8,18.2
Ken Norman,28,5,5,32.8,5.0,13.4,0.373,0.6,1.6,0.375,4.4,11.8,0.373,0.396,2.2,4.4,0.5,2.8,5.4,8.2,2.4,0.8,0.0,0.2,1.6,12.8
Stanley Roberts,22,5,5,29.8,5.2,10.0,0.52,0.0,0.2,0.0,5.2,9.8,0.531,0.52,1.0,3.6,0.278,3.4,4.8,8.2,0.2,0.6,0.6,2.0,4.8,11.4
Gary Grant,27,5,0,20.2,2.0,6.2,0.32299999999999995,0.0,0.0,,2.0,6.2,0.32299999999999995,0.32299999999999995,0.2,0.4,0.5,0.2,0.2,0.4,4.6,0.6,0.0,1.4,2.6,4.2
John Williams,26,5,0,19.6,0.8,3.6,0.222,0.4,0.6,0.667,0.4,3.0,0.133,0.278,0.2,0.4,0.5,1.0,1.8,2.8,1.4,1.0,0.0,1.2,3.4,2.2
Loy Vaught,24,3,0,16.7,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,1.3,1.7,0.8,1.3,4.7,6.0,0.0,1.3,0.3,1.0,2.3,5.3
Lester Conner,33,5,0,12.8,1.8,2.4,0.75,0.2,0.2,1.0,1.6,2.2,0.727,0.792,0.4,0.4,1.0,0.6,0.8,1.4,2.0,0.6,0.2,0.0,1.0,4.2
Kiki Vandeweghe,34,1,0,9.0,2.0,6.0,0.33299999999999996,0.0,0.0,,2.0,6.0,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
Jaren Jackson,25,4,0,7.0,1.3,3.3,0.385,0.0,0.3,0.0,1.3,3.0,0.41700000000000004,0.385,0.0,0.0,,1.0,0.3,1.3,0.5,0.5,0.0,0.8,1.5,2.5
Elmore Spencer,23,2,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
