PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
David Robinson,27,10,10,42.1,7.9,17.0,0.465,0.0,0.1,0.0,7.9,16.9,0.467,0.465,7.3,11.0,0.664,2.9,9.7,12.6,4.0,1.0,3.6,2.5,3.9,23.1
Sean Elliott,24,10,10,38.1,5.9,12.5,0.47200000000000003,0.3,1.4,0.214,5.6,11.1,0.505,0.484,3.7,4.0,0.925,0.8,4.0,4.8,3.6,0.8,0.3,2.2,2.2,15.8
Avery Johnson,27,10,10,31.4,3.6,7.0,0.514,0.0,0.1,0.0,3.6,6.9,0.522,0.514,1.0,1.4,0.7140000000000001,0.8,2.3,3.1,8.1,1.0,0.1,2.3,2.7,8.2
Dale Ellis,32,10,10,30.5,5.1,11.3,0.451,1.0,3.2,0.313,4.1,8.1,0.506,0.496,1.3,1.6,0.813,0.9,2.6,3.5,1.1,0.4,0.0,1.0,2.5,12.5
J.R. Reid,24,10,2,22.0,2.9,6.0,0.483,0.0,0.2,0.0,2.9,5.8,0.5,0.483,2.7,3.5,0.7709999999999999,1.6,3.4,5.0,1.5,0.8,0.8,1.3,3.1,8.5
Willie Anderson,26,10,0,21.9,3.7,8.2,0.451,0.6,1.1,0.545,3.1,7.1,0.43700000000000006,0.488,1.5,1.7,0.882,0.4,1.9,2.3,2.8,0.9,0.2,1.2,2.3,9.5
Antoine Carr,31,8,8,21.4,4.9,9.3,0.527,0.0,0.0,,4.9,9.3,0.527,0.527,0.8,1.3,0.6,1.6,3.1,4.8,1.1,0.4,1.1,0.9,3.5,10.5
Vinny Del Negro,26,8,0,14.0,2.1,4.8,0.447,0.3,1.1,0.222,1.9,3.6,0.517,0.474,0.5,0.5,1.0,0.8,1.6,2.4,3.0,0.1,0.1,0.4,1.6,5.0
Terry Cummings,31,10,0,13.8,3.1,7.0,0.44299999999999995,0.0,0.1,0.0,3.1,6.9,0.449,0.44299999999999995,0.5,0.8,0.625,1.7,2.2,3.9,0.5,0.3,0.1,0.8,2.7,6.7
Lloyd Daniels,25,8,0,9.3,1.4,3.8,0.36700000000000005,0.1,0.9,0.14300000000000002,1.3,2.9,0.435,0.38299999999999995,0.6,0.8,0.833,1.1,0.8,1.9,0.3,0.4,0.0,0.6,1.0,3.5
Larry Smith,35,6,0,8.3,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.5,0.7,0.75,1.3,1.3,2.7,0.2,0.7,0.3,0.2,2.7,1.2
David Wood,28,5,0,4.0,0.4,0.8,0.5,0.2,0.2,1.0,0.2,0.6,0.33299999999999996,0.625,0.0,0.0,,0.2,0.4,0.6,0.2,0.0,0.0,0.0,1.4,1.0
