PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Scottie Pippen,27,19,19,41.5,8.0,17.2,0.465,0.2,0.9,0.17600000000000002,7.8,16.3,0.48100000000000004,0.469,3.9,6.1,0.638,1.9,5.0,6.9,5.6,2.2,0.7,3.7,3.3,20.1
Michael Jordan,29,19,19,41.2,13.2,27.8,0.475,1.5,3.8,0.389,11.7,24.0,0.489,0.502,7.2,8.9,0.805,1.7,5.1,6.7,6.0,2.1,0.9,2.4,3.1,35.1
Horace Grant,27,19,19,34.3,4.4,8.0,0.546,0.0,0.0,,4.4,8.0,0.546,0.546,1.9,2.8,0.685,3.2,5.0,8.2,2.3,1.2,1.2,0.9,3.2,10.7
B.J. Armstrong,25,19,19,33.8,4.6,8.8,0.524,1.1,2.2,0.512,3.5,6.7,0.528,0.586,1.1,1.2,0.909,0.3,1.2,1.5,3.3,1.0,0.1,0.7,2.6,11.4
Bill Cartwright,35,19,19,23.4,2.4,5.2,0.465,0.0,0.0,,2.4,5.2,0.465,0.465,1.5,1.9,0.778,1.5,3.0,4.5,1.5,0.6,0.2,0.7,2.7,6.3
Scott Williams,24,19,0,20.8,2.3,4.6,0.506,0.0,0.1,0.0,2.3,4.5,0.518,0.506,0.8,1.5,0.552,2.1,3.7,5.8,1.4,0.4,0.9,1.3,3.1,5.5
John Paxson,32,19,0,17.4,1.8,3.2,0.583,0.8,1.3,0.625,1.1,1.9,0.556,0.708,0.4,0.6,0.727,0.3,0.7,1.0,1.7,0.3,0.1,0.2,1.6,4.9
Stacey King,26,19,0,12.1,1.4,3.5,0.39399999999999996,0.0,0.0,,1.4,3.5,0.39399999999999996,0.39399999999999996,1.3,1.6,0.8059999999999999,1.1,1.1,2.1,0.7,0.5,0.2,0.7,2.0,4.1
Trent Tucker,33,19,0,10.9,1.0,2.4,0.413,0.6,1.4,0.462,0.4,1.1,0.35,0.5429999999999999,0.2,0.3,0.5,0.2,0.7,0.9,1.0,0.4,0.0,0.4,0.8,2.8
Will Perdue,27,13,0,7.8,0.8,1.5,0.5,0.0,0.0,,0.8,1.5,0.5,0.5,0.4,0.8,0.5,1.2,1.2,2.3,0.4,0.1,0.2,0.6,1.4,1.9
Rodney McCray,31,7,0,5.6,0.1,0.9,0.16699999999999998,0.0,0.0,,0.1,0.9,0.16699999999999998,0.16699999999999998,0.0,0.0,,0.3,1.6,1.9,0.7,0.0,0.1,0.6,0.6,0.3
Darrell Walker,31,9,0,2.4,0.1,0.4,0.25,0.0,0.0,,0.1,0.4,0.25,0.25,0.2,0.3,0.667,0.0,0.1,0.1,0.6,0.0,0.0,0.1,0.0,0.4
