PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Shawn Kemp,23,19,19,34.9,5.8,11.3,0.512,0.0,0.0,,5.8,11.3,0.512,0.512,4.9,6.1,0.809,4.2,5.8,10.0,2.6,1.5,2.1,2.8,4.1,16.5
Derrick McKey,26,19,17,34.1,4.4,8.3,0.525,0.1,0.3,0.4,4.3,8.1,0.529,0.532,2.4,3.6,0.667,2.7,2.5,5.2,3.7,0.6,0.9,1.9,2.7,11.3
Sam Perkins,31,19,17,32.9,5.2,11.8,0.436,1.6,4.2,0.38,3.6,7.7,0.466,0.502,2.5,2.9,0.873,1.7,5.3,7.0,1.9,1.0,1.3,1.1,2.9,14.4
Gary Payton,24,19,19,31.8,5.5,12.4,0.44299999999999995,0.1,0.3,0.16699999999999998,5.4,12.1,0.45,0.445,1.3,1.9,0.6759999999999999,1.2,2.2,3.3,3.7,1.8,0.2,1.8,3.4,12.3
Ricky Pierce,33,19,19,30.4,6.5,14.2,0.456,0.6,1.6,0.4,5.8,12.6,0.46299999999999997,0.478,4.2,4.6,0.898,0.9,1.5,2.4,2.2,0.6,0.2,1.5,2.1,17.7
Nate McMillan,28,19,2,21.8,1.8,5.4,0.34,0.3,1.3,0.20800000000000002,1.6,4.2,0.38,0.364,0.8,1.6,0.5329999999999999,1.1,2.4,3.5,5.4,2.1,0.6,1.3,2.8,4.8
Eddie Johnson,33,19,0,20.1,4.3,11.1,0.39,0.6,1.9,0.33299999999999996,3.7,9.2,0.402,0.419,1.5,1.6,0.935,0.9,1.5,2.4,0.9,0.2,0.1,1.0,2.3,10.8
Michael Cage,31,19,2,19.9,2.2,4.2,0.525,0.0,0.0,,2.2,4.2,0.525,0.525,0.4,0.9,0.389,2.5,3.4,5.8,0.5,0.7,0.4,0.8,2.3,4.8
Vincent Askew,26,12,0,8.6,1.9,3.4,0.561,0.0,0.0,,1.9,3.4,0.561,0.561,1.3,1.9,0.696,0.8,0.8,1.6,0.8,0.1,0.1,0.6,1.0,5.2
Dana Barros,25,16,0,8.5,1.4,2.9,0.46799999999999997,0.3,1.0,0.313,1.1,1.9,0.5479999999999999,0.521,0.4,0.5,0.75,0.0,0.8,0.8,0.8,0.3,0.0,0.5,0.4,3.4
Gerald Paddio,27,9,0,3.3,0.8,1.6,0.5,0.0,0.1,0.0,0.8,1.4,0.5379999999999999,0.5,0.0,0.0,,0.1,0.2,0.3,0.4,0.2,0.1,0.2,0.1,1.6
Steve Scheffler,25,9,0,2.4,0.6,1.1,0.5,0.0,0.0,,0.6,1.1,0.5,0.5,0.4,0.4,1.0,0.7,0.4,1.1,0.1,0.2,0.0,0.0,0.1,1.6
