Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,2,2692,BOS,Boston Celtics,24.0,NBA,PF,65.0,7.0,620.0,7.9,16.6,0.48,0.1,1.6,0.07,7.8,15.0,0.52,3.1,3.7,0.83,2.3,3.5,5.8,4.6,0.5,0.1,3.1,3.0,19.0
1991,2,2692,BOS,Boston Celtics,25.0,NBA,PF,47.0,3.0,389.0,8.8,18.5,0.48,0.6,2.2,0.25,8.2,16.3,0.51,2.0,2.5,0.82,1.9,3.2,5.2,4.0,0.6,0.2,3.4,2.5,20.2
1995,13,2692,LAC,Los Angeles Clippers,29.0,NBA,PF,29.0,0.0,319.0,7.1,15.1,0.47,0.1,0.9,0.12,7.0,14.2,0.49,2.9,3.4,0.87,1.5,4.9,6.3,2.3,0.7,0.2,2.0,4.6,17.3
