Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2904,Bernard Toone,1956-07-14,4,0.0,6,0,4,0,0,1,0,0,3,0,0.0,0,0,0,0,1,1,1,0,0,0,1,0,0
