Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,22,2177,ORL,Orlando Magic,Shaquille O'Neal,"March 6, 1972",20.0,NBA,C,81.0,81.0,37.9,9.0,16.1,0.56,0.0,0.0,0.0,9.0,16.1,0.56,0.56,5.3,8.9,0.59,4.2,9.6,13.9,1.9,0.7,3.5,3.8,4.0,23.4
1994,22,2177,ORL,Orlando Magic,Shaquille O'Neal,"March 6, 1972",21.0,NBA,C,81.0,81.0,39.8,11.8,19.6,0.6,0.0,0.0,0.0,11.8,19.6,0.6,0.6,5.8,10.5,0.55,4.7,8.5,13.2,2.4,0.9,2.9,2.7,3.5,29.3
1995,22,2177,ORL,Orlando Magic,Shaquille O'Neal,"March 6, 1972",22.0,NBA,C,79.0,79.0,37.0,11.8,20.2,0.58,0.0,0.1,0.0,11.8,20.1,0.58,0.58,5.8,10.8,0.53,4.2,7.3,11.4,2.7,0.9,2.4,2.6,3.3,29.3
1996,22,2177,ORL,Orlando Magic,Shaquille O'Neal,"March 6, 1972",23.0,NBA,C,54.0,52.0,36.0,11.0,19.1,0.57,0.0,0.0,0.5,10.9,19.1,0.57,0.57,4.6,9.5,0.49,3.4,7.7,11.0,2.9,0.6,2.1,2.9,3.6,26.6
1997,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",24.0,NBA,C,51.0,51.0,38.1,10.8,19.4,0.56,0.0,0.1,0.0,10.8,19.4,0.56,0.56,4.5,9.4,0.48,3.8,8.7,12.5,3.1,0.9,2.9,2.9,3.5,26.2
1998,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",25.0,NBA,C,60.0,57.0,36.3,11.2,19.1,0.58,0.0,0.0,,11.2,19.1,0.58,0.58,6.0,11.4,0.53,3.5,7.9,11.4,2.4,0.7,2.4,2.9,3.2,28.3
1999,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",26.0,NBA,C,49.0,49.0,34.8,10.4,18.1,0.58,0.0,0.0,0.0,10.4,18.0,0.58,0.58,5.5,10.2,0.54,3.8,6.9,10.7,2.3,0.7,1.7,2.5,3.2,26.3
2001,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",28.0,NBA,C,74.0,74.0,39.5,11.0,19.2,0.57,0.0,0.0,0.0,11.0,19.2,0.57,0.57,6.7,13.1,0.51,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7
2002,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",29.0,NBA,C,67.0,66.0,36.1,10.6,18.3,0.58,0.0,0.0,0.0,10.6,18.3,0.58,0.58,5.9,10.7,0.56,3.5,7.2,10.7,3.0,0.6,2.0,2.6,3.0,27.2
2003,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",30.0,NBA,C,67.0,66.0,37.8,10.4,18.1,0.57,0.0,0.0,,10.4,18.1,0.57,0.57,6.7,10.8,0.62,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4,27.5
2004,14,2177,LAL,Los Angeles Lakers,Shaquille O'Neal,"March 6, 1972",31.0,NBA,C,67.0,67.0,36.8,8.3,14.1,0.58,0.0,0.0,,8.3,14.1,0.58,0.58,4.9,10.1,0.49,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5
2005,16,2177,MIA,Miami Heat,Shaquille O'Neal,"March 6, 1972",32.0,NBA,C,73.0,73.0,34.1,9.0,15.0,0.6,0.0,0.0,,9.0,15.0,0.6,0.6,4.8,10.5,0.46,3.5,6.9,10.4,2.7,0.5,2.3,2.8,3.6,22.9
2006,16,2177,MIA,Miami Heat,Shaquille O'Neal,"March 6, 1972",33.0,NBA,C,59.0,58.0,30.6,8.1,13.6,0.6,0.0,0.0,,8.1,13.6,0.6,0.6,3.7,8.0,0.47,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0
2007,16,2177,MIA,Miami Heat,Shaquille O'Neal,"March 6, 1972",34.0,NBA,C,40.0,39.0,28.4,7.1,12.0,0.59,0.0,0.0,,7.1,12.0,0.59,0.59,3.1,7.4,0.42,2.4,5.0,7.4,2.0,0.2,1.4,2.4,3.5,17.3
2008,31,2177,TOT,Total After Trade,Shaquille O'Neal,"March 6, 1972",35.0,NBA,C,61.0,61.0,28.7,5.4,9.1,0.59,0.0,0.0,,5.4,9.1,0.59,0.59,2.8,5.5,0.5,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7,13.6
2008,16,2177,MIA,Miami Heat,Shaquille O'Neal,"March 6, 1972",35.0,NBA,C,33.0,33.0,28.6,5.8,10.0,0.58,0.0,0.0,,5.8,10.0,0.58,0.58,2.7,5.4,0.49,3.0,4.8,7.8,1.4,0.6,1.6,3.0,4.1,14.2
