Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,11,465,HOU,Houston Rockets,22.0,NBA,PG,22.0,0.0,252.0,31.0,87.0,0.36,18.0,55.0,0.33,13.0,32.0,0.41,0.46,21.0,29.0,0.72,7.0,17.0,24.0,22.0,8.0,4.0,21.0,25.0,101.0
2015,31,465,TOT,Total After Trade,23.0,NBA,PG,47.0,21.0,938.0,146.0,378.0,0.39,91.0,246.0,0.37,55.0,132.0,0.42,0.51,49.0,60.0,0.82,18.0,69.0,87.0,98.0,29.0,3.0,62.0,83.0,432.0
2015,11,465,HOU,Houston Rockets,23.0,NBA,PG,25.0,9.0,369.0,53.0,131.0,0.4,32.0,84.0,0.38,21.0,47.0,0.45,0.53,16.0,21.0,0.76,11.0,22.0,33.0,29.0,14.0,0.0,23.0,28.0,154.0
2015,23,465,PHI,Philadelphia 76Ers,23.0,NBA,PG,22.0,12.0,569.0,93.0,247.0,0.38,59.0,162.0,0.36,34.0,85.0,0.4,0.5,33.0,39.0,0.85,7.0,47.0,54.0,69.0,15.0,3.0,39.0,55.0,278.0
2016,23,465,PHI,Philadelphia 76Ers,24.0,NBA,SG,77.0,39.0,1966.0,260.0,722.0,0.36,176.0,485.0,0.36,84.0,237.0,0.35,0.48,150.0,180.0,0.83,20.0,154.0,174.0,137.0,56.0,12.0,91.0,133.0,846.0
2017,5,465,CHI,Charlotte Bobcats,25.0,NBA,SG,39.0,0.0,592.0,63.0,173.0,0.36,25.0,94.0,0.27,38.0,79.0,0.48,0.44,30.0,33.0,0.91,6.0,44.0,50.0,37.0,22.0,1.0,21.0,35.0,181.0
2018,31,465,TOT,Total After Trade,26.0,NBA,"PG,SG",20.0,1.0,422.0,52.0,137.0,0.38,22.0,66.0,0.33,30.0,71.0,0.42,0.46,46.0,51.0,0.9,6.0,39.0,45.0,76.0,16.0,1.0,29.0,36.0,172.0
2018,11,465,HOU,Houston Rockets,26.0,NBA,SG,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,24,465,PHO,Phoenix Suns,26.0,NBA,PG,19.0,1.0,418.0,52.0,136.0,0.38,22.0,66.0,0.33,30.0,70.0,0.43,0.46,46.0,51.0,0.9,6.0,38.0,44.0,76.0,16.0,1.0,29.0,36.0,172.0
2019,31,465,TOT,Total After Trade,27.0,NBA,PG,30.0,16.0,629.0,64.0,164.0,0.39,34.0,96.0,0.35,30.0,68.0,0.44,0.49,19.0,24.0,0.79,6.0,52.0,58.0,84.0,14.0,2.0,35.0,52.0,181.0
2019,24,465,PHO,Phoenix Suns,27.0,NBA,PG,19.0,15.0,503.0,51.0,129.0,0.4,25.0,72.0,0.35,26.0,57.0,0.46,0.49,15.0,20.0,0.75,5.0,44.0,49.0,62.0,12.0,0.0,29.0,46.0,142.0
2019,18,465,MIN,Minnesota Timberwolves,27.0,NBA,PG,7.0,1.0,95.0,11.0,29.0,0.38,7.0,19.0,0.37,4.0,10.0,0.4,0.5,4.0,4.0,1.0,0.0,5.0,5.0,19.0,2.0,1.0,4.0,4.0,33.0
2019,17,465,MIL,Milwaukee Bucks,27.0,NBA,PG,4.0,0.0,31.0,2.0,6.0,0.33,2.0,5.0,0.4,0.0,1.0,0.0,0.5,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,1.0,2.0,2.0,6.0
