PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Andre Iguodala,25,6,6,269,8.9,19.9,0.449,2.2,5.7,0.39299999999999996,6.7,14.2,0.47100000000000003,6.1,9.3,0.652,1.2,6.5,7.7,8.1,2.2,0.0,4.9,1.8,26.1,,103,109
Andre Miller,32,6,6,258,10.1,21.3,0.475,0.6,2.1,0.3,9.5,19.2,0.495,5.9,7.2,0.8240000000000001,1.9,6.1,8.0,6.8,1.5,0.2,4.0,3.6,26.8,,107,110
Thaddeus Young,20,6,6,229,7.4,16.7,0.44299999999999995,1.2,2.9,0.41700000000000004,6.2,13.8,0.44799999999999995,1.2,1.4,0.833,2.1,4.3,6.4,1.9,1.4,0.2,1.9,4.0,17.1,,99,111
Lou Williams,22,6,0,149,7.7,18.7,0.41200000000000003,2.2,5.9,0.375,5.5,12.8,0.429,3.7,5.5,0.667,0.7,4.8,5.5,6.2,1.1,0.4,4.4,3.7,21.2,,94,112
Willie Green,27,6,6,148,7.7,18.8,0.41200000000000003,1.5,4.1,0.364,6.3,14.7,0.425,0.4,1.1,0.33299999999999996,0.0,2.2,2.2,2.6,0.0,0.4,1.8,4.8,17.3,,88,116
Samuel Dalembert,27,6,6,133,6.6,10.2,0.64,0.0,0.0,,6.6,10.2,0.64,1.2,1.6,0.75,4.1,15.2,19.3,1.2,0.8,3.7,2.5,9.8,14.3,,116,102
Theo Ratliff,35,6,0,94,5.2,6.4,0.818,0.0,0.0,,5.2,6.4,0.818,1.2,2.3,0.5,3.5,9.9,13.3,0.0,0.6,2.3,2.3,13.9,11.6,,121,107
Donyell Marshall,35,6,0,50,6.5,17.4,0.375,4.4,12.0,0.364,2.2,5.5,0.4,0.0,0.0,,0.0,7.6,7.6,0.0,1.1,1.1,2.2,9.8,17.4,,88,109
Royal Ivey,27,6,0,45,3.6,13.3,0.273,2.4,8.5,0.28600000000000003,1.2,4.8,0.25,3.6,4.8,0.75,1.2,3.6,4.8,0.0,3.6,0.0,0.0,7.3,13.3,,97,107
Reggie Evans,28,5,0,36,3.0,13.6,0.222,0.0,0.0,,3.0,13.6,0.222,4.5,6.1,0.75,3.0,12.1,15.1,0.0,4.5,0.0,3.0,6.1,10.6,,68,100
Marreese Speights,21,3,0,29,5.6,13.2,0.429,0.0,0.0,,5.6,13.2,0.429,5.6,7.5,0.75,5.6,5.6,11.3,0.0,0.0,0.0,0.0,9.4,16.9,,122,114
