PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Rashard Lewis,29,24,24,986,8.5,19.0,0.44799999999999995,2.8,7.2,0.39399999999999996,5.7,11.8,0.48100000000000004,5.0,6.3,0.784,1.6,6.8,8.4,3.8,1.4,0.7,2.7,2.7,24.8,,111,106
Hedo Türkoğlu,29,24,24,934,7.3,17.0,0.42700000000000005,1.8,4.8,0.386,5.4,12.2,0.44299999999999995,5.4,6.6,0.8170000000000001,0.5,5.8,6.3,6.7,1.0,0.2,3.7,4.6,21.8,,106,108
Dwight Howard,23,23,23,903,9.6,16.0,0.601,0.0,0.1,0.0,9.6,15.9,0.605,8.6,13.6,0.636,5.9,15.1,21.0,2.6,1.2,3.6,4.0,6.1,27.8,,119,98
Rafer Alston,32,23,23,740,7.7,20.3,0.38,2.6,8.2,0.319,5.1,12.1,0.42200000000000004,2.4,3.2,0.75,0.2,3.9,4.1,6.8,2.4,0.3,2.9,3.9,20.4,,97,106
Mickaël Piétrus,26,24,0,618,7.3,15.2,0.483,3.2,8.4,0.385,4.1,6.8,0.603,4.1,5.7,0.723,1.7,3.7,5.4,1.2,1.6,1.1,1.9,6.7,21.9,,117,107
Courtney Lee,23,21,16,550,6.6,15.1,0.435,1.2,4.3,0.273,5.4,10.8,0.5,2.3,2.5,0.885,0.6,3.2,3.8,2.6,1.9,0.3,2.0,4.1,16.5,,100,108
J.J. Redick,24,16,8,327,5.1,13.7,0.373,3.5,8.6,0.40399999999999997,1.6,5.1,0.32299999999999995,2.1,2.3,0.929,0.3,2.8,3.1,5.1,1.3,0.2,1.2,4.3,15.8,,115,109
Anthony Johnson,34,19,1,280,6.2,16.3,0.376,1.7,5.8,0.3,4.4,10.6,0.418,1.7,3.5,0.5,1.3,3.7,5.0,7.5,2.1,0.0,2.3,5.4,15.8,,98,107
Marcin Gortat,24,24,1,271,6.8,10.3,0.654,0.0,0.0,,6.8,10.3,0.654,2.0,3.2,0.625,3.6,11.5,15.1,0.6,1.8,3.0,2.2,7.7,15.5,,119,100
Tony Battie,32,21,0,128,8.8,18.9,0.467,0.0,0.0,,8.8,18.9,0.467,1.3,2.1,0.6,2.9,5.5,8.4,0.8,0.0,1.3,0.8,5.0,18.9,,101,109
Jameer Nelson,26,5,0,90,4.8,13.8,0.348,0.6,3.6,0.16699999999999998,4.2,10.2,0.41200000000000003,1.2,2.4,0.5,0.6,3.6,4.2,8.4,0.6,0.0,4.2,1.8,11.4,,81,111
Adonal Foyle,33,2,0,4,0.0,13.5,0.0,0.0,0.0,,0.0,13.5,0.0,0.0,0.0,,0.0,13.5,13.5,0.0,0.0,0.0,13.5,13.5,0.0,,0,106
Tyronn Lue,31,1,0,4,26.9,26.9,1.0,13.5,13.5,1.0,13.5,13.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,,250,114
Jeremy Richardson,24,1,0,2,0.0,26.9,0.0,0.0,0.0,,0.0,26.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,,0,114
