Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,21.0,SAC,NBA,SF,5.0,0.0,108.0,4.5,13.0,0.346,1.5,7.0,0.214,3.0,6.0,0.5,1.5,1.5,1.0,6.0,3.5,9.5,1.0,1.5,0.0,3.0,3.5,12.0,,92.0,108.0
2001,23.0,SAC,NBA,SF,8.0,8.0,307.0,8.5,20.8,0.406,1.5,4.2,0.346,7.0,16.6,0.422,9.8,10.1,0.968,2.8,5.5,8.3,0.5,0.8,0.5,2.9,2.8,28.1,,114.0,105.0
2002,24.0,SAC,NBA,SF,10.0,7.0,338.0,7.6,20.1,0.376,2.0,7.3,0.271,5.6,12.9,0.435,5.3,5.9,0.897,2.4,7.1,9.5,1.5,0.8,0.0,2.9,3.3,22.4,,100.0,107.0
2003,25.0,SAC,NBA,SF,12.0,12.0,486.0,10.1,21.1,0.48,3.3,7.3,0.457,6.8,13.8,0.492,5.3,6.3,0.85,1.8,6.9,8.7,3.1,1.0,0.5,1.3,3.5,28.9,,128.0,111.0
2004,26.0,SAC,NBA,SF,12.0,12.0,517.0,7.6,19.7,0.384,2.3,7.3,0.315,5.3,12.4,0.424,3.5,3.9,0.897,1.5,6.9,8.3,1.8,2.2,0.3,1.4,2.6,20.9,,101.0,101.0
2005,27.0,SAC,NBA,SF,5.0,5.0,203.0,10.2,21.7,0.47,2.9,7.8,0.367,7.3,13.9,0.528,5.5,5.8,0.955,1.6,5.2,6.8,1.8,1.0,0.3,0.5,3.9,28.8,,130.0,120.0
2006,28.0,IND,NBA,SF,2.0,2.0,51.0,8.7,19.6,0.444,0.0,3.3,0.0,8.7,16.3,0.533,6.5,7.6,0.857,0.0,9.8,9.8,4.4,1.1,1.1,1.1,4.4,23.9,,111.0,106.0
2008,30.0,NOH,NBA,SF,12.0,12.0,455.0,7.1,16.2,0.436,3.4,6.2,0.549,3.7,10.0,0.366,3.0,3.3,0.926,0.7,7.2,7.9,0.7,0.7,0.1,1.0,2.3,20.6,,117.0,111.0
2009,31.0,NOH,NBA,SF,5.0,5.0,162.0,5.9,16.2,0.367,2.6,8.6,0.308,3.3,7.6,0.435,4.0,4.3,0.923,1.3,3.3,4.6,0.7,1.3,0.3,2.0,5.6,18.5,,99.0,123.0
2011,33.0,DAL,NBA,SF,19.0,0.0,350.0,7.8,19.0,0.408,4.6,12.2,0.377,3.2,6.8,0.465,1.1,1.4,0.778,0.5,4.6,5.1,1.1,1.9,0.3,1.4,3.3,21.2,,105.0,108.0
