Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,,517,CHH,None,21.0,NBA,SG,75.0,44.0,2219.0,8.5,20.6,0.41,1.0,3.1,0.31,7.6,17.5,0.43,2.5,3.2,0.8,1.2,1.8,3.0,2.9,1.1,0.4,1.8,2.7,20.6
1990,,517,CHH,None,22.0,NBA,SG,54.0,52.0,1762.0,7.7,18.9,0.41,1.0,2.9,0.33,6.7,16.0,0.42,2.9,3.9,0.75,1.1,2.6,3.7,2.7,0.9,0.1,2.0,2.3,19.3
1991,,517,CHH,None,23.0,NBA,PG,70.0,68.0,2100.0,7.0,15.8,0.44,0.8,2.5,0.32,6.2,13.3,0.47,4.0,4.8,0.83,0.8,2.5,3.3,4.3,1.3,0.3,2.2,2.9,18.9
1992,31.0,517,TOT,Total After Trade,24.0,NBA,"PG,SG",22.0,11.0,567.0,7.2,16.0,0.45,0.5,1.8,0.28,6.7,14.2,0.47,2.3,3.4,0.68,0.6,3.0,3.7,5.7,1.0,0.5,2.9,3.2,17.1
1992,,517,CHH,None,24.0,NBA,PG,21.0,11.0,545.0,7.1,15.9,0.45,0.5,1.8,0.3,6.6,14.1,0.47,2.4,3.5,0.68,0.6,3.0,3.6,5.7,0.9,0.5,2.8,3.1,17.2
1992,30.0,517,WSB,Washington Bullets,24.0,NBA,SG,1.0,0.0,22.0,8.2,19.6,0.42,0.0,3.3,0.0,8.2,16.4,0.5,0.0,0.0,,1.6,4.9,6.5,4.9,1.6,0.0,4.9,6.5,16.4
1993,30.0,517,WSB,Washington Bullets,25.0,NBA,SG,60.0,23.0,1300.0,7.9,16.7,0.48,1.2,3.2,0.37,6.8,13.5,0.5,3.7,4.5,0.81,0.5,1.9,2.4,3.2,1.1,0.3,2.2,3.3,20.7
1994,30.0,517,WSB,Washington Bullets,26.0,NBA,SG,60.0,59.0,2025.0,7.7,15.4,0.5,1.1,2.9,0.39,6.5,12.4,0.52,3.0,3.7,0.82,1.0,1.6,2.6,3.3,1.0,0.1,2.1,1.5,19.4
1995,30.0,517,WSB,Washington Bullets,27.0,NBA,SG,45.0,29.0,1468.0,6.2,15.7,0.4,2.1,6.7,0.31,4.1,9.0,0.46,3.4,3.9,0.86,0.6,2.2,2.8,3.1,1.6,0.4,1.5,2.1,17.9
1996,16.0,517,MIA,Miami Heat,28.0,NBA,SG,56.0,50.0,1865.0,5.6,13.1,0.43,2.4,6.5,0.37,3.2,6.6,0.48,1.6,2.2,0.74,0.4,2.4,2.8,3.2,0.9,0.2,1.5,2.3,15.2
1997,24.0,517,PHO,Phoenix Suns,29.0,NBA,SG,65.0,33.0,1833.0,6.5,14.7,0.44,2.2,6.2,0.35,4.4,8.5,0.51,2.4,2.9,0.83,0.5,3.1,3.6,3.6,1.0,0.1,1.9,2.1,17.6
1998,24.0,517,PHO,Phoenix Suns,30.0,NBA,SG,68.0,67.0,2263.0,6.5,15.2,0.43,1.9,4.9,0.39,4.6,10.3,0.45,2.3,3.0,0.78,0.5,2.3,2.8,3.2,1.1,0.2,1.8,1.6,17.2
1999,24.0,517,PHO,Phoenix Suns,31.0,NBA,SG,38.0,35.0,1183.0,5.0,14.0,0.36,1.6,4.6,0.35,3.4,9.4,0.36,2.3,2.8,0.84,0.4,2.8,3.2,3.3,1.0,0.3,1.6,1.4,14.0
