Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2002,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",23.0,NBA,PG,80.0,78.0,2442.0,289.0,760.0,0.38,42.0,175.0,0.24,247.0,585.0,0.42,0.41,131.0,186.0,0.7,78.0,220.0,298.0,647.0,138.0,40.0,270.0,248.0,751.0,2.0
2003,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",24.0,NBA,PG,73.0,69.0,2237.0,220.0,556.0,0.4,46.0,166.0,0.28,174.0,390.0,0.45,0.44,80.0,112.0,0.71,58.0,202.0,260.0,548.0,125.0,18.0,192.0,201.0,566.0,0.0
2004,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",25.0,NBA,PG,52.0,43.0,1378.0,153.0,370.0,0.41,77.0,207.0,0.37,76.0,163.0,0.47,0.52,49.0,67.0,0.73,28.0,108.0,136.0,303.0,84.0,17.0,110.0,132.0,432.0,0.0
2005,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",26.0,NBA,PG,40.0,40.0,1301.0,218.0,522.0,0.42,58.0,156.0,0.37,160.0,366.0,0.44,0.47,122.0,164.0,0.74,26.0,134.0,160.0,257.0,81.0,12.0,134.0,112.0,616.0,0.0
2006,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",27.0,NBA,PG,42.0,27.0,1122.0,158.0,386.0,0.41,16.0,70.0,0.23,142.0,316.0,0.45,0.43,58.0,91.0,0.64,35.0,98.0,133.0,211.0,49.0,6.0,109.0,96.0,390.0,0.0
2007,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",28.0,NBA,PG,72.0,72.0,2243.0,346.0,889.0,0.39,61.0,193.0,0.32,285.0,696.0,0.41,0.42,172.0,239.0,0.72,60.0,180.0,240.0,494.0,117.0,25.0,200.0,190.0,925.0,0.0
2008,12,2889,IND,Indiana Pacers,Jamaal Tinsley,"February 28, 1978",29.0,NBA,PG,39.0,36.0,1293.0,176.0,463.0,0.38,40.0,141.0,0.28,136.0,322.0,0.42,0.42,72.0,100.0,0.72,24.0,117.0,141.0,326.0,66.0,10.0,130.0,97.0,464.0,0.0
2010,15,2889,MEM,Memphis Grizzlies,Jamaal Tinsley,"February 28, 1978",31.0,NBA,PG,38.0,1.0,589.0,52.0,140.0,0.37,7.0,39.0,0.18,45.0,101.0,0.45,0.4,22.0,27.0,0.82,11.0,55.0,66.0,108.0,33.0,5.0,63.0,67.0,133.0,0.0
2012,29,2889,UTA,Utah Jazz,Jamaal Tinsley,"February 28, 1978",33.0,NBA,PG,37.0,1.0,507.0,57.0,141.0,0.4,10.0,37.0,0.27,47.0,104.0,0.45,0.44,13.0,17.0,0.76,6.0,39.0,45.0,123.0,17.0,8.0,52.0,47.0,137.0,0.0
2013,29,2889,UTA,Utah Jazz,Jamaal Tinsley,"February 28, 1978",34.0,NBA,PG,66.0,32.0,1221.0,86.0,234.0,0.37,39.0,127.0,0.31,47.0,107.0,0.44,0.45,18.0,26.0,0.69,17.0,98.0,115.0,290.0,64.0,14.0,106.0,106.0,229.0,0.0
2014,29,2889,UTA,Utah Jazz,Jamaal Tinsley,"February 28, 1978",35.0,NBA,PG,8.0,5.0,110.0,4.0,20.0,0.2,1.0,15.0,0.07,3.0,5.0,0.6,0.22,0.0,0.0,,2.0,9.0,11.0,23.0,2.0,0.0,9.0,10.0,9.0,0.0
