Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,8,1395,DEN,Denver Nuggets,24.0,NBA,PG,68.0,53.0,2042.0,8.1,20.7,0.39,0.6,2.1,0.26,7.6,18.6,0.41,3.9,4.8,0.81,2.0,5.9,7.9,8.3,2.8,0.3,4.8,4.2,20.7,,92.0,111.0
1999,18,1395,MIN,Minnesota Timberwolves,25.0,NBA,PG,50.0,12.0,941.0,7.9,19.5,0.4,0.6,1.5,0.37,7.3,18.0,0.41,3.4,4.4,0.77,2.4,5.2,7.6,9.4,2.2,0.2,4.2,4.2,19.8,,96.0,103.0
2001,26,1395,SAC,Sacramento Kings,27.0,NBA,PG,79.0,7.0,1648.0,7.1,16.2,0.44,1.2,3.2,0.38,5.9,13.0,0.46,2.0,2.7,0.74,2.3,5.3,7.6,5.0,2.7,0.2,3.2,4.3,17.5,,99.0,100.0
2002,26,1395,SAC,Sacramento Kings,28.0,NBA,PG,81.0,3.0,1750.0,9.6,21.6,0.44,2.3,6.3,0.36,7.3,15.4,0.48,4.3,5.3,0.81,2.4,4.9,7.2,4.7,2.1,0.3,2.7,4.2,25.7,,109.0,103.0
2003,26,1395,SAC,Sacramento Kings,29.0,NBA,PG,59.0,26.0,1676.0,10.2,22.0,0.46,2.7,7.1,0.38,7.5,14.9,0.5,3.8,4.5,0.85,1.7,4.9,6.6,5.5,2.1,0.1,3.2,3.8,26.9,,109.0,101.0
2004,26,1395,SAC,Sacramento Kings,30.0,NBA,SG,50.0,0.0,1185.0,11.5,25.8,0.44,3.5,9.6,0.37,7.9,16.3,0.49,3.6,4.8,0.75,2.4,5.2,7.6,4.6,2.1,0.3,2.8,4.6,30.1,,107.0,106.0
2005,26,1395,SAC,Sacramento Kings,31.0,NBA,SG,25.0,0.0,536.0,10.5,24.5,0.43,3.2,9.2,0.34,7.3,15.3,0.48,4.8,5.6,0.86,2.2,6.0,8.2,5.7,1.3,0.2,2.7,5.6,29.0,,111.0,110.0
2006,15,1395,MEM,Memphis Grizzlies,32.0,NBA,PG,71.0,15.0,1775.0,9.0,23.4,0.38,4.0,10.4,0.39,4.9,13.0,0.38,3.4,4.6,0.73,1.4,5.6,7.0,6.1,1.9,0.0,3.2,4.9,25.3,,102.0,103.0
2007,19,1395,NOK,New Orleans/Oklahoma City Hornets,33.0,NBA,SG,56.0,2.0,1330.0,8.2,20.7,0.39,2.2,6.6,0.33,6.0,14.1,0.42,5.2,6.7,0.77,1.7,5.4,7.1,5.6,2.0,0.2,3.1,3.9,23.7,,104.0,107.0
2008,31,1395,TOT,Total After Trade,34.0,NBA,"PG,SG",72.0,5.0,1389.0,7.8,19.4,0.4,3.1,8.7,0.36,4.7,10.7,0.44,2.5,3.1,0.79,1.3,5.7,6.9,5.3,1.7,0.2,2.3,3.7,21.2,,107.0,106.0
2008,19,1395,NOH,New Orleans Hornets,34.0,NBA,SG,46.0,0.0,891.0,7.0,17.7,0.39,3.2,8.6,0.37,3.8,9.1,0.41,2.4,2.9,0.82,1.4,5.2,6.6,4.6,1.9,0.2,1.9,3.5,19.5,,108.0,107.0
2008,11,1395,HOU,Houston Rockets,34.0,NBA,PG,26.0,5.0,498.0,9.4,22.4,0.42,3.0,8.7,0.34,6.4,13.7,0.47,2.6,3.4,0.75,1.1,6.5,7.6,6.7,1.4,0.2,3.0,3.9,24.3,,105.0,104.0
2009,26,1395,SAC,Sacramento Kings,35.0,NBA,PG,71.0,10.0,1484.0,6.6,16.6,0.4,2.1,6.8,0.3,4.6,9.9,0.46,3.0,3.5,0.85,1.4,5.4,6.9,4.9,2.1,0.1,2.3,3.4,18.3,,104.0,115.0
