Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2006,11,1231,HOU,Houston Rockets,22.0,NBA,PF,40.0,0.0,535.0,59.0,105.0,0.56,0.0,1.0,0.0,59.0,104.0,0.57,0.56,29.0,45.0,0.64,67.0,112.0,179.0,14.0,26.0,14.0,12.0,76.0,147.0,,0.0
2007,11,1231,HOU,Houston Rockets,23.0,NBA,PF,78.0,43.0,1714.0,192.0,335.0,0.57,0.0,0.0,,192.0,335.0,0.57,0.57,55.0,89.0,0.62,204.0,317.0,521.0,47.0,70.0,18.0,64.0,281.0,439.0,,0.0
2008,11,1231,HOU,Houston Rockets,24.0,NBA,PF,79.0,44.0,1575.0,113.0,221.0,0.51,0.0,3.0,0.0,113.0,218.0,0.52,0.51,11.0,24.0,0.46,132.0,295.0,427.0,91.0,85.0,43.0,62.0,212.0,237.0,,0.0
2009,11,1231,HOU,Houston Rockets,25.0,NBA,C,71.0,1.0,858.0,42.0,113.0,0.37,0.0,4.0,0.0,42.0,109.0,0.38,0.37,7.0,19.0,0.37,74.0,176.0,250.0,42.0,34.0,19.0,25.0,134.0,91.0,,0.0
2010,11,1231,HOU,Houston Rockets,26.0,NBA,C,82.0,82.0,1773.0,161.0,329.0,0.49,0.0,0.0,,161.0,329.0,0.49,0.49,36.0,66.0,0.55,151.0,314.0,465.0,139.0,73.0,43.0,74.0,219.0,358.0,,0.0
2011,11,1231,HOU,Houston Rockets,27.0,NBA,C,74.0,63.0,2079.0,244.0,463.0,0.53,0.0,2.0,0.0,244.0,461.0,0.53,0.53,94.0,142.0,0.66,219.0,380.0,599.0,202.0,79.0,49.0,86.0,200.0,582.0,,1.0
2012,26,1231,SAC,Sacramento Kings,28.0,NBA,C,54.0,9.0,1039.0,73.0,170.0,0.43,0.0,2.0,0.0,73.0,168.0,0.44,0.43,26.0,39.0,0.67,72.0,162.0,234.0,77.0,36.0,17.0,50.0,111.0,172.0,,0.0
2013,26,1231,SAC,Sacramento Kings,29.0,NBA,C,74.0,1.0,1209.0,84.0,190.0,0.44,0.0,1.0,0.0,84.0,189.0,0.44,0.44,30.0,48.0,0.62,113.0,186.0,299.0,112.0,31.0,18.0,44.0,114.0,198.0,,0.0
2014,31,1231,TOT,Total After Trade,30.0,NBA,C,61.0,1.0,754.0,56.0,130.0,0.43,0.0,1.0,0.0,56.0,129.0,0.43,0.43,20.0,25.0,0.8,69.0,141.0,210.0,35.0,34.0,12.0,33.0,95.0,132.0,,0.0
2014,26,1231,SAC,Sacramento Kings,30.0,NBA,C,16.0,1.0,179.0,14.0,32.0,0.44,0.0,0.0,,14.0,32.0,0.44,0.44,5.0,7.0,0.71,20.0,27.0,47.0,6.0,11.0,2.0,7.0,18.0,33.0,,0.0
2014,28,1231,TOR,Toronto Raptors,30.0,NBA,C,45.0,0.0,575.0,42.0,98.0,0.43,0.0,1.0,0.0,42.0,97.0,0.43,0.43,15.0,18.0,0.83,49.0,114.0,163.0,29.0,23.0,10.0,26.0,77.0,99.0,,0.0
2015,28,1231,TOR,Toronto Raptors,31.0,NBA,C,29.0,0.0,255.0,22.0,46.0,0.48,0.0,0.0,,22.0,46.0,0.48,0.48,6.0,11.0,0.55,18.0,33.0,51.0,20.0,10.0,4.0,8.0,37.0,50.0,,0.0
2016,11,1231,HOU,Houston Rockets,32.0,NBA,C,2.0,0.0,24.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,2.0,2.0,1.0,0.0,8.0,8.0,2.0,0.0,0.0,3.0,6.0,4.0,,0.0
