PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ben Wallace,28,17,17,722,2.6,5.4,0.486,0.0,0.0,0.0,2.6,5.4,0.491,2.2,5.0,0.446,4.3,9.5,13.8,1.4,2.1,2.6,0.7,2.5,7.5
Richard Hamilton,24,17,17,659,7.3,16.6,0.442,0.5,1.5,0.33299999999999996,6.8,15.1,0.45299999999999996,5.8,6.4,0.9059999999999999,1.0,2.6,3.6,2.5,0.7,0.1,3.1,2.8,20.9
Clifford Robinson,36,17,17,525,3.9,10.9,0.358,1.5,4.0,0.373,2.4,6.9,0.35,1.5,2.5,0.595,1.0,2.2,3.2,3.4,1.1,0.9,1.9,4.3,10.8
Chauncey Billups,26,14,14,485,5.3,14.1,0.374,1.9,6.2,0.31,3.3,7.9,0.425,6.2,6.7,0.9329999999999999,0.3,3.2,3.5,4.9,0.7,0.1,2.5,2.8,18.7
Tayshaun Prince,22,15,3,382,4.6,10.8,0.426,1.3,4.5,0.292,3.3,6.3,0.522,2.7,3.6,0.763,1.0,4.3,5.4,2.2,0.8,1.2,1.5,1.9,13.3
Mehmet Okur,23,17,0,323,3.9,8.9,0.43799999999999994,0.8,1.4,0.5379999999999999,3.1,7.5,0.418,1.9,3.6,0.531,2.7,5.1,7.8,1.4,1.3,1.3,1.6,4.3,10.5
Chucky Atkins,28,17,3,312,3.7,10.5,0.35200000000000004,2.1,5.7,0.36700000000000005,1.6,4.8,0.33299999999999996,2.4,3.0,0.8079999999999999,0.2,2.1,2.3,3.0,2.0,0.0,2.1,4.5,11.9
Michael Curry,34,15,14,274,2.1,5.8,0.364,0.4,1.2,0.33299999999999996,1.7,4.6,0.371,0.8,0.9,0.857,0.4,1.7,2.1,2.2,0.9,0.3,0.7,4.6,5.4
Corliss Williamson,29,15,0,233,5.7,13.9,0.41100000000000003,0.0,0.0,,5.7,13.9,0.41100000000000003,6.6,9.0,0.741,2.0,3.1,5.1,2.3,0.6,0.5,3.1,5.9,18.1
Jon Barry,33,14,0,172,4.8,11.3,0.426,3.1,6.9,0.455,1.7,4.4,0.381,1.9,1.9,1.0,1.0,4.0,5.0,4.2,1.7,0.2,1.5,2.9,14.7
Michael Curry,30,4,0,29,7.4,21.1,0.353,0.0,0.0,,7.4,21.1,0.353,6.2,8.7,0.7140000000000001,2.5,3.7,6.2,0.0,0.0,0.0,1.2,11.2,21.1
Danny Manning,36,4,0,14,2.6,7.7,0.33299999999999996,0.0,2.6,0.0,2.6,5.1,0.5,0.0,0.0,,2.6,5.1,7.7,0.0,0.0,2.6,0.0,10.3,5.1
