PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Peja Stojaković,25,12,12,486,7.2,15.0,0.48,2.4,5.2,0.457,4.8,9.8,0.49200000000000005,3.8,4.4,0.85,1.3,4.9,6.1,2.2,0.7,0.4,0.9,2.5,20.5
Mike Bibby,24,12,12,404,5.1,12.0,0.42200000000000004,1.0,3.5,0.282,4.1,8.6,0.479,2.4,3.0,0.794,0.7,2.0,2.8,5.3,1.2,0.4,1.6,2.8,13.5
Doug Christie,32,12,12,381,3.5,9.4,0.374,0.6,2.3,0.25,2.9,7.1,0.413,2.7,2.9,0.935,1.4,5.6,7.0,5.2,1.1,0.3,2.1,2.1,10.3
Bobby Jackson,29,12,0,331,6.9,15.0,0.457,1.6,4.7,0.349,5.2,10.3,0.505,3.4,3.8,0.8859999999999999,1.2,4.7,5.9,4.4,1.3,0.1,1.8,2.4,18.7
Vlade Divac,34,12,12,317,5.8,10.3,0.56,0.0,0.0,,5.8,10.3,0.56,4.0,5.9,0.6729999999999999,3.4,4.4,7.8,3.1,0.9,1.2,1.8,4.3,15.6
Jim Jackson,32,12,0,296,6.0,11.9,0.5,1.6,3.4,0.46399999999999997,4.4,8.5,0.514,2.9,3.8,0.774,1.9,3.8,5.7,1.7,1.0,0.4,2.1,4.1,16.4
Chris Webber,29,7,7,246,9.8,19.8,0.496,0.0,0.4,0.0,9.8,19.3,0.508,4.7,7.2,0.653,2.6,5.9,8.5,3.7,1.5,1.2,3.4,3.7,24.3
Hedo Türkoğlu,23,10,5,174,3.7,10.3,0.36,0.8,2.9,0.28600000000000003,2.9,7.4,0.389,2.7,3.7,0.722,1.0,5.0,6.0,2.9,2.5,1.0,1.0,3.9,11.0
Keon Clark,27,12,0,171,4.2,8.6,0.488,0.0,0.0,,4.2,8.6,0.488,3.2,4.4,0.7140000000000001,2.9,6.3,9.3,0.8,0.6,1.7,2.7,6.3,11.6
Scot Pollard,27,8,0,91,2.8,9.5,0.292,0.0,0.0,,2.8,9.5,0.292,4.0,5.1,0.769,6.7,5.1,11.9,0.8,0.4,2.8,2.8,5.9,9.5
Gerald Wallace,20,7,0,18,4.0,10.0,0.4,0.0,0.0,,4.0,10.0,0.4,4.0,4.0,1.0,0.0,10.0,10.0,0.0,0.0,2.0,4.0,8.0,12.0
Lawrence Funderburke,32,6,0,15,7.2,19.2,0.375,0.0,0.0,,7.2,19.2,0.375,7.2,9.6,0.75,7.2,12.0,19.2,0.0,0.0,0.0,2.4,4.8,21.6
