Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,21,1177,SEA,Seattle Supersonics,23.0,NBA,SF,74.0,1259.0,11.0,0.56,0.02,0.52,6.0,7.3,6.7,12.0,2.2,0.9,19.1,14.2,,1.1,1.3,2.4,0.09,,-1.9,1.1,-0.7,0.4
1982,21,1177,SEA,Seattle Supersonics,24.0,NBA,SF,81.0,1974.0,9.6,0.54,0.01,0.49,5.6,8.9,7.3,11.6,2.0,0.8,19.6,11.3,,1.3,2.9,4.1,0.1,,-2.4,1.7,-0.6,0.7
1983,8,1177,DEN,Denver Nuggets,25.0,NBA,SF,82.0,1547.0,10.6,0.49,0.02,0.37,5.2,10.2,7.7,19.7,2.1,0.5,22.1,15.6,,0.3,0.7,1.0,0.03,,-2.0,-0.4,-2.5,-0.2
1984,8,1177,DEN,Denver Nuggets,26.0,NBA,SF,80.0,1469.0,10.6,0.55,0.04,0.68,4.6,10.2,7.3,19.0,2.0,0.7,21.5,13.0,,1.2,0.7,1.9,0.06,,-2.3,0.2,-2.1,0.0
1985,8,1177,DEN,Denver Nuggets,27.0,NBA,SF,80.0,1673.0,10.5,0.5,0.03,0.46,5.3,8.1,6.6,14.8,2.2,0.9,15.5,16.8,,0.8,1.4,2.2,0.06,,-2.8,0.1,-2.7,-0.3
1986,8,1177,DEN,Denver Nuggets,28.0,NBA,SF,79.0,1982.0,15.3,0.54,0.06,0.55,4.4,9.7,7.0,20.7,2.4,0.4,15.2,21.1,,2.4,2.3,4.7,0.12,,-0.3,0.7,0.4,1.2
1987,8,1177,DEN,Denver Nuggets,29.0,NBA,PF,73.0,1990.0,13.9,0.52,0.11,0.54,3.9,10.0,6.7,17.8,2.0,0.8,12.5,20.4,,2.1,1.5,3.5,0.08,,-0.5,-0.2,-0.8,0.6
1988,8,1177,DEN,Denver Nuggets,30.0,NBA,SF,77.0,1334.0,8.2,0.49,0.06,0.57,3.0,10.8,6.7,14.3,2.2,0.7,20.9,13.3,,-0.3,1.6,1.3,0.05,,-3.9,1.1,-2.8,-0.3
1989,8,1177,DEN,Denver Nuggets,31.0,NBA,PF,41.0,701.0,8.6,0.53,0.03,0.58,2.5,11.7,6.8,14.2,1.6,0.4,21.9,13.2,,0.0,0.6,0.7,0.05,,-3.3,0.2,-3.1,-0.2
1990,8,1177,DEN,Denver Nuggets,32.0,NBA,PF,81.0,1605.0,10.3,0.52,0.08,0.46,4.1,9.7,6.8,14.0,2.2,1.0,15.4,13.7,,1.0,1.9,2.9,0.09,,-2.6,1.5,-1.1,0.3
