Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
511,707.0,407.0,25.55,2.87,7.03,0.41,1.05,3.1,0.34,1.84,3.92,0.47,0.48,1.96,2.41,0.82,0.33,2.15,2.45,3.66,1.44,0.17,1.82,2.74,8.75
