Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,11,1933,HOU,Houston Rockets,Tracy McGrady,25,78,3182,22.9,0.53,0.26,0.34,2.7,14.8,8.9,28.6,2.3,1.3,9.5,31.2,6.5,5.4,12.0,0.18,5.2,1.5,6.7,6.9
2005,11,2005,HOU,Houston Rockets,Yao Ming,24,80,2447,23.2,0.61,0.0,0.51,10.2,21.4,15.9,5.0,0.8,5.1,14.1,26.8,6.0,4.7,10.7,0.21,1.5,1.0,2.4,2.8
2005,11,2787,HOU,Houston Rockets,Bob Sura,31,61,1922,14.4,0.53,0.31,0.37,4.9,15.3,10.2,27.3,1.8,0.3,20.0,18.0,1.8,2.9,4.8,0.12,0.1,1.4,1.5,1.7
2005,11,3070,HOU,Houston Rockets,David Wesley,34,54,1840,11.6,0.54,0.47,0.23,1.7,7.2,4.5,14.0,1.8,0.3,9.7,15.5,2.2,2.2,4.4,0.12,-1.0,0.9,0.0,0.9
2005,11,1340,HOU,Houston Rockets,Juwan Howard,31,61,1624,13.0,0.49,0.0,0.21,9.3,15.4,12.4,10.2,1.1,0.2,11.8,19.5,1.0,2.2,3.2,0.09,-1.6,-0.5,-2.1,0.0
2005,11,176,HOU,Houston Rockets,Jon Barry,35,53,1230,14.0,0.59,0.46,0.2,2.1,10.7,6.5,18.5,2.0,0.4,14.3,14.2,2.0,1.7,3.7,0.14,0.9,1.6,2.5,1.4
2005,11,2097,HOU,Houston Rockets,Dikembe Mutombo,38,80,1212,16.4,0.57,0.0,0.66,14.8,25.9,20.5,1.3,0.7,6.5,15.4,12.9,2.0,2.7,4.7,0.19,-0.8,1.7,0.9,0.9
2005,11,1403,HOU,Houston Rockets,Jim Jackson,34,24,990,10.5,0.54,0.52,0.12,1.2,12.1,6.8,14.5,1.3,0.1,15.8,16.8,0.3,1.2,1.5,0.08,-0.5,0.6,0.1,0.5
2005,11,2234,HOU,Houston Rockets,Scott Padgett,28,66,942,12.3,0.55,0.54,0.17,6.0,16.7,11.5,9.5,1.9,0.8,10.7,14.0,1.2,1.6,2.8,0.14,-0.5,1.6,1.1,0.7
2005,11,2818,HOU,Houston Rockets,Maurice Taylor,28,38,905,8.2,0.46,0.03,0.2,5.4,15.5,10.6,10.2,1.0,1.0,16.5,19.9,-0.9,1.3,0.3,0.02,-4.6,0.3,-4.3,-0.5
2005,11,1430,HOU,Houston Rockets,Mike James,29,27,692,17.4,0.53,0.37,0.19,2.1,12.2,7.2,21.1,2.0,0.2,7.6,23.2,1.2,1.0,2.2,0.16,1.8,0.8,2.7,0.8
2005,11,310,HOU,Houston Rockets,Ryan Bowen,29,66,604,7.7,0.46,0.05,0.19,4.2,10.4,7.3,4.7,2.1,0.6,5.5,9.9,0.2,0.9,1.1,0.09,-3.5,2.1,-1.4,0.1
2005,11,3047,HOU,Houston Rockets,Clarence Weatherspoon,34,40,525,9.0,0.48,0.0,0.31,8.0,18.8,13.5,5.2,0.9,0.9,10.4,13.0,0.3,0.8,1.1,0.1,-3.5,0.5,-3.0,-0.1
2005,11,1787,HOU,Houston Rockets,Tyronn Lue,27,21,479,7.7,0.48,0.37,0.15,0.0,9.5,4.9,19.6,0.9,0.0,15.6,15.1,0.0,0.5,0.5,0.05,-3.1,0.3,-2.8,-0.1
2005,11,3021,HOU,Houston Rockets,Charlie Ward,34,14,360,8.7,0.45,0.66,0.17,2.0,10.4,6.3,18.4,2.3,0.0,17.9,13.2,-0.1,0.5,0.5,0.06,-2.2,1.8,-0.5,0.1
2005,11,170,HOU,Houston Rockets,Andre Barrett,22,27,314,5.6,0.38,0.54,0.14,1.9,5.1,3.5,20.5,2.4,0.0,17.9,13.4,-0.3,0.4,0.1,0.02,-4.9,1.3,-3.5,-0.1
2005,11,2105,HOU,Houston Rockets,Bostjan Nachbar,24,16,204,6.1,0.51,0.49,0.28,2.3,14.5,8.6,6.9,0.3,0.0,9.4,12.3,0.1,0.2,0.3,0.08,-3.0,0.4,-2.6,0.0
2005,11,2774,HOU,Houston Rockets,Rod Strickland,38,16,196,4.6,0.3,0.05,0.23,1.8,13.9,8.0,29.7,0.8,0.8,25.2,15.2,-0.5,0.2,-0.2,-0.05,-5.3,0.0,-5.3,-0.2
2005,11,979,HOU,Houston Rockets,Reece Gaines,24,10,108,4.7,0.45,0.44,0.15,0.0,11.6,5.9,4.5,1.5,0.0,12.2,14.3,-0.1,0.1,0.0,0.02,-5.6,0.6,-5.0,-0.1
2005,11,2156,HOU,Houston Rockets,Moochie Norris,31,6,39,0.6,0.24,0.0,0.12,3.1,8.7,6.0,20.0,1.4,0.0,10.6,22.8,-0.2,0.0,-0.1,-0.17,-10.8,-5.0,-15.8,-0.1
2005,11,330,HOU,Houston Rockets,Torraye Braggs,28,7,24,11.6,0.43,0.0,0.0,34.9,23.7,29.2,0.0,0.0,0.0,22.2,17.7,0.0,0.0,0.0,0.07,-4.4,-6.3,-10.7,0.0
2005,11,148,HOU,Houston Rockets,Vin Baker,33,3,13,-18.3,0.2,0.0,0.5,0.0,17.5,9.0,10.7,0.0,0.0,29.1,24.9,-0.1,0.0,-0.1,-0.34,-26.3,-2.4,-28.6,-0.1
2005,11,1635,HOU,Houston Rockets,Brandin Knight,23,1,3,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,15.7,0.0,0.0,0.0,-0.2,-4.1,-5.4,-9.4,0.0
