PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Mike Mitchell,24,82,,2802,12.6,24.0,0.523,0.0,0.1,0.0,12.6,23.9,0.525,4.4,5.6,0.787,3.3,6.2,9.6,1.5,1.1,1.2,2.8,4.2,29.5,,112,107
Randy Smith,31,82,,2677,10.2,22.5,0.452,0.2,0.9,0.18899999999999997,10.0,21.6,0.46299999999999997,4.0,4.8,0.823,1.6,2.8,4.3,6.2,2.1,0.1,3.4,3.2,24.5,,103,108
Dave Robisch,30,82,,2670,8.3,16.0,0.52,0.0,0.1,0.0,8.3,15.9,0.522,4.7,5.6,0.8420000000000001,3.8,7.4,11.2,3.3,0.9,0.9,2.3,3.6,21.4,,119,107
Foots Walker,28,76,,2422,4.8,10.7,0.45399999999999996,0.0,0.2,0.111,4.8,10.5,0.46,3.7,4.6,0.802,1.5,3.9,5.4,11.4,2.9,0.2,2.9,3.8,13.4,,113,106
Kenny Carr,24,74,,1781,9.5,19.2,0.493,0.0,0.1,0.0,9.5,19.1,0.496,4.4,6.7,0.655,4.9,9.6,14.6,1.9,1.6,1.3,3.7,6.1,23.3,,104,103
Austin Carr,31,77,,1595,11.1,23.9,0.465,0.1,0.2,0.33299999999999996,11.1,23.7,0.466,3.6,4.9,0.738,2.3,2.4,4.7,4.3,1.1,0.1,3.1,3.4,25.9,,103,110
Bill Willoughby,22,78,,1447,6.9,14.3,0.479,0.0,0.3,0.111,6.8,14.1,0.48700000000000004,3.0,4.0,0.7559999999999999,3.8,6.5,10.3,2.3,1.0,1.9,2.1,5.9,16.8,,109,106
Campy Russell,28,41,,1331,9.7,21.5,0.451,0.0,0.3,0.111,9.7,21.2,0.456,6.1,8.2,0.745,2.6,5.1,7.7,5.9,2.5,0.7,5.1,3.9,25.5,,99,105
John Lambert,27,74,,1324,5.7,13.7,0.413,0.0,0.1,0.0,5.7,13.6,0.41600000000000004,2.5,3.5,0.723,4.7,7.3,12.1,1.9,1.6,1.4,2.2,7.0,13.8,,100,105
Willie Smith,26,62,,1051,5.2,13.6,0.384,0.7,3.1,0.239,4.5,10.5,0.426,1.7,2.2,0.769,2.4,2.8,5.2,11.2,3.2,0.0,4.1,4.8,12.9,,97,106
Don Ford,27,21,,419,7.0,15.6,0.451,0.1,0.2,0.5,6.9,15.4,0.451,2.4,2.7,0.88,2.3,7.2,9.4,3.1,1.2,0.7,2.3,4.9,16.6,,103,106
Earl Tatum,26,33,,225,7.3,19.0,0.38299999999999995,0.4,1.2,0.33299999999999996,6.9,17.8,0.386,2.2,3.8,0.579,2.2,3.0,5.3,4.0,3.2,1.0,3.4,5.9,17.2,,87,105
Bingo Smith,33,8,,135,11.1,24.2,0.45799999999999996,0.3,1.7,0.2,10.8,22.5,0.478,2.4,2.7,0.875,0.7,4.0,4.7,2.4,1.0,0.7,3.0,7.1,24.9,,97,109
Walt Frazier,34,3,,27,6.7,18.5,0.364,0.0,1.7,0.0,6.7,16.8,0.4,3.4,3.4,1.0,1.7,3.4,5.0,13.5,3.4,1.7,6.7,3.4,16.8,,87,104
Butch Lee,23,3,,24,3.8,20.8,0.182,0.0,0.0,,3.8,20.8,0.182,0.0,1.9,0.0,5.7,0.0,5.7,5.7,0.0,0.0,5.7,0.0,7.6,,53,115
