Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",23.0,NBA,PF,82,1,1645,7.8,14.6,0.53,0.0,0.0,0.0,7.8,14.5,0.54,2.4,3.5,0.68,3.4,4.5,7.9,1.2,0.6,3.3,2.4,5.7,17.9
1982,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",24.0,NBA,PF,82,33,2332,7.2,13.5,0.53,0.0,0.0,,7.2,13.5,0.53,2.9,3.8,0.75,2.9,5.6,8.6,1.4,0.5,2.9,2.1,4.1,17.2
1983,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",25.0,NBA,PF,82,13,2345,7.4,13.7,0.54,0.0,0.0,0.0,7.4,13.7,0.54,3.0,4.1,0.72,3.3,5.2,8.5,1.6,0.5,2.9,2.4,3.7,17.8
1984,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",26.0,NBA,PF,82,10,2577,8.2,14.7,0.56,0.0,0.0,0.33,8.2,14.7,0.56,4.7,6.1,0.76,2.9,5.6,8.5,1.5,0.3,1.8,2.1,3.4,21.1
1985,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",27.0,NBA,PF,79,31,2653,8.2,14.4,0.57,0.0,0.1,0.0,8.2,14.3,0.57,4.8,6.3,0.76,3.1,6.6,9.7,1.9,0.4,1.6,2.1,3.2,21.2
1986,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",28.0,NBA,PF,68,62,2397,8.4,14.7,0.57,0.0,0.0,,8.4,14.7,0.57,4.9,6.3,0.78,2.6,5.7,8.3,2.7,0.4,2.0,2.2,2.9,21.7
1987,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",29.0,NBA,PF,77,77,3060,9.3,15.4,0.6,0.0,0.0,0.0,9.3,15.3,0.61,5.0,6.0,0.84,2.9,6.1,9.0,2.3,0.4,2.0,2.3,2.8,23.6
1988,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",30.0,NBA,PF,64,63,2390,8.3,13.7,0.6,0.0,0.0,,8.3,13.7,0.6,5.2,6.5,0.8,2.4,5.7,8.1,2.6,0.4,1.4,2.1,2.7,21.8
1989,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",31.0,NBA,PF,78,74,2876,8.3,15.2,0.55,0.0,0.1,0.0,8.3,15.1,0.55,5.5,6.7,0.82,2.8,5.2,8.0,2.2,0.3,1.2,2.5,2.8,22.0
1990,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",32.0,NBA,PF,82,25,2722,8.6,15.6,0.55,0.3,0.9,0.33,8.3,14.7,0.56,5.2,5.8,0.89,2.7,6.3,9.0,2.3,0.4,2.1,2.4,3.3,22.6
1991,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",33.0,NBA,PF,68,10,2067,8.8,15.9,0.55,0.3,0.6,0.4,8.5,15.2,0.56,4.0,4.8,0.83,2.5,5.8,8.4,2.2,0.4,2.5,2.4,3.4,21.8
1992,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",34.0,NBA,PF,56,1,1398,8.3,16.3,0.51,0.0,0.3,0.0,8.3,16.0,0.52,3.5,4.2,0.82,3.1,5.4,8.5,2.1,0.3,1.5,2.1,2.9,20.1
1993,2,1938,BOS,Boston Celtics,Kevin McHale,"December 19, 1957",35.0,NBA,PF,71,0,1656,6.5,14.1,0.46,0.0,0.4,0.11,6.4,13.7,0.47,3.6,4.2,0.84,2.1,5.7,7.8,1.6,0.3,1.3,2.0,2.7,16.6
