Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974,31.0,2113,TOT,Total After Trade,Swen Nater,"January 14, 1950",24.0,ABA,C,79,,30.1,5.9,10.7,0.552,0.0,0.0,0.0,5.9,10.7,0.553,0.552,2.3,3.2,0.709,3.6,9.0,12.6,1.6,0.4,0.8,2.5,2.7,14.1
1974,,2113,VIR,None,Swen Nater,"January 14, 1950",24.0,ABA,C,17,,22.0,4.9,8.9,0.556,0.0,0.0,,4.9,8.9,0.556,0.556,2.7,4.3,0.63,2.2,6.8,9.1,1.0,0.4,0.9,2.8,2.2,12.6
1974,,2113,SAA,None,Swen Nater,"January 14, 1950",24.0,ABA,C,62,,32.3,6.2,11.2,0.551,0.0,0.0,0.0,6.2,11.2,0.552,0.551,2.2,2.9,0.74,4.0,9.6,13.6,1.8,0.4,0.8,2.5,2.9,14.5
1975,,2113,SAA,None,Swen Nater,"January 14, 1950",25.0,ABA,C,78,,34.8,6.3,11.7,0.542,0.0,0.0,0.0,6.3,11.7,0.542,0.542,2.4,3.2,0.752,4.7,11.7,16.4,1.2,0.6,1.1,2.4,3.1,15.1
1976,31.0,2113,TOT,Total After Trade,Swen Nater,"January 14, 1950",26.0,ABA,C,76,,23.6,4.2,8.6,0.492,0.0,0.1,0.0,4.2,8.5,0.495,0.492,1.4,2.0,0.697,3.0,7.1,10.1,0.7,0.4,0.7,2.2,3.1,9.8
1976,,2113,NYA,None,Swen Nater,"January 14, 1950",26.0,ABA,C,43,,23.6,3.7,7.7,0.485,0.0,0.1,0.0,3.7,7.6,0.489,0.485,1.3,1.8,0.718,3.2,7.0,10.3,0.4,0.4,0.6,2.2,3.3,8.7
1976,,2113,VIR,None,Swen Nater,"January 14, 1950",26.0,ABA,C,33,,23.5,4.8,9.7,0.498,0.0,0.0,0.0,4.8,9.7,0.5,0.498,1.6,2.3,0.675,2.7,7.1,9.8,1.1,0.4,0.8,2.3,2.9,11.3
1977,17.0,2113,MIL,Milwaukee Bucks,Swen Nater,"January 14, 1950",27.0,NBA,C,72,,27.2,5.3,10.1,0.528,,,,5.3,10.1,0.528,0.528,2.4,3.2,0.754,3.7,8.3,12.0,1.5,0.8,0.7,,3.0,13.0
1978,,2113,BUF,None,Swen Nater,"January 14, 1950",28.0,NBA,C,78,,35.6,6.4,12.7,0.504,,,,6.4,12.7,0.504,0.504,2.7,3.5,0.765,3.6,9.6,13.2,2.8,0.5,0.6,2.9,3.5,15.5
1979,13.0,2113,SDC,San Diego Clippers,Swen Nater,"January 14, 1950",29.0,NBA,C,79,,25.4,4.5,7.9,0.569,,,,4.5,7.9,0.569,0.569,1.7,2.1,0.8,2.8,6.1,8.9,1.8,0.5,0.4,2.2,3.1,10.7
1980,13.0,2113,SDC,San Diego Clippers,Swen Nater,"January 14, 1950",30.0,NBA,C,81,,35.3,5.5,9.9,0.554,0.0,0.0,0.0,5.5,9.8,0.556,0.554,2.4,3.4,0.718,4.3,10.7,15.0,2.9,0.6,0.5,3.2,3.2,13.4
1981,13.0,2113,SDC,San Diego Clippers,Swen Nater,"January 14, 1950",31.0,NBA,C,82,,34.3,6.3,11.4,0.553,0.0,0.0,,6.3,11.4,0.553,0.553,3.0,3.7,0.795,3.6,8.8,12.4,2.4,0.6,0.6,2.6,3.6,15.6
1982,13.0,2113,SDC,San Diego Clippers,Swen Nater,"January 14, 1950",32.0,NBA,C,21,7.0,27.4,4.8,8.3,0.577,0.0,0.0,1.0,4.8,8.3,0.575,0.58,2.8,3.8,0.747,2.2,7.0,9.1,1.4,0.3,0.4,2.3,3.0,12.5
1983,13.0,2113,SDC,San Diego Clippers,Swen Nater,"January 14, 1950",33.0,NBA,C,7,0.0,7.3,0.9,2.9,0.3,0.0,0.0,,0.9,2.9,0.3,0.3,0.6,0.6,1.0,0.3,1.6,1.9,0.1,0.1,0.0,0.4,0.1,2.3
1984,14.0,2113,LAL,Los Angeles Lakers,Swen Nater,"January 14, 1950",34.0,NBA,C,69,0.0,12.0,1.8,3.7,0.49,0.0,0.0,0.0,1.8,3.7,0.492,0.49,0.9,1.3,0.692,1.2,2.7,3.8,0.4,0.4,0.1,1.0,2.2,4.5
