Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,8,1395,DEN,Denver Nuggets,Bobby Jackson,"March 13, 1973",24.0,NBA,PG,68.0,53.0,30.0,4.6,11.6,0.39,0.3,1.2,0.26,4.3,10.4,0.41,0.4,2.2,2.7,0.81,1.1,3.3,4.4,4.7,1.5,0.2,2.7,2.4,11.6
1999,18,1395,MIN,Minnesota Timberwolves,Bobby Jackson,"March 13, 1973",25.0,NBA,PG,50.0,12.0,18.8,2.8,7.0,0.4,0.2,0.5,0.37,2.6,6.4,0.41,0.42,1.2,1.6,0.77,0.9,1.8,2.7,3.3,0.8,0.1,1.5,1.5,7.1
2001,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",27.0,NBA,PG,79.0,7.0,20.9,2.9,6.7,0.44,0.5,1.3,0.38,2.4,5.3,0.46,0.48,0.8,1.1,0.74,0.9,2.2,3.1,2.0,1.1,0.1,1.3,1.8,7.2
2002,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",28.0,NBA,PG,81.0,3.0,21.6,4.1,9.3,0.44,1.0,2.7,0.36,3.1,6.6,0.48,0.5,1.8,2.3,0.81,1.0,2.1,3.1,2.0,0.9,0.1,1.1,1.8,11.1
2003,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",29.0,NBA,PG,59.0,26.0,28.4,5.8,12.4,0.46,1.5,4.0,0.38,4.3,8.4,0.5,0.52,2.1,2.5,0.85,1.0,2.7,3.7,3.1,1.2,0.1,1.8,2.1,15.2
2004,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",30.0,NBA,SG,50.0,0.0,23.7,5.3,11.8,0.44,1.6,4.4,0.37,3.6,7.5,0.49,0.51,1.6,2.2,0.75,1.1,2.4,3.5,2.1,1.0,0.2,1.3,2.1,13.8
2005,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",31.0,NBA,SG,25.0,0.0,21.4,4.4,10.2,0.43,1.3,3.8,0.34,3.0,6.4,0.48,0.49,2.0,2.3,0.86,0.9,2.5,3.4,2.4,0.6,0.1,1.1,2.3,12.0
2006,15,1395,MEM,Memphis Grizzlies,Bobby Jackson,"March 13, 1973",32.0,NBA,PG,71.0,15.0,25.0,4.0,10.5,0.38,1.8,4.7,0.39,2.2,5.9,0.38,0.47,1.5,2.1,0.73,0.6,2.5,3.1,2.7,0.9,0.0,1.4,2.2,11.4
2007,19,1395,NOK,New Orleans/Oklahoma City Hornets,Bobby Jackson,"March 13, 1973",33.0,NBA,SG,56.0,2.0,23.8,3.6,9.3,0.39,1.0,2.9,0.33,2.7,6.3,0.42,0.45,2.3,3.0,0.77,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8,10.6
2008,31,1395,TOT,Total After Trade,Bobby Jackson,"March 13, 1973",34.0,NBA,"PG,SG",72.0,5.0,19.3,2.8,7.0,0.4,1.1,3.1,0.36,1.7,3.9,0.44,0.48,0.9,1.1,0.79,0.5,2.1,2.5,1.9,0.6,0.1,0.8,1.3,7.7
2008,19,1395,NOH,New Orleans Hornets,Bobby Jackson,"March 13, 1973",34.0,NBA,SG,46.0,0.0,19.4,2.5,6.4,0.39,1.2,3.1,0.37,1.4,3.3,0.41,0.48,0.9,1.1,0.82,0.5,1.9,2.4,1.7,0.7,0.1,0.7,1.3,7.1
2008,11,1395,HOU,Houston Rockets,Bobby Jackson,"March 13, 1973",34.0,NBA,PG,26.0,5.0,19.2,3.4,8.1,0.42,1.1,3.2,0.34,2.3,4.9,0.47,0.49,0.9,1.2,0.75,0.4,2.3,2.7,2.4,0.5,0.1,1.1,1.4,8.8
2009,26,1395,SAC,Sacramento Kings,Bobby Jackson,"March 13, 1973",35.0,NBA,PG,71.0,10.0,20.9,2.7,6.8,0.4,0.8,2.8,0.3,1.9,4.1,0.46,0.46,1.2,1.4,0.85,0.6,2.2,2.8,2.0,0.9,0.1,0.9,1.4,7.5
