Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2006,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,19.0,NBA,PG,30.0,0.0,145.0,23.0,52.0,0.44,2.0,9.0,0.22,21.0,43.0,0.49,0.46,8.0,13.0,0.62,3.0,16.0,19.0,10.0,5.0,0.0,13.0,13.0,56.0,0.0
2007,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,20.0,NBA,PG,61.0,0.0,688.0,93.0,211.0,0.44,12.0,37.0,0.32,81.0,174.0,0.47,0.47,64.0,92.0,0.7,17.0,53.0,70.0,110.0,22.0,1.0,46.0,42.0,262.0,0.0
2008,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,21.0,NBA,PG,80.0,0.0,1862.0,319.0,752.0,0.42,55.0,153.0,0.36,264.0,599.0,0.44,0.46,227.0,290.0,0.78,41.0,126.0,167.0,253.0,81.0,13.0,125.0,130.0,920.0,0.0
2009,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,22.0,NBA,SG,81.0,0.0,1919.0,336.0,844.0,0.4,63.0,220.0,0.29,273.0,624.0,0.44,0.44,304.0,385.0,0.79,36.0,129.0,165.0,242.0,85.0,14.0,151.0,128.0,1039.0,0.0
2010,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,23.0,NBA,PG,64.0,38.0,1912.0,318.0,677.0,0.47,70.0,206.0,0.34,248.0,471.0,0.53,0.52,192.0,233.0,0.82,25.0,162.0,187.0,268.0,80.0,15.0,106.0,110.0,898.0,0.0
2011,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,24.0,NBA,SG,75.0,0.0,1747.0,323.0,795.0,0.41,88.0,253.0,0.35,235.0,542.0,0.43,0.46,293.0,356.0,0.82,32.0,117.0,149.0,252.0,47.0,17.0,102.0,128.0,1027.0,0.0
2012,23,3166,PHI,Philadelphia 76Ers,Lou Williams,1986-10-27,25.0,NBA,PG,64.0,0.0,1682.0,318.0,782.0,0.41,83.0,229.0,0.36,235.0,553.0,0.42,0.46,237.0,292.0,0.81,30.0,125.0,155.0,221.0,53.0,18.0,71.0,90.0,956.0,0.0
2013,1,3166,ATL,Atlanta Hawks,Lou Williams,1986-10-27,26.0,NBA,SG,39.0,9.0,1119.0,187.0,443.0,0.42,72.0,196.0,0.37,115.0,247.0,0.47,0.5,105.0,121.0,0.87,8.0,72.0,80.0,139.0,44.0,10.0,74.0,55.0,551.0,0.0
2014,1,3166,ATL,Atlanta Hawks,Lou Williams,1986-10-27,27.0,NBA,PG,60.0,7.0,1445.0,197.0,493.0,0.4,79.0,231.0,0.34,118.0,262.0,0.45,0.48,152.0,179.0,0.85,10.0,114.0,124.0,210.0,45.0,4.0,92.0,65.0,625.0,0.0
2015,28,3166,TOR,Toronto Raptors,Lou Williams,1986-10-27,28.0,NBA,SG,80.0,0.0,2016.0,375.0,928.0,0.4,152.0,447.0,0.34,223.0,481.0,0.46,0.49,340.0,395.0,0.86,24.0,127.0,151.0,164.0,88.0,10.0,101.0,103.0,1242.0,0.0
2016,14,3166,LAL,Los Angeles Lakers,Lou Williams,1986-10-27,29.0,NBA,SG,67.0,35.0,1907.0,283.0,693.0,0.41,110.0,320.0,0.34,173.0,373.0,0.46,0.49,352.0,424.0,0.83,31.0,138.0,169.0,167.0,62.0,19.0,107.0,107.0,1028.0,0.0
2017,31,3166,TOT,Total After Trade,Lou Williams,1986-10-27,30.0,NBA,SG,81.0,1.0,1994.0,428.0,998.0,0.43,163.0,446.0,0.36,265.0,552.0,0.48,0.51,402.0,457.0,0.88,26.0,176.0,202.0,239.0,80.0,20.0,160.0,92.0,1421.0,0.0
2017,14,3166,LAL,Los Angeles Lakers,Lou Williams,1986-10-27,30.0,NBA,SG,58.0,1.0,1403.0,326.0,734.0,0.44,122.0,317.0,0.38,204.0,417.0,0.49,0.53,304.0,344.0,0.88,14.0,118.0,132.0,183.0,65.0,11.0,120.0,67.0,1078.0,0.0
2017,11,3166,HOU,Houston Rockets,Lou Williams,1986-10-27,30.0,NBA,SG,23.0,0.0,591.0,102.0,264.0,0.39,41.0,129.0,0.32,61.0,135.0,0.45,0.46,98.0,113.0,0.87,12.0,58.0,70.0,56.0,15.0,9.0,40.0,25.0,343.0,0.0
2018,13,3166,LAC,Los Angeles Clippers,Lou Williams,1986-10-27,31.0,NBA,SG,79.0,19.0,2589.0,582.0,1337.0,0.44,186.0,518.0,0.36,396.0,819.0,0.48,0.5,432.0,491.0,0.88,40.0,158.0,198.0,417.0,85.0,19.0,234.0,106.0,1782.0,0.0
2019,13,3166,LAC,Los Angeles Clippers,Lou Williams,1986-10-27,32.0,NBA,SG,75.0,1.0,1993.0,484.0,1138.0,0.42,105.0,291.0,0.36,379.0,847.0,0.45,0.47,425.0,485.0,0.88,40.0,182.0,222.0,402.0,57.0,11.0,181.0,80.0,1498.0,1.0
2020,13,3166,LAC,Los Angeles Clippers,Lou Williams,1986-10-27,33.0,NBA,PG,65.0,8.0,1864.0,391.0,936.0,0.42,111.0,315.0,0.35,280.0,621.0,0.45,0.48,292.0,339.0,0.86,31.0,170.0,201.0,365.0,43.0,12.0,182.0,80.0,1185.0,0.0
2021,13,3166,LAC,Los Angeles Clippers,Lou Williams,1986-10-27,34.0,NBA,PG,42.0,3.0,918.0,181.0,430.0,0.42,45.0,119.0,0.38,136.0,311.0,0.44,0.47,103.0,119.0,0.87,15.0,73.0,88.0,144.0,39.0,4.0,66.0,42.0,510.0,0.0
