Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,10,2902,GSW,Golden State Warriors,Juan Toscano-Anderson,"April 10, 1993",26.0,NBA,SG,13,6,272,3.8,8.3,0.46,1.1,3.0,0.35,2.8,5.3,0.52,0.4,0.7,0.6,1.2,5.7,6.9,3.4,1.7,0.7,2.1,4.0,9.1
2021,10,2902,GSW,Golden State Warriors,Juan Toscano-Anderson,"April 10, 1993",27.0,NBA,SG,18,12,389,4.3,7.7,0.55,1.2,2.8,0.43,3.1,4.9,0.62,0.9,1.3,0.71,1.2,6.5,7.7,4.0,0.8,1.0,1.7,3.8,10.6
