Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2002,16,1429,MIA,Miami Heat,26.0,NBA,PG,15.0,119.0,9.4,0.46,0.49,0.16,2.0,11.7,6.9,27.7,2.8,0.6,22.0,23.7,-0.2,0.2,0.0,0.0,-3.6,1.1,-2.6,0.0
2003,16,1429,MIA,Miami Heat,27.0,NBA,PG,78.0,1722.0,11.8,0.47,0.39,0.24,1.7,8.5,5.0,25.9,2.0,0.2,14.3,20.6,0.2,1.6,1.8,0.05,-1.6,0.1,-1.6,0.2
2004,31,1429,TOT,Total After Trade,28.0,NBA,PG,81.0,2196.0,14.4,0.53,0.43,0.19,1.5,10.6,6.1,26.1,2.3,0.1,14.8,17.4,3.0,2.2,5.2,0.11,0.0,0.2,0.2,1.2
2004,2,1429,BOS,Boston Celtics,28.0,NBA,PG,55.0,1684.0,14.4,0.53,0.44,0.19,1.4,10.4,6.0,24.4,2.1,0.1,13.1,17.1,2.6,1.2,3.8,0.11,0.4,-0.1,0.3,1.0
2004,9,1429,DET,Detroit Pistons,28.0,NBA,PG,26.0,512.0,14.3,0.51,0.37,0.22,1.8,11.1,6.6,32.0,2.8,0.1,20.3,18.4,0.4,1.0,1.4,0.13,-1.3,1.3,0.0,0.3
2005,31,1429,TOT,Total After Trade,29.0,NBA,PG,74.0,1859.0,16.6,0.53,0.34,0.19,2.2,10.8,6.6,25.2,1.9,0.2,11.5,22.8,2.8,1.5,4.3,0.11,1.8,-0.1,1.7,1.8
2005,17,1429,MIL,Milwaukee Bucks,29.0,NBA,PG,47.0,1167.0,16.0,0.54,0.33,0.2,2.3,10.0,6.1,27.6,1.8,0.3,13.8,22.6,1.5,0.5,2.0,0.08,1.8,-0.6,1.1,0.9
2005,11,1429,HOU,Houston Rockets,29.0,NBA,PG,27.0,692.0,17.4,0.53,0.37,0.19,2.1,12.2,7.2,21.1,2.0,0.2,7.6,23.2,1.2,1.0,2.2,0.16,1.8,0.8,2.7,0.8
2006,28,1429,TOR,Toronto Raptors,30.0,NBA,PG,79.0,2925.0,19.8,0.58,0.31,0.28,1.8,9.5,5.5,28.2,1.3,0.1,13.0,25.0,7.7,-0.1,7.6,0.12,4.0,-2.2,1.8,2.9
2007,18,1429,MIN,Minnesota Timberwolves,31.0,NBA,PG,82.0,2069.0,13.3,0.53,0.31,0.26,1.5,7.8,4.7,23.7,1.4,0.3,14.1,20.5,1.8,1.1,2.8,0.06,-0.6,-1.0,-1.6,0.2
2008,31,1429,TOT,Total After Trade,32.0,NBA,PG,54.0,720.0,8.6,0.44,0.33,0.17,2.2,8.7,5.5,13.4,1.6,0.2,10.4,22.1,-0.5,0.9,0.3,0.02,-3.4,-0.4,-3.8,-0.3
2008,11,1429,HOU,Houston Rockets,32.0,NBA,PG,33.0,537.0,9.6,0.44,0.33,0.19,2.3,8.5,5.5,16.4,1.7,0.3,10.6,23.3,-0.3,0.7,0.4,0.04,-3.0,0.1,-2.9,-0.1
2008,19,1429,NOH,New Orleans Hornets,32.0,NBA,PG,21.0,183.0,5.7,0.43,0.36,0.09,1.9,9.2,5.4,4.8,1.2,0.0,9.5,18.7,-0.2,0.1,-0.1,-0.02,-4.7,-1.6,-6.3,-0.2
2009,31,1429,TOT,Total After Trade,33.0,NBA,PG,61.0,1649.0,9.7,0.48,0.36,0.16,1.7,7.9,4.7,19.1,1.4,0.3,14.6,17.8,-0.2,0.0,-0.1,-0.0,-2.1,-1.9,-3.9,-0.8
2009,19,1429,NOH,New Orleans Hornets,33.0,NBA,PG,8.0,74.0,5.8,0.39,0.16,0.08,1.6,9.8,5.7,17.2,1.5,0.0,10.4,18.8,-0.1,0.1,0.0,-0.03,-5.2,-0.8,-6.0,-0.1
2009,30,1429,WAS,Washington Wizards,33.0,NBA,PG,53.0,1575.0,9.9,0.49,0.37,0.16,1.7,7.8,4.7,19.2,1.4,0.3,14.8,17.8,-0.1,0.0,-0.1,-0.0,-1.9,-1.9,-3.8,-0.7
2010,30,1429,WAS,Washington Wizards,34.0,NBA,PG,4.0,46.0,5.5,0.38,0.3,0.4,2.5,5.1,3.8,17.3,3.4,0.0,17.5,28.1,-0.2,0.0,-0.1,-0.14,-4.2,-0.6,-4.8,0.0
2012,5,1429,CHI,Chicago Bulls,36.0,NBA,PG,11.0,120.0,13.7,0.5,0.2,0.16,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,0.1,0.2,0.3,0.11,-0.8,0.4,-0.4,0.0
2013,7,1429,DAL,Dallas Mavericks,37.0,NBA,PG,45.0,862.0,9.5,0.48,0.46,0.11,1.2,8.0,4.7,23.7,1.5,0.3,16.2,17.9,0.0,0.5,0.4,0.02,-2.5,-1.0,-3.5,-0.3
2014,5,1429,CHI,Chicago Bulls,38.0,NBA,PG,11.0,77.0,1.5,0.25,0.24,0.1,0.0,10.2,5.2,34.1,1.4,0.0,18.6,16.1,-0.2,0.1,-0.1,-0.07,-8.9,-1.3,-10.2,-0.1
