Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1988,21,1941,SEA,Seattle Supersonics,21.0,NBA,SF,82.0,4.0,1706.0,255.0,519.0,0.49,11.0,30.0,0.37,244.0,489.0,0.5,0.5,173.0,224.0,0.77,115.0,213.0,328.0,107.0,70.0,63.0,108.0,237.0,694.0,,0.0
1989,21,1941,SEA,Seattle Supersonics,22.0,NBA,SF,82.0,82.0,2804.0,487.0,970.0,0.5,30.0,89.0,0.34,457.0,881.0,0.52,0.52,301.0,375.0,0.8,167.0,297.0,464.0,219.0,105.0,70.0,188.0,264.0,1305.0,,0.0
1990,21,1941,SEA,Seattle Supersonics,23.0,NBA,SF,80.0,80.0,2748.0,468.0,949.0,0.49,3.0,23.0,0.13,465.0,926.0,0.5,0.5,315.0,403.0,0.78,170.0,319.0,489.0,187.0,87.0,81.0,192.0,247.0,1254.0,,0.0
1991,21,1941,SEA,Seattle Supersonics,24.0,NBA,SF,73.0,55.0,2503.0,438.0,847.0,0.52,4.0,19.0,0.21,434.0,828.0,0.52,0.52,235.0,278.0,0.84,172.0,251.0,423.0,169.0,91.0,56.0,158.0,220.0,1115.0,,0.0
1992,21,1941,SEA,Seattle Supersonics,25.0,NBA,SF,52.0,44.0,1757.0,285.0,604.0,0.47,19.0,50.0,0.38,266.0,554.0,0.48,0.49,188.0,222.0,0.85,95.0,173.0,268.0,120.0,61.0,47.0,114.0,142.0,777.0,,0.0
1993,21,1941,SEA,Seattle Supersonics,26.0,NBA,SF,77.0,68.0,2439.0,387.0,780.0,0.5,40.0,112.0,0.36,347.0,668.0,0.52,0.52,220.0,297.0,0.74,121.0,206.0,327.0,197.0,105.0,58.0,152.0,208.0,1034.0,,0.0
1994,12,1941,IND,Indiana Pacers,27.0,NBA,SF,76.0,76.0,2613.0,355.0,710.0,0.5,9.0,31.0,0.29,346.0,679.0,0.51,0.51,192.0,254.0,0.76,129.0,273.0,402.0,327.0,111.0,49.0,228.0,248.0,911.0,,0.0
1995,12,1941,IND,Indiana Pacers,28.0,NBA,SF,81.0,81.0,2805.0,411.0,833.0,0.49,32.0,89.0,0.36,379.0,744.0,0.51,0.51,221.0,297.0,0.74,125.0,269.0,394.0,276.0,125.0,49.0,168.0,260.0,1075.0,,0.0
1996,12,1941,IND,Indiana Pacers,29.0,NBA,SF,75.0,75.0,2440.0,346.0,712.0,0.49,17.0,68.0,0.25,329.0,644.0,0.51,0.5,170.0,221.0,0.77,123.0,238.0,361.0,262.0,83.0,44.0,143.0,246.0,879.0,,1.0
1997,12,1941,IND,Indiana Pacers,30.0,NBA,SF,50.0,49.0,1449.0,148.0,379.0,0.39,15.0,58.0,0.26,133.0,321.0,0.41,0.41,89.0,123.0,0.72,80.0,161.0,241.0,135.0,47.0,30.0,83.0,141.0,400.0,,0.0
1998,12,1941,IND,Indiana Pacers,31.0,NBA,SF,57.0,4.0,1316.0,150.0,327.0,0.46,4.0,17.0,0.24,146.0,310.0,0.47,0.46,55.0,77.0,0.71,74.0,137.0,211.0,88.0,57.0,30.0,79.0,156.0,359.0,,0.0
1999,12,1941,IND,Indiana Pacers,32.0,NBA,SF,13.0,0.0,244.0,23.0,52.0,0.44,0.0,1.0,0.0,23.0,51.0,0.45,0.44,14.0,17.0,0.82,18.0,23.0,41.0,13.0,12.0,4.0,12.0,24.0,60.0,,0.0
2001,12,1941,IND,Indiana Pacers,34.0,NBA,SF,66.0,20.0,987.0,60.0,136.0,0.44,4.0,20.0,0.2,56.0,116.0,0.48,0.46,21.0,27.0,0.78,49.0,127.0,176.0,74.0,48.0,13.0,47.0,136.0,145.0,,0.0
2002,23,1941,PHI,Philadelphia 76Ers,35.0,NBA,SF,41.0,1.0,784.0,52.0,122.0,0.43,5.0,12.0,0.42,47.0,110.0,0.43,0.45,10.0,14.0,0.71,48.0,79.0,127.0,45.0,41.0,4.0,22.0,90.0,119.0,,0.0
