Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,9.0,1405,DET,Detroit Pistons,Jermaine Jackson,1976-06-07,23.0,NBA,SG,7,0,10.4,0.1,1.6,0.091,0.0,0.1,0.0,0.1,1.4,0.1,0.091,0.7,1.1,0.625,0.1,1.4,1.6,0.6,0.4,0.0,1.0,1.0,1.0
2002,28.0,1405,TOR,Toronto Raptors,Jermaine Jackson,1976-06-07,25.0,NBA,SG,24,0,11.7,0.8,1.8,0.476,0.0,0.1,0.5,0.8,1.7,0.475,0.488,0.7,1.0,0.667,0.1,1.0,1.1,2.4,0.4,0.0,0.6,1.0,2.4
2003,31.0,1405,TOT,Total After Trade,Jermaine Jackson,1976-06-07,26.0,NBA,SG,53,1,10.5,0.8,2.1,0.364,0.0,0.2,0.1,0.7,1.9,0.39,0.368,0.8,1.0,0.727,0.4,0.7,1.1,1.4,0.4,0.1,0.6,1.0,2.3
2003,28.0,1405,TOR,Toronto Raptors,Jermaine Jackson,1976-06-07,26.0,NBA,SG,24,1,11.9,0.9,2.8,0.309,0.0,0.4,0.111,0.8,2.5,0.339,0.316,1.0,1.1,0.852,0.4,0.6,1.0,1.6,0.4,0.1,0.8,1.0,2.8
2003,1.0,1405,ATL,Atlanta Hawks,Jermaine Jackson,1976-06-07,26.0,NBA,SG,29,0,9.4,0.7,1.4,0.452,0.0,0.0,0.0,0.7,1.4,0.463,0.452,0.6,1.0,0.607,0.3,0.8,1.1,1.2,0.3,0.1,0.5,0.9,1.9
2005,20.0,1405,NYK,New York Knicks,Jermaine Jackson,1976-06-07,28.0,NBA,SG,21,0,11.0,0.8,1.6,0.515,0.0,0.1,0.0,0.8,1.5,0.548,0.515,0.4,0.6,0.615,0.1,1.0,1.1,1.1,0.3,0.0,0.5,1.2,2.0
2006,17.0,1405,MIL,Milwaukee Bucks,Jermaine Jackson,1976-06-07,29.0,NBA,PG,30,2,6.7,0.4,0.9,0.423,0.0,0.1,0.25,0.3,0.7,0.455,0.442,0.4,0.5,0.857,0.3,0.6,0.9,0.8,0.1,0.0,0.4,0.6,1.2
