OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2000,27,SAS,82,19855,2884,6781,0.42,355,1036,0.34,2529,5745,0.44,1276,1726,0.74,986,2410,3396,1667,645,429,1181,1893,7399
2000,20,NYK,82,19830,2711,6398,0.42,404,1197,0.34,2307,5201,0.44,1609,2153,0.75,927,2441,3368,1609,603,354,1161,1799,7435
2000,25,POR,82,19780,2825,6557,0.43,394,1195,0.33,2431,5362,0.45,1422,1985,0.72,978,2220,3198,1705,652,350,1186,1872,7466
2000,16,MIA,82,19830,2782,6595,0.42,408,1130,0.36,2374,5465,0.43,1512,2022,0.75,974,2341,3315,1582,621,364,1150,1795,7484
2000,29,UTA,82,19755,2781,6240,0.45,388,1097,0.35,2393,5143,0.46,1598,2141,0.75,887,2236,3123,1620,588,411,1270,2023,7548
2000,14,LAL,82,19805,2838,6824,0.42,372,1142,0.33,2466,5682,0.43,1518,2045,0.74,1007,2531,3538,1597,627,345,1196,2099,7566
2000,23,PHI,82,19830,2867,6595,0.44,417,1172,0.36,2450,5423,0.45,1510,2001,0.76,1065,2501,3566,1828,631,531,1444,1977,7661
2000,24,PHO,82,19805,2825,6665,0.42,403,1146,0.35,2422,5519,0.44,1630,2205,0.74,1071,2465,3536,1700,733,427,1422,1794,7683
2000,5,CHI,82,19805,2916,6396,0.46,358,1049,0.34,2558,5347,0.48,1533,2070,0.74,1000,2416,3416,1902,853,461,1244,1966,7723
2000,4,CHO,82,19780,3048,6811,0.45,410,1086,0.38,2638,5725,0.46,1347,1807,0.74,966,2550,3516,1903,604,421,1297,2076,7853
2000,18,MIN,82,19905,2924,6576,0.44,380,1066,0.36,2544,5510,0.46,1644,2185,0.75,916,2440,3356,1737,591,344,1232,1685,7872
2000,12,IND,82,19730,3113,6982,0.45,329,1006,0.33,2784,5976,0.47,1374,1821,0.76,1040,2545,3585,1735,610,323,1126,1910,7929
2000,28,TOR,82,19755,3002,6615,0.45,346,1021,0.34,2656,5594,0.48,1631,2136,0.76,961,2552,3513,1790,557,434,1250,1874,7981
2000,21,SEA,82,19780,3132,6941,0.45,440,1293,0.34,2692,5648,0.48,1343,1795,0.75,1084,2611,3695,1939,590,433,1258,1839,8047
2000,3,NJN,82,19830,3125,6741,0.46,368,1013,0.36,2757,5728,0.48,1503,2012,0.75,1129,2657,3786,1866,568,469,1366,1869,8121
2000,22,ORL,82,19755,3076,6919,0.44,431,1277,0.34,2645,5642,0.47,1567,2104,0.74,1094,2473,3567,1991,724,475,1488,2008,8150
2000,15,VAN,82,19855,3136,6613,0.47,361,1083,0.33,2775,5530,0.5,1530,1989,0.77,970,2336,3306,1932,725,519,1234,1912,8163
2000,1,ALT,82,19830,3211,7060,0.46,373,1015,0.37,2838,6045,0.47,1381,1796,0.77,1052,2474,3526,1886,655,404,1001,1830,8176
2000,30,WAS,82,19805,3005,6547,0.46,390,1052,0.37,2615,5495,0.48,1790,2405,0.74,962,2418,3380,1793,686,503,1225,1967,8190
2000,2,BOS,82,19730,2960,6304,0.47,359,995,0.36,2601,5309,0.49,1929,2563,0.75,857,2534,3391,1798,638,473,1395,1928,8208
2000,11,HOU,82,19830,3226,7074,0.46,350,990,0.35,2876,6084,0.47,1425,1829,0.78,1027,2451,3478,1863,735,433,1126,1833,8227
2000,6,CLE,82,19855,2983,6736,0.44,420,1229,0.34,2563,5507,0.46,1851,2385,0.78,1013,2586,3599,1942,659,500,1389,2058,8237
2000,17,MIL,82,19855,3033,6644,0.46,531,1357,0.39,2502,5287,0.47,1685,2241,0.75,1037,2368,3405,1987,637,340,1303,1870,8282
2000,8,DEN,82,19855,3129,6953,0.45,399,1126,0.35,2730,5827,0.47,1632,2174,0.75,1027,2606,3633,2003,616,462,1179,1937,8289
2000,7,DAL,82,19730,3225,7053,0.46,429,1244,0.34,2796,5809,0.48,1484,2005,0.74,1251,2719,3970,1901,604,416,1318,1814,8363
2000,9,DET,82,19830,3119,6706,0.46,458,1234,0.37,2661,5472,0.49,1669,2237,0.75,973,2504,3477,1893,652,396,1400,2219,8365
2000,26,SAC,82,19805,3269,7239,0.45,396,1123,0.35,2873,6116,0.47,1434,1910,0.75,1143,2761,3904,1950,753,404,1437,1943,8368
2000,13,LAC,82,19705,3281,6879,0.48,417,1077,0.39,2864,5802,0.49,1512,2041,0.74,1038,2699,3737,1975,621,377,1172,1731,8491
2000,10,GSW,82,19755,3165,6776,0.47,427,1163,0.37,2738,5613,0.49,1755,2328,0.75,1091,2691,3782,2036,690,495,1338,1887,8512
