PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Fat Lever,26,3,3,99,8.5,22.3,0.38,0.9,3.6,0.25,7.6,18.8,0.405,2.7,4.0,0.667,2.2,5.8,8.0,9.8,3.1,0.0,0.9,3.1,20.5,,104,122
Blair Rasmussen,24,3,3,92,10.6,21.6,0.489,0.0,0.0,,10.6,21.6,0.489,2.4,4.8,0.5,3.8,7.2,11.1,3.4,1.0,1.0,2.4,5.8,23.5,,101,125
Alex English,33,3,3,76,14.5,28.5,0.51,0.0,0.0,,14.5,28.5,0.51,3.5,4.1,0.857,5.8,2.3,8.1,5.8,0.0,0.0,4.7,5.2,32.6,,104,131
Bill Hanzlik,29,3,2,76,4.7,14.5,0.32,0.0,1.2,0.0,4.7,13.4,0.348,5.2,8.7,0.6,0.0,3.5,3.5,4.1,2.3,0.0,1.7,3.5,14.5,,86,125
Danny Schayes,27,3,0,75,7.1,10.0,0.706,0.0,0.0,,7.1,10.0,0.706,3.5,5.3,0.667,3.5,6.5,10.0,1.2,0.6,1.2,1.8,5.9,17.7,,130,126
Darrell Walker,25,3,3,68,7.2,22.1,0.324,0.0,0.0,,7.2,22.1,0.324,2.6,4.6,0.5710000000000001,2.0,4.6,6.5,3.3,1.3,0.0,2.6,2.6,16.9,,76,127
Mike Evans,31,3,0,57,5.4,14.7,0.368,1.6,5.4,0.28600000000000003,3.9,9.3,0.41700000000000004,1.6,1.6,1.0,1.6,3.9,5.4,6.2,2.3,0.0,2.3,4.7,14.0,,96,125
Maurice Martin,22,3,0,54,9.8,23.7,0.414,0.0,0.8,0.0,9.8,22.9,0.429,5.7,9.8,0.583,3.3,4.1,7.4,8.2,0.0,0.8,4.1,9.8,25.4,,94,129
Mark Alarie,23,3,0,41,9.7,16.2,0.6,0.0,0.0,,9.7,16.2,0.6,2.2,2.2,1.0,0.0,5.4,5.4,1.1,2.2,2.2,4.3,9.7,21.6,,97,122
Wayne Cooper,30,3,1,41,5.4,12.9,0.41700000000000004,0.0,0.0,,5.4,12.9,0.41700000000000004,2.2,2.2,1.0,6.5,11.9,18.3,2.2,0.0,1.1,1.1,9.7,12.9,,110,124
T.R. Dunn,31,3,0,22,2.0,8.0,0.25,0.0,0.0,,2.0,8.0,0.25,0.0,0.0,,2.0,4.0,6.0,4.0,2.0,2.0,2.0,6.0,4.0,,67,124
Otis Smith,23,3,0,19,4.7,14.0,0.33299999999999996,0.0,0.0,,4.7,14.0,0.33299999999999996,14.0,20.9,0.667,2.3,9.3,11.6,9.3,0.0,4.7,9.3,2.3,23.3,,86,122
