PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Charles Barkley,23,5,5,210,10.0,17.4,0.573,0.2,1.9,0.125,9.7,15.5,0.627,8.3,10.4,0.8,6.3,8.3,14.6,2.8,0.9,1.9,5.1,4.9,28.5,,119.0,112
Maurice Cheeks,30,5,5,210,8.1,15.3,0.53,0.0,0.2,0.0,8.1,15.1,0.5379999999999999,4.2,4.9,0.857,0.2,2.8,3.0,10.2,2.1,0.9,2.8,3.2,20.4,,122.0,115
Julius Erving,36,5,5,180,9.2,22.2,0.415,0.5,1.6,0.33299999999999996,8.7,20.5,0.42100000000000004,5.7,6.8,0.84,3.8,3.0,6.8,4.6,1.9,1.6,2.4,5.1,24.6,,111.0,114
Roy Hinson,25,5,0,159,9.5,15.9,0.596,0.0,0.0,,9.5,15.9,0.596,7.3,11.6,0.632,1.8,5.2,7.0,0.9,1.2,3.1,0.6,5.5,26.3,,134.0,113
Cliff Robinson,26,5,5,138,10.6,21.5,0.49200000000000005,0.0,0.0,,10.6,21.5,0.49200000000000005,4.6,5.3,0.867,3.5,11.6,15.2,2.1,1.1,2.5,2.8,5.3,25.7,,111.0,109
Tim McCormick,24,5,5,121,4.8,9.7,0.5,0.0,0.0,,4.8,9.7,0.5,1.6,1.6,1.0,2.8,9.7,12.5,2.4,0.4,0.8,2.8,7.6,11.3,,102.0,113
Andrew Toney,29,5,0,104,6.1,15.9,0.382,0.0,1.4,0.0,6.1,14.5,0.419,0.9,0.9,1.0,0.9,3.3,4.2,12.6,0.9,0.9,7.5,7.5,13.1,,80.0,117
David Wingate,23,5,0,90,8.1,20.0,0.405,1.1,1.1,1.0,7.0,18.9,0.371,4.9,7.6,0.643,2.7,3.8,6.5,4.9,2.7,0.5,4.9,5.9,22.2,,95.0,113
Steve Colter,24,2,0,8,6.1,12.2,0.5,0.0,0.0,,6.1,12.2,0.5,0.0,0.0,,0.0,0.0,0.0,12.2,0.0,0.0,0.0,6.1,12.2,,136.0,122
Danny Vranes,28,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,48.7,48.7,0.0,0.0,0.0,0.0,16.2,0.0,,,86
Mark McNamara,27,1,0,2,24.3,24.3,1.0,0.0,0.0,,24.3,24.3,1.0,0.0,0.0,,0.0,24.3,24.3,0.0,0.0,0.0,0.0,0.0,48.7,,200.0,104
