PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Karl Malone,23,5,5,200,9.3,22.0,0.42,0.0,0.0,,9.3,22.0,0.42,6.5,9.0,0.722,3.8,8.3,12.0,1.5,2.8,1.0,4.3,5.0,25.0,,97,104
Mark Eaton,30,5,5,193,4.9,10.6,0.46299999999999997,0.0,0.0,,4.9,10.6,0.46299999999999997,4.1,6.5,0.64,4.1,10.1,14.3,0.8,0.3,5.4,1.0,4.7,14.0,,116,104
John Stockton,24,5,2,157,5.7,9.2,0.621,1.3,1.6,0.8,4.5,7.6,0.583,3.2,4.1,0.769,0.6,2.9,3.5,12.7,4.8,0.3,3.5,5.7,15.9,,130,104
Thurl Bailey,25,5,0,151,9.9,20.9,0.47600000000000003,0.0,0.0,,9.9,20.9,0.47600000000000003,6.0,6.0,1.0,4.6,5.3,9.9,3.0,1.0,2.0,4.0,4.0,25.9,,110,109
Bob Hansen,26,5,5,142,7.4,17.3,0.429,0.7,1.8,0.4,6.7,15.5,0.43200000000000005,6.0,7.0,0.85,1.1,4.2,5.3,3.9,0.4,0.4,2.5,4.9,21.5,,111,112
Darrell Griffith,28,5,0,104,11.5,31.3,0.369,2.9,7.2,0.4,8.7,24.1,0.36,6.7,9.1,0.737,2.4,3.4,5.8,3.8,2.9,1.0,5.8,2.4,32.7,,93,107
Rickey Green,32,4,3,72,7.6,16.0,0.478,0.0,0.7,0.0,7.6,15.3,0.5,3.5,4.2,0.833,0.7,4.9,5.6,17.4,1.4,0.0,4.9,3.5,18.8,,111,110
Kelly Tripucka,27,5,5,70,10.0,14.3,0.7,0.0,2.1,0.0,10.0,12.2,0.8240000000000001,2.9,2.9,1.0,0.7,4.3,5.0,2.1,2.9,0.0,5.0,4.3,22.9,,110,108
Carey Scurry,24,4,0,57,8.8,19.3,0.455,0.9,1.8,0.5,7.9,17.6,0.45,2.6,6.1,0.429,6.1,6.1,12.3,0.0,3.5,4.4,1.8,8.8,21.1,,104,101
Marc Iavaroni,30,5,0,47,4.3,10.6,0.4,0.0,0.0,,4.3,10.6,0.4,2.1,3.2,0.667,8.5,5.3,13.8,4.3,0.0,3.2,6.4,7.5,10.6,,85,110
Dell Curry,22,2,0,4,0.0,37.5,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,,0,116
Kent Benson,32,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,,0,117
