Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,,1136,WSB,None,23.0,NBA,PF,81.0,2795.0,14.6,0.47,0.12,0.25,8.7,23.1,15.7,16.6,2.4,0.8,15.5,22.6,-1.6,3.2,1.6,0.03,-0.8,-0.1,-0.9,0.8
1994,,1136,WSB,None,24.0,NBA,PF,78.0,2795.0,17.9,0.51,0.13,0.27,7.8,23.0,15.2,16.0,3.1,1.1,16.0,23.7,1.1,2.7,3.8,0.07,1.1,0.3,1.4,2.4
1995,31.0,1136,TOT,Total After Trade,25.0,NBA,"PF,SF",77.0,2568.0,15.2,0.52,0.22,0.3,7.3,18.5,12.9,18.0,2.6,1.7,16.6,19.4,0.8,2.7,3.5,0.06,0.5,1.0,1.5,2.2
1995,,1136,WSB,None,25.0,NBA,PF,6.0,226.0,18.6,0.49,0.1,0.4,7.9,19.5,13.5,12.2,4.7,3.4,13.3,21.8,0.1,0.4,0.5,0.1,0.7,3.5,4.2,0.3
1995,10.0,1136,GSW,Golden State Warriors,25.0,NBA,PF,40.0,1324.0,12.2,0.5,0.23,0.24,8.3,16.6,12.4,13.6,1.9,1.2,17.5,17.0,0.0,1.0,0.9,0.03,-0.9,0.3,-0.5,0.5
1995,18.0,1136,MIN,Minnesota Timberwolves,25.0,NBA,SF,31.0,1018.0,18.4,0.54,0.25,0.34,6.0,20.6,13.4,25.0,3.1,2.1,16.5,22.1,0.8,1.3,2.1,0.1,2.2,1.4,3.6,1.4
1996,18.0,1136,MIN,Minnesota Timberwolves,26.0,NBA,PF,78.0,2835.0,16.9,0.54,0.09,0.37,7.4,21.7,14.6,14.4,2.5,2.6,16.7,21.9,1.5,3.7,5.3,0.09,0.0,1.0,1.0,2.1
1997,18.0,1136,MIN,Minnesota Timberwolves,27.0,NBA,PF,81.0,3131.0,19.0,0.53,0.07,0.42,7.1,19.3,13.3,19.3,2.2,2.1,15.6,27.5,2.6,4.2,6.7,0.1,1.2,0.5,1.7,2.9
1998,18.0,1136,MIN,Minnesota Timberwolves,28.0,NBA,SF,41.0,1582.0,20.5,0.56,0.03,0.35,7.7,17.8,12.8,17.9,2.0,1.0,12.9,23.6,3.4,1.5,5.0,0.15,3.1,0.2,3.2,2.1
1999,24.0,1136,PHO,Phoenix Suns,29.0,NBA,PF,43.0,1563.0,20.0,0.55,0.01,0.38,9.6,19.0,14.2,13.6,2.0,1.0,11.6,22.4,3.7,1.7,5.4,0.16,2.0,-0.2,1.8,1.5
2001,24.0,1136,PHO,Phoenix Suns,31.0,NBA,PF,57.0,1159.0,11.1,0.44,0.03,0.2,7.3,17.8,12.5,7.7,2.1,1.3,11.0,17.9,-0.3,2.0,1.8,0.07,-3.1,1.0,-2.1,0.0
2002,24.0,1136,PHO,Phoenix Suns,32.0,NBA,PF,44.0,1129.0,9.7,0.45,0.03,0.12,5.8,16.4,11.1,10.2,1.8,1.9,16.1,15.0,-0.4,1.4,0.9,0.04,-3.3,1.1,-2.2,-0.1
2003,24.0,1136,PHO,Phoenix Suns,33.0,NBA,PF,27.0,447.0,10.9,0.47,0.01,0.07,6.3,19.1,12.6,11.1,1.6,0.8,18.6,16.8,-0.2,0.6,0.4,0.04,-2.3,0.7,-1.6,0.0
2004,31.0,1136,TOT,Total After Trade,34.0,NBA,PF,55.0,819.0,9.1,0.37,0.02,0.14,9.5,18.2,13.8,12.4,2.0,1.2,15.3,14.2,-0.5,0.9,0.3,0.02,-2.6,0.5,-2.1,0.0
2004,24.0,1136,PHO,Phoenix Suns,34.0,NBA,PF,30.0,304.0,5.2,0.33,0.01,0.08,5.6,15.5,10.5,10.7,2.4,1.0,16.3,18.2,-0.8,0.3,-0.5,-0.08,-5.9,-0.2,-6.1,-0.3
2004,29.0,1136,UTA,Utah Jazz,34.0,NBA,PF,25.0,515.0,11.4,0.41,0.03,0.19,11.9,19.8,15.8,13.5,1.8,1.3,14.4,11.9,0.3,0.6,0.8,0.08,-0.6,0.8,0.2,0.3
2005,31.0,1136,TOT,Total After Trade,35.0,NBA,PF,47.0,966.0,9.9,0.46,0.11,0.18,6.6,16.9,11.5,11.0,2.2,1.3,18.0,14.7,-0.4,0.7,0.4,0.02,-2.9,-0.3,-3.3,-0.3
2005,2.0,1136,BOS,Boston Celtics,35.0,NBA,PF,20.0,218.0,5.7,0.33,0.0,0.16,8.2,14.7,11.5,7.7,2.1,1.4,18.5,10.0,-0.2,0.2,0.0,0.0,-4.0,0.5,-3.5,-0.1
2005,1.0,1136,ATL,Atlanta Hawks,35.0,NBA,PF,27.0,748.0,11.1,0.48,0.13,0.18,6.1,17.5,11.5,12.0,2.2,1.3,17.9,16.1,-0.2,0.5,0.3,0.02,-2.6,-0.6,-3.2,-0.2
