Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,25.0,POR,NBA,PG,38.0,10.0,622.0,4.2,12.1,0.348,1.9,5.2,0.361,2.3,6.9,0.338,3.6,5.3,0.677,1.2,3.6,4.8,8.6,2.1,0.3,4.5,4.7,13.9,,96.0,105.0
1999,26.0,NYK,NBA,PG,17.0,0.0,95.0,3.5,12.2,0.286,0.0,2.9,0.0,3.5,9.3,0.375,2.9,10.5,0.278,1.7,4.1,5.8,11.1,5.2,0.0,7.0,4.7,9.9,,65.0,94.0
2001,28.0,TOT,NBA,PG,22.0,0.0,208.0,4.6,13.7,0.333,0.5,3.6,0.143,4.1,10.2,0.4,2.0,3.8,0.533,1.3,4.1,5.3,7.9,2.0,0.3,4.3,5.3,11.7,,80.0,104.0
2001,28.0,BOS,NBA,PG,7.0,0.0,142.0,3.7,12.8,0.286,0.7,4.0,0.182,2.9,8.8,0.333,1.5,3.3,0.444,0.7,2.6,3.3,8.8,2.6,0.4,3.3,5.8,9.5,,79.0,106.0
2001,28.0,NYK,NBA,PG,15.0,0.0,66.0,6.7,15.9,0.421,0.0,2.5,0.0,6.7,13.4,0.5,3.4,5.0,0.667,2.5,7.6,10.1,5.9,0.8,0.0,6.7,4.2,16.8,,81.0,100.0
2002,29.0,POR,NBA,PG,59.0,2.0,520.0,4.6,11.7,0.398,0.6,1.1,0.545,4.0,10.5,0.382,3.0,4.2,0.707,2.4,4.6,7.0,11.8,2.6,0.2,4.9,5.3,12.9,,99.0,105.0
2003,30.0,CHI,NBA,PG,17.0,0.0,196.0,6.0,13.1,0.46,1.0,1.6,0.667,5.0,11.5,0.432,2.6,3.1,0.833,1.0,3.9,5.0,9.4,2.6,0.8,4.5,5.2,15.7,,102.0,106.0
2004,31.0,TOT,NBA,PG,40.0,0.0,412.0,5.1,13.3,0.381,1.4,2.9,0.478,3.7,10.4,0.354,3.4,3.9,0.871,1.1,3.5,4.7,10.4,3.2,0.4,4.2,5.6,14.9,,100.0,103.0
2004,31.0,TOR,NBA,PG,3.0,0.0,10.0,11.1,22.1,0.5,0.0,0.0,,11.1,22.1,0.5,0.0,0.0,,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,22.1,,119.0,110.0
2004,31.0,CHI,NBA,PG,37.0,0.0,402.0,4.9,13.1,0.376,1.4,3.0,0.478,3.5,10.1,0.346,3.5,4.0,0.871,1.2,3.6,4.8,10.4,3.2,0.4,4.3,5.7,14.8,,99.0,103.0
2005,32.0,LAC,NBA,PG,80.0,39.0,1945.0,4.6,12.2,0.376,1.3,3.6,0.369,3.3,8.6,0.378,1.6,2.0,0.77,0.6,4.5,5.2,11.4,2.3,0.2,3.5,2.9,12.1,,99.0,108.0
2006,33.0,TOT,NBA,PG,27.0,0.0,246.0,4.6,11.9,0.389,1.1,2.9,0.385,3.5,9.0,0.39,1.5,2.6,0.583,0.2,4.6,4.9,7.7,1.8,0.2,4.9,4.9,11.9,,83.0,107.0
2006,33.0,SEA,NBA,PG,4.0,0.0,31.0,8.4,13.5,0.625,0.0,1.7,0.0,8.4,11.8,0.714,0.0,0.0,,0.0,3.4,3.4,3.4,0.0,0.0,5.1,1.7,16.9,,93.0,121.0
2006,33.0,HOU,NBA,PG,23.0,0.0,215.0,4.1,11.7,0.348,1.3,3.0,0.417,2.8,8.6,0.324,1.8,3.0,0.583,0.3,4.8,5.1,8.4,2.0,0.3,4.8,5.3,11.2,,82.0,105.0
