Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,25,405,POR,Portland Trail Blazers,25.0,NBA,PG,38.0,10.0,622.0,4.2,12.1,0.35,1.9,5.2,0.36,2.3,6.9,0.34,3.6,5.3,0.68,1.2,3.6,4.8,8.6,2.1,0.3,4.5,4.7,13.9,,96.0,105.0
1999,20,405,NYK,New York Knicks,26.0,NBA,PG,17.0,0.0,95.0,3.5,12.2,0.29,0.0,2.9,0.0,3.5,9.3,0.38,2.9,10.5,0.28,1.7,4.1,5.8,11.1,5.2,0.0,7.0,4.7,9.9,,65.0,94.0
2001,31,405,TOT,Total After Trade,28.0,NBA,PG,22.0,0.0,208.0,4.6,13.7,0.33,0.5,3.6,0.14,4.1,10.2,0.4,2.0,3.8,0.53,1.3,4.1,5.3,7.9,2.0,0.3,4.3,5.3,11.7,,80.0,104.0
2001,2,405,BOS,Boston Celtics,28.0,NBA,PG,7.0,0.0,142.0,3.7,12.8,0.29,0.7,4.0,0.18,2.9,8.8,0.33,1.5,3.3,0.44,0.7,2.6,3.3,8.8,2.6,0.4,3.3,5.8,9.5,,79.0,106.0
2001,20,405,NYK,New York Knicks,28.0,NBA,PG,15.0,0.0,66.0,6.7,15.9,0.42,0.0,2.5,0.0,6.7,13.4,0.5,3.4,5.0,0.67,2.5,7.6,10.1,5.9,0.8,0.0,6.7,4.2,16.8,,81.0,100.0
2002,25,405,POR,Portland Trail Blazers,29.0,NBA,PG,59.0,2.0,520.0,4.6,11.7,0.4,0.6,1.1,0.55,4.0,10.5,0.38,3.0,4.2,0.71,2.4,4.6,7.0,11.8,2.6,0.2,4.9,5.3,12.9,,99.0,105.0
2003,5,405,CHI,Chicago Bulls,30.0,NBA,PG,17.0,0.0,196.0,6.0,13.1,0.46,1.0,1.6,0.67,5.0,11.5,0.43,2.6,3.1,0.83,1.0,3.9,5.0,9.4,2.6,0.8,4.5,5.2,15.7,,102.0,106.0
2004,31,405,TOT,Total After Trade,31.0,NBA,PG,40.0,0.0,412.0,5.1,13.3,0.38,1.4,2.9,0.48,3.7,10.4,0.35,3.4,3.9,0.87,1.1,3.5,4.7,10.4,3.2,0.4,4.2,5.6,14.9,,100.0,103.0
2004,28,405,TOR,Toronto Raptors,31.0,NBA,PG,3.0,0.0,10.0,11.1,22.1,0.5,0.0,0.0,,11.1,22.1,0.5,0.0,0.0,,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,22.1,,119.0,110.0
2004,5,405,CHI,Chicago Bulls,31.0,NBA,PG,37.0,0.0,402.0,4.9,13.1,0.38,1.4,3.0,0.48,3.5,10.1,0.35,3.5,4.0,0.87,1.2,3.6,4.8,10.4,3.2,0.4,4.3,5.7,14.8,,99.0,103.0
2005,13,405,LAC,Los Angeles Clippers,32.0,NBA,PG,80.0,39.0,1945.0,4.6,12.2,0.38,1.3,3.6,0.37,3.3,8.6,0.38,1.6,2.0,0.77,0.6,4.5,5.2,11.4,2.3,0.2,3.5,2.9,12.1,,99.0,108.0
2006,31,405,TOT,Total After Trade,33.0,NBA,PG,27.0,0.0,246.0,4.6,11.9,0.39,1.1,2.9,0.38,3.5,9.0,0.39,1.5,2.6,0.58,0.2,4.6,4.9,7.7,1.8,0.2,4.9,4.9,11.9,,83.0,107.0
2006,21,405,SEA,Seattle Supersonics,33.0,NBA,PG,4.0,0.0,31.0,8.4,13.5,0.62,0.0,1.7,0.0,8.4,11.8,0.71,0.0,0.0,,0.0,3.4,3.4,3.4,0.0,0.0,5.1,1.7,16.9,,93.0,121.0
2006,11,405,HOU,Houston Rockets,33.0,NBA,PG,23.0,0.0,215.0,4.1,11.7,0.35,1.3,3.0,0.42,2.8,8.6,0.32,1.8,3.0,0.58,0.3,4.8,5.1,8.4,2.0,0.3,4.8,5.3,11.2,,82.0,105.0
