Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
711,5.0,0.0,13.0,2.7,13.2,0.2,0.0,0.9,0,2.7,12.3,0.22,0.9,0.9,1.0,0.0,3.9,3.9,0.0,0.0,0.9,0.9,1.8,6.3
