Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2019,18,185,MIN,Minnesota Timberwolves,23.0,NBA,SF,30.0,503.0,9.6,0.49,0.37,0.2,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,,0.0,0.4,0.3,0.03,,-2.8,-0.6,-3.4,-0.2
2020,31,185,TOT,Total After Trade,24.0,NBA,"PF,SF",44.0,744.0,12.4,0.54,0.44,0.32,3.5,15.1,9.1,5.8,1.2,2.7,6.0,15.8,,0.6,0.6,1.2,0.08,,-1.0,-0.4,-1.4,0.1
2020,18,185,MIN,Minnesota Timberwolves,24.0,NBA,PF,37.0,646.0,12.5,0.54,0.46,0.32,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,,0.6,0.5,1.0,0.08,,-0.8,-0.1,-0.9,0.2
2020,8,185,DEN,Denver Nuggets,24.0,NBA,SF,7.0,98.0,12.1,0.57,0.32,0.36,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,,0.1,0.1,0.2,0.08,,-2.2,-2.7,-4.9,-0.1
2021,27,185,SAS,San Antonio Spurs,25.0,NBA,SF,2.0,2.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,0.0,0.0,0.0,-0.53,,-19.1,-11.7,-30.8,0.0
