Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,20.0,CLE,NBA,SF,22.0,1.0,156.0,12.0,35.0,0.343,4.0,19.0,0.211,8.0,16.0,0.5,0.4,9.0,10.0,0.9,0.0,16.0,16.0,6.0,3.0,1.0,11.0,22.0,37.0
2015,21.0,BRK,NBA,SG,33.0,16.0,555.0,54.0,134.0,0.403,16.0,54.0,0.296,38.0,80.0,0.475,0.463,29.0,38.0,0.763,22.0,44.0,66.0,46.0,23.0,1.0,24.0,45.0,153.0
2016,22.0,BRK,NBA,SF,40.0,5.0,399.0,30.0,74.0,0.405,11.0,37.0,0.297,19.0,37.0,0.514,0.48,26.0,28.0,0.929,8.0,50.0,58.0,35.0,6.0,2.0,22.0,27.0,97.0
