SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,25,POR,Terry Porter,29,81,2883,17.0,0.58,0.31,0.35,2.1,10.1,6.0,21.7,1.7,0.2,13.5,21.1,5.7,3.1,8.8,0.15,2.5,0.1,2.6,3.3
1993,25,POR,Clifford Robinson,26,82,2575,18.8,0.52,0.06,0.31,6.8,16.5,11.5,11.8,1.8,4.0,10.2,27.0,2.5,4.3,6.8,0.13,0.9,1.4,2.3,2.8
1993,25,POR,Buck Williams,32,82,2498,11.9,0.55,0.0,0.4,9.9,20.7,15.1,4.1,1.6,1.5,14.0,11.9,2.3,3.8,6.1,0.12,-1.8,0.8,-1.0,0.6
1993,25,POR,Rod Strickland,26,78,2474,18.0,0.54,0.04,0.47,5.1,9.9,7.4,33.0,2.6,0.6,16.8,19.7,4.1,3.3,7.4,0.14,2.1,1.1,3.3,3.3
1993,25,POR,Kevin Duckworth,28,74,1762,11.4,0.48,0.0,0.25,7.1,17.2,12.0,5.9,1.2,1.4,10.2,19.9,0.2,2.3,2.5,0.07,-3.0,-0.2,-3.3,-0.6
1993,25,POR,Mario Elie,29,82,1757,14.2,0.57,0.25,0.41,3.6,10.1,6.7,14.2,2.0,0.7,12.6,16.6,3.0,2.1,5.1,0.14,0.1,1.2,1.3,1.5
1993,25,POR,Jerome Kersey,30,65,1719,13.7,0.48,0.04,0.28,7.8,18.4,12.9,10.3,2.3,1.5,10.4,19.3,0.6,2.8,3.4,0.09,-1.4,1.2,-0.2,0.8
1993,25,POR,Clyde Drexler,30,49,1671,20.7,0.52,0.16,0.36,8.0,12.4,10.1,26.2,2.8,1.4,10.9,26.1,3.4,2.5,6.0,0.17,3.8,1.7,5.5,3.2
1993,25,POR,Mark Bryant,27,80,1396,11.2,0.55,0.0,0.4,10.0,15.5,12.7,4.1,1.3,1.0,13.0,14.7,1.5,1.8,3.2,0.11,-2.9,-0.1,-3.0,-0.3
1993,25,POR,Tracy Murray,21,48,495,11.9,0.49,0.27,0.15,8.6,9.8,9.2,3.5,0.8,0.6,10.0,25.6,0.1,0.4,0.5,0.05,-1.6,-2.3,-3.9,-0.2
1993,25,POR,Dave Johnson,22,42,356,8.1,0.45,0.09,0.4,5.4,9.5,7.4,5.3,1.1,0.2,13.8,23.4,-0.4,0.3,-0.1,-0.02,-4.5,-2.7,-7.2,-0.5
1993,25,POR,Joe Wolf,28,21,156,12.9,0.53,0.02,0.33,8.8,23.1,15.8,4.5,2.2,0.0,9.2,14.3,0.2,0.3,0.5,0.14,-2.5,0.3,-2.2,0.0
1993,25,POR,Delaney Rudd,30,15,95,1.7,0.31,0.31,0.39,4.5,5.9,5.2,23.2,0.5,0.0,20.7,23.0,-0.4,0.1,-0.3,-0.15,-7.4,-3.6,-11.0,-0.2
1993,25,POR,Reggie Smith,22,23,68,7.6,0.35,0.04,0.52,23.4,10.0,16.9,2.1,2.9,0.9,10.8,22.5,-0.1,0.1,0.0,-0.03,-7.2,-3.0,-10.2,-0.1
