PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Joe Dumars,29,77,3094,17.6,0.555,0.20600000000000002,0.273,2.2,3.2,2.6,16.4,1.3,0.1,7.8,24.5,,7.8,1.3,9.1,0.141,,2.9,-0.7,2.1,3.2
Isiah Thomas,31,79,2922,15.4,0.488,0.157,0.3,2.6,6.4,4.4,35.6,2.2,0.4,16.6,25.1,,1.4,2.3,3.7,0.061,,1.0,-0.5,0.5,1.9
Dennis Rodman,31,62,2410,13.6,0.467,0.17,0.38,16.1,36.8,26.0,5.6,1.0,1.2,17.1,10.7,,1.4,4.1,5.5,0.11,,-0.8,0.2,-0.6,0.9
Terry Mills,25,81,2183,15.5,0.506,0.034,0.237,8.5,15.7,12.0,8.5,1.0,1.5,10.7,26.0,,1.7,2.1,3.8,0.084,,-1.1,-0.7,-1.8,0.1
Bill Laimbeer,35,79,1933,14.3,0.5539999999999999,0.047,0.18100000000000002,6.0,18.5,12.0,9.7,1.2,1.3,8.7,15.1,,3.3,2.1,5.4,0.133,,-0.5,1.3,0.8,1.4
Orlando Woolridge,33,50,1477,13.4,0.512,0.016,0.297,6.0,7.2,6.6,11.8,0.9,1.1,10.2,20.7,,1.4,0.8,2.2,0.073,,-0.4,-0.6,-0.9,0.4
Olden Polynice,28,67,1299,14.6,0.494,0.002,0.331,14.8,21.1,17.8,3.4,1.2,1.0,9.9,18.0,,1.1,1.5,2.6,0.095,,-0.9,-1.4,-2.3,-0.1
Mark Aguirre,33,51,1056,13.7,0.525,0.19699999999999998,0.306,4.3,12.0,8.0,15.3,0.8,0.4,12.4,22.2,,1.1,0.7,1.8,0.08199999999999999,,0.3,-0.5,-0.2,0.5
Alvin Robertson,30,30,941,12.7,0.508,0.26899999999999996,0.233,6.8,8.9,7.8,16.0,3.6,0.6,16.9,15.1,,0.6,1.2,1.7,0.08800000000000001,,-1.6,2.7,1.1,0.7
Danny Young,30,65,836,10.4,0.519,0.40700000000000003,0.192,1.6,4.7,3.1,19.2,1.9,0.4,14.2,10.8,,0.9,0.5,1.4,0.081,,-1.5,1.0,-0.5,0.3
Gerald Glass,25,56,777,12.9,0.45299999999999996,0.099,0.106,8.2,11.8,9.9,13.4,2.0,1.5,8.4,19.7,,0.3,0.8,1.2,0.071,,-1.4,0.8,-0.6,0.3
Melvin Newbern,25,33,311,11.5,0.42700000000000005,0.071,0.531,6.5,6.7,6.6,26.5,3.8,0.2,18.7,23.6,,-0.4,0.4,0.0,0.0,,-3.5,1.0,-2.4,0.0
Mark Randall,25,35,240,12.6,0.536,0.08900000000000001,0.32899999999999996,11.9,13.5,12.7,6.3,0.9,0.5,15.0,19.0,,0.2,0.2,0.4,0.07200000000000001,,-2.0,-1.8,-3.8,-0.1
Darrell Walker,31,9,144,0.1,0.185,0.053,0.316,2.9,12.1,7.3,7.8,3.6,0.0,37.5,10.3,,-0.5,0.2,-0.3,-0.11699999999999999,,-8.6,2.5,-6.1,-0.1
Isaiah Morris,23,25,102,10.6,0.46799999999999997,0.0,0.07,6.2,6.8,6.5,6.9,1.5,0.6,12.0,28.1,,-0.1,0.1,0.0,-0.022000000000000002,,-3.7,-2.0,-5.7,-0.1
Jeff Ruland,34,11,55,5.2,0.47,0.0,0.364,17.3,19.0,18.1,4.9,1.9,0.0,32.0,14.6,,-0.1,0.1,0.0,-0.006999999999999999,,-9.2,-0.7,-9.9,-0.1
