PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Ricky Davis,28,82,2963,12.0,0.534,0.34299999999999997,0.203,2.2,12.2,7.1,16.4,1.6,0.4,15.3,20.0,,0.3,1.6,1.9,0.03,,-1.0,-1.0,-2.0,0.0
Dwyane Wade,26,51,1954,21.5,0.5489999999999999,0.08199999999999999,0.498,2.7,10.5,6.6,37.5,2.4,1.5,16.4,33.1,,1.8,1.5,3.3,0.08199999999999999,,3.1,-0.2,2.9,2.3
Jason Williams,32,67,1886,12.7,0.502,0.5,0.145,0.8,7.6,4.1,27.3,2.3,0.2,13.5,17.0,,1.0,1.1,2.1,0.052000000000000005,,-0.5,-0.4,-0.9,0.6
Udonis Haslem,27,49,1805,12.7,0.517,0.0,0.28,7.0,22.7,14.7,6.5,1.1,0.8,10.5,16.7,,1.0,1.5,2.5,0.067,,-1.8,-0.9,-2.7,-0.3
Mark Blount,32,69,1542,11.4,0.505,0.085,0.268,5.3,15.3,10.2,4.8,1.1,1.8,10.8,19.8,,-0.3,1.0,0.7,0.021,,-2.9,-1.2,-4.0,-0.8
Daequan Cook,20,59,1441,7.9,0.48,0.46299999999999997,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,,-1.0,0.6,-0.4,-0.013000000000000001,,-3.4,-1.9,-5.2,-1.2
Chris Quinn,24,60,1340,13.8,0.5589999999999999,0.426,0.263,1.0,9.7,5.3,22.5,1.8,0.2,11.7,16.6,,1.9,0.7,2.6,0.092,,-0.2,-0.3,-0.5,0.5
Dorell Wright,22,44,1104,14.4,0.537,0.038,0.235,5.1,19.0,11.9,9.4,1.4,3.0,8.2,15.1,,1.2,1.1,2.2,0.096,,-0.7,0.7,0.1,0.6
Shaquille O'Neal,35,33,945,17.7,0.5770000000000001,0.0,0.541,12.4,20.5,16.4,9.4,1.1,4.6,19.4,25.3,,0.1,1.0,1.2,0.059000000000000004,,-1.4,-0.1,-1.5,0.1
Earl Barron,26,46,889,9.4,0.446,0.04,0.266,8.9,17.9,13.3,5.8,1.1,0.7,11.6,22.0,,-1.0,0.6,-0.4,-0.019,,-5.0,-2.2,-7.2,-1.2
Shawn Marion,29,16,602,17.1,0.503,0.14800000000000002,0.201,9.8,26.1,17.8,12.1,2.7,2.0,14.0,20.8,,0.0,0.9,0.9,0.07200000000000001,,-0.5,0.2,-0.4,0.3
Alexander Johnson,24,43,549,8.9,0.5539999999999999,0.0,0.664,6.9,13.7,10.3,4.0,1.3,1.5,20.6,17.6,,-0.1,0.4,0.2,0.019,,-5.2,-1.0,-6.2,-0.6
Joel Anthony,25,24,498,8.8,0.521,0.0,0.8170000000000001,9.0,13.4,11.2,0.9,1.0,5.0,17.2,9.4,,0.1,0.4,0.6,0.054000000000000006,,-5.3,-0.3,-5.5,-0.4
Alonzo Mourning,37,25,389,16.2,0.58,0.0,0.8,10.3,18.5,14.3,3.1,0.5,8.6,16.3,18.7,,0.3,0.5,0.8,0.098,,-2.5,1.1,-1.5,0.1
Anfernee Hardaway,36,16,325,9.0,0.469,0.317,0.15,1.1,12.0,6.5,16.8,3.1,0.2,16.9,11.2,,-0.1,0.3,0.2,0.036000000000000004,,-3.4,2.3,-1.1,0.1
Kasib Powell,26,11,304,9.0,0.424,0.34700000000000003,0.095,3.1,14.4,8.7,10.0,1.6,0.5,4.8,16.2,,-0.2,0.2,0.0,0.006,,-3.1,-0.7,-3.8,-0.1
Shaquille O'Neal,25,15,303,11.7,0.488,0.0,0.451,10.1,10.8,10.5,1.6,2.3,5.8,15.0,15.6,,-0.1,0.3,0.3,0.040999999999999995,,-4.8,0.3,-4.4,-0.2
Marcus Banks,26,12,259,15.5,0.631,0.451,0.23199999999999998,0.5,11.3,5.8,25.5,1.2,1.5,18.9,20.4,,0.4,0.1,0.5,0.09300000000000001,,0.6,-0.5,0.1,0.1
Luke Jackson,26,14,228,9.1,0.43799999999999994,0.375,0.28800000000000003,3.6,13.9,8.7,12.6,1.9,0.0,9.1,20.6,,-0.2,0.2,0.0,-0.004,,-3.0,-1.0,-3.9,-0.1
Smush Parker,26,9,183,5.5,0.386,0.444,0.07400000000000001,1.3,11.3,6.2,13.3,1.5,1.3,12.5,16.5,,-0.3,0.1,-0.2,-0.06,,-4.3,-0.1,-4.3,-0.1
Blake Ahearn,23,12,177,9.0,0.495,0.596,0.544,0.7,12.4,6.4,17.2,1.8,0.0,18.5,23.2,,-0.1,0.1,0.0,-0.006,,-3.5,-1.3,-4.8,-0.1
Bobby Jones,24,6,143,11.2,0.636,0.469,0.406,6.6,13.6,10.1,5.9,0.7,0.0,15.7,14.8,,0.2,0.1,0.2,0.08,,-2.3,-1.2,-3.4,-0.1
