Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1997,20.0,VAN,NBA,PF,80.0,71.0,2802.0,550.0,1214.0,0.453,7.0,27.0,0.259,543.0,1187.0,0.457,0.456,387.0,519.0,0.746,216.0,339.0,555.0,175.0,79.0,79.0,225.0,199.0,1494.0,,1.0
1998,21.0,VAN,NBA,SF,82.0,82.0,2950.0,653.0,1347.0,0.485,21.0,51.0,0.412,632.0,1296.0,0.488,0.493,502.0,640.0,0.784,227.0,354.0,581.0,213.0,89.0,76.0,257.0,201.0,1829.0,,0.0
1999,22.0,VAN,NBA,SF,50.0,50.0,2021.0,386.0,893.0,0.432,11.0,36.0,0.306,375.0,857.0,0.438,0.438,369.0,439.0,0.841,114.0,260.0,374.0,172.0,69.0,55.0,186.0,137.0,1152.0,,0.0
2001,24.0,VAN,NBA,SF,81.0,81.0,3241.0,604.0,1280.0,0.472,12.0,64.0,0.188,592.0,1216.0,0.487,0.477,443.0,531.0,0.834,175.0,560.0,735.0,250.0,90.0,77.0,231.0,238.0,1663.0,,0.0
2002,25.0,ATL,NBA,PF,77.0,77.0,2980.0,598.0,1297.0,0.461,21.0,70.0,0.3,577.0,1227.0,0.47,0.469,419.0,523.0,0.801,198.0,498.0,696.0,239.0,98.0,81.0,250.0,214.0,1636.0,,0.0
2003,26.0,ATL,NBA,PF,81.0,81.0,3087.0,566.0,1183.0,0.478,21.0,60.0,0.35,545.0,1123.0,0.485,0.487,455.0,541.0,0.841,175.0,502.0,677.0,242.0,87.0,38.0,212.0,240.0,1608.0,,0.0
2004,27.0,TOT,NBA,PF,85.0,56.0,2684.0,501.0,1054.0,0.475,9.0,34.0,0.265,492.0,1020.0,0.482,0.48,373.0,429.0,0.869,189.0,450.0,639.0,174.0,68.0,37.0,184.0,222.0,1384.0,,0.0
2004,27.0,ATL,NBA,PF,53.0,53.0,1956.0,383.0,790.0,0.485,5.0,23.0,0.217,378.0,767.0,0.493,0.488,294.0,334.0,0.88,141.0,354.0,495.0,127.0,44.0,19.0,131.0,147.0,1065.0,,0.0
2004,27.0,POR,NBA,PF,32.0,3.0,728.0,118.0,264.0,0.447,4.0,11.0,0.364,114.0,253.0,0.451,0.455,79.0,95.0,0.832,48.0,96.0,144.0,47.0,24.0,18.0,53.0,75.0,319.0,,0.0
2005,28.0,POR,NBA,PF,54.0,49.0,1867.0,337.0,670.0,0.503,15.0,39.0,0.385,322.0,631.0,0.51,0.514,220.0,254.0,0.866,123.0,269.0,392.0,111.0,49.0,26.0,117.0,150.0,909.0,,0.0
2006,29.0,SAC,NBA,PF,72.0,30.0,1961.0,332.0,632.0,0.525,5.0,22.0,0.227,327.0,610.0,0.536,0.529,218.0,278.0,0.784,106.0,251.0,357.0,149.0,48.0,42.0,108.0,227.0,887.0,,0.0
2007,30.0,SAC,NBA,C,80.0,45.0,2015.0,310.0,654.0,0.474,3.0,20.0,0.15,307.0,634.0,0.484,0.476,170.0,234.0,0.726,122.0,276.0,398.0,109.0,53.0,40.0,116.0,243.0,793.0,,0.0
2008,31.0,SAC,NBA,PF,6.0,0.0,51.0,3.0,14.0,0.214,0.0,0.0,,3.0,14.0,0.214,0.214,4.0,4.0,1.0,6.0,4.0,10.0,4.0,1.0,0.0,1.0,9.0,10.0,,0.0
