OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2015,29,UTA,82,240.3,35.8,80.3,0.45,7.4,20.4,0.36,28.4,60.0,0.47,16.0,21.5,0.74,9.9,29.3,39.2,19.4,8.2,4.7,13.1,19.6,94.9
2015,15,MEM,82,242.7,36.0,81.5,0.44,8.1,23.0,0.35,27.9,58.5,0.48,14.9,20.1,0.74,10.5,31.9,42.4,20.1,7.4,5.2,15.3,20.3,95.1
2015,27,SAS,82,243.4,37.1,83.7,0.44,6.8,18.9,0.36,30.3,64.8,0.47,15.9,21.4,0.74,9.9,32.2,42.1,20.7,7.9,4.4,14.2,19.7,97.0
2015,12,IND,82,242.1,36.0,82.7,0.44,7.2,20.9,0.34,28.8,61.8,0.46,17.9,23.8,0.75,9.8,33.0,42.7,19.9,7.5,4.7,12.7,21.4,97.0
2015,1,ALT,82,240.6,36.5,83.1,0.44,8.8,25.8,0.34,27.7,57.4,0.48,15.4,20.1,0.76,11.6,32.1,43.6,23.5,7.4,4.9,16.1,19.6,97.1
2015,16,MIA,82,240.6,36.1,79.5,0.45,8.1,23.0,0.35,28.0,56.5,0.5,17.0,23.2,0.73,10.9,30.1,41.0,21.3,7.9,4.4,14.8,20.9,97.3
2015,4,CHO,82,242.7,36.8,83.7,0.44,7.9,22.1,0.36,28.9,61.5,0.47,15.8,20.4,0.77,8.9,35.2,44.1,22.1,6.1,5.4,12.6,20.8,97.3
2015,17,MIL,82,243.0,35.6,81.5,0.44,8.2,24.1,0.34,27.3,57.4,0.48,18.0,24.3,0.74,11.4,31.4,42.9,22.3,8.6,4.8,17.4,20.1,97.4
2015,5,CHI,82,242.4,37.7,86.7,0.44,6.6,19.6,0.34,31.2,67.1,0.46,15.7,21.0,0.75,11.7,31.7,43.4,20.2,7.5,5.4,12.2,21.2,97.8
2015,30,WAS,82,243.4,36.2,83.5,0.43,8.0,23.0,0.35,28.1,60.5,0.46,17.5,23.7,0.74,10.0,31.7,41.7,19.9,8.0,4.3,14.0,19.6,97.8
2015,19,NOP,82,241.2,37.9,83.1,0.46,6.5,19.6,0.34,31.4,63.5,0.49,16.2,21.4,0.76,10.6,30.9,41.5,20.7,6.8,5.8,12.2,18.7,98.6
2015,25,POR,82,242.1,38.2,86.9,0.44,6.4,18.9,0.34,31.8,67.9,0.47,15.8,20.9,0.76,11.0,33.6,44.6,20.4,8.0,3.6,12.2,18.7,98.6
2015,6,CLE,82,241.2,38.1,83.5,0.46,7.7,22.5,0.34,30.3,61.0,0.5,14.8,19.9,0.74,10.8,30.3,41.1,24.1,7.8,4.5,13.3,20.5,98.7
2015,9,DET,82,241.8,37.9,83.1,0.46,7.7,21.8,0.36,30.1,61.3,0.49,16.0,20.7,0.77,10.7,33.4,44.1,23.8,7.0,4.8,14.0,19.3,99.5
2015,10,GSW,82,240.6,37.0,86.4,0.43,7.2,21.4,0.34,29.7,65.0,0.46,18.7,24.5,0.76,11.7,32.8,44.5,21.0,8.3,3.6,16.2,18.8,99.9
2015,13,LAC,82,240.6,36.4,82.3,0.44,8.3,23.9,0.35,28.1,58.4,0.48,19.0,25.7,0.74,10.6,32.3,42.9,23.2,6.7,3.0,14.3,21.5,100.1
2015,11,HOU,82,241.5,37.7,85.2,0.44,7.4,22.9,0.32,30.3,62.2,0.49,17.7,23.6,0.75,11.9,32.0,43.8,21.4,8.9,5.3,16.4,21.1,100.5
2015,3,BRK,82,243.0,38.4,84.3,0.46,8.5,23.7,0.36,29.9,60.6,0.49,15.6,21.3,0.73,11.4,32.9,44.3,23.7,7.8,4.5,13.9,20.0,100.9
2015,28,TOR,82,242.1,38.0,82.8,0.46,7.7,22.3,0.35,30.3,60.5,0.5,17.2,23.5,0.73,11.2,31.2,42.5,22.8,6.9,5.0,14.4,20.3,100.9
2015,23,PHI,82,241.5,37.1,82.7,0.45,8.0,22.9,0.35,29.1,59.8,0.49,18.7,24.7,0.76,11.5,34.8,46.3,23.7,9.5,5.5,16.8,20.2,101.0
2015,2,BOS,82,242.4,38.1,84.7,0.45,7.4,22.0,0.34,30.7,62.7,0.49,17.6,23.3,0.76,10.9,33.8,44.7,21.9,7.1,5.3,15.1,18.8,101.2
2015,20,NYK,82,242.1,37.0,80.4,0.46,8.5,22.3,0.38,28.5,58.1,0.49,18.8,24.8,0.76,11.0,32.5,43.5,21.7,8.0,4.3,14.1,19.1,101.2
2015,22,ORL,82,240.9,38.0,82.0,0.46,8.3,22.6,0.37,29.6,59.4,0.5,17.2,22.9,0.75,10.1,33.4,43.5,23.4,7.7,5.4,14.5,17.9,101.4
2015,21,OKC,82,241.8,37.6,85.5,0.44,8.3,24.2,0.34,29.3,61.3,0.48,18.2,24.5,0.74,11.2,31.5,42.7,22.1,7.8,4.6,13.6,20.4,101.8
2015,7,DAL,82,242.4,38.0,84.5,0.45,9.0,24.8,0.36,29.0,59.7,0.48,17.3,22.9,0.75,12.3,33.9,46.1,22.3,7.3,3.8,16.3,22.1,102.3
2015,24,PHO,82,242.4,38.4,85.0,0.45,7.7,21.9,0.35,30.7,63.1,0.49,18.8,24.8,0.76,11.6,33.7,45.3,21.1,7.9,4.1,15.6,20.3,103.3
2015,8,DEN,82,242.4,38.6,84.3,0.46,7.7,22.2,0.35,30.9,62.0,0.5,20.1,26.9,0.75,11.0,34.1,45.1,23.1,7.5,6.1,14.4,20.7,105.0
2015,26,SAC,82,242.1,39.5,86.5,0.46,8.8,25.1,0.35,30.7,61.5,0.5,17.3,23.1,0.75,11.0,30.2,41.2,23.3,8.7,6.2,12.9,23.9,105.0
2015,14,LAL,82,243.0,38.8,83.1,0.47,8.5,23.4,0.36,30.3,59.7,0.51,19.2,25.8,0.74,10.0,34.1,44.2,24.0,7.5,4.8,13.0,19.4,105.3
2015,18,MIN,82,241.5,41.1,84.5,0.49,8.5,23.1,0.37,32.6,61.4,0.53,15.8,20.8,0.76,11.6,31.9,43.6,23.6,8.4,5.5,15.2,21.4,106.5
