TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
WAS,82,241.5,36.3,79.8,0.46,4.2,11.9,0.36,32.0,67.8,0.47,19.8,26.5,0.75,12.5,30.1,42.6,21.0,7.7,4.5,16.2,23.5,96.6
GSW,82,241.8,36.5,82.2,0.44,4.1,11.7,0.35,32.4,70.5,0.46,20.3,27.9,0.73,13.8,30.9,44.7,24.5,9.2,5.8,14.1,20.0,97.4
DAL,82,242.7,38.3,83.2,0.46,4.7,13.8,0.34,33.6,69.4,0.48,16.3,22.8,0.71,14.9,32.2,47.2,23.0,8.0,4.6,15.1,19.6,97.5
LAL,82,241.8,36.4,82.9,0.44,4.6,13.1,0.36,31.8,69.9,0.46,20.4,27.8,0.73,13.7,28.5,42.2,22.5,8.0,5.2,15.6,26.2,97.8
NJN,82,242.4,36.8,78.1,0.47,4.3,12.6,0.35,32.4,65.6,0.5,20.2,27.0,0.75,13.2,28.2,41.4,21.6,7.5,6.3,18.1,24.7,98.1
BOS,82,240.6,34.9,72.9,0.48,3.6,11.5,0.32,31.3,61.5,0.51,25.0,33.6,0.74,12.4,29.8,42.2,22.3,8.5,5.0,20.6,21.0,98.5
SAC,82,240.6,37.7,82.6,0.46,4.2,11.8,0.36,33.5,70.8,0.47,19.0,25.6,0.74,14.1,30.9,45.0,22.2,8.5,5.7,15.3,21.6,98.7
HOU,82,241.8,38.7,82.5,0.47,5.0,13.7,0.36,33.7,68.9,0.49,17.1,23.1,0.74,12.7,28.4,41.1,23.3,8.9,4.5,14.3,21.3,99.5
MIN,82,243.0,37.5,83.7,0.45,5.3,14.7,0.36,32.2,69.0,0.47,20.1,27.1,0.74,13.6,29.4,43.0,23.3,7.4,5.0,15.0,22.7,100.4
DEN,82,240.6,36.8,77.7,0.47,5.1,13.5,0.38,31.7,64.2,0.49,22.2,29.4,0.75,13.4,29.3,42.6,24.2,8.1,6.5,15.2,21.7,100.8
LAC,82,241.2,39.5,83.3,0.47,4.1,11.3,0.36,35.4,72.1,0.49,20.3,27.6,0.73,14.3,30.1,44.4,22.3,8.9,5.0,14.1,21.3,103.3
VAN,82,241.8,39.4,82.9,0.48,5.2,13.5,0.38,34.2,69.3,0.49,19.9,27.2,0.73,14.0,28.7,42.7,25.6,10.2,6.6,14.2,22.3,103.9
TOR,82,243.0,39.9,83.2,0.48,4.8,12.6,0.38,35.1,70.6,0.5,19.5,27.9,0.7,15.5,30.6,46.0,27.1,9.0,6.3,16.7,21.3,104.2
