TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
SAS,82,241.8,33.4,81.2,0.41,4.1,12.5,0.33,29.3,68.6,0.43,17.7,23.9,0.74,12.4,27.3,39.7,19.0,8.9,4.6,12.7,22.5,88.5
NYK,82,241.8,32.0,74.8,0.43,4.0,12.7,0.32,28.0,62.0,0.45,21.1,28.1,0.75,10.4,28.5,39.0,19.3,8.0,3.8,15.0,20.8,89.1
CHI,82,242.1,34.1,79.1,0.43,4.0,12.5,0.32,30.1,66.6,0.45,17.4,23.9,0.73,12.4,27.3,39.7,19.5,8.0,4.3,15.5,21.6,89.6
CLE,82,241.8,32.8,75.8,0.43,4.2,12.1,0.34,28.6,63.7,0.45,20.0,26.5,0.76,11.6,27.2,38.7,21.8,8.6,5.5,17.6,23.2,89.8
IND,82,241.8,34.0,78.7,0.43,3.3,10.6,0.32,30.7,68.1,0.45,18.6,25.6,0.73,13.6,27.5,41.1,19.4,7.9,4.5,15.1,22.5,89.9
MIA,82,240.9,33.2,77.5,0.43,3.7,11.2,0.33,29.5,66.3,0.44,19.9,26.8,0.74,12.9,27.2,40.1,19.9,7.8,4.5,14.8,22.6,90.0
ORL,82,241.8,35.7,78.8,0.45,3.8,11.8,0.32,31.9,67.0,0.48,15.9,21.6,0.74,13.3,27.7,40.9,21.2,9.1,4.7,15.4,22.8,91.2
ALT,82,242.4,36.1,81.7,0.44,4.2,12.4,0.34,31.9,69.3,0.46,15.9,21.6,0.74,13.2,26.2,39.4,21.4,7.5,4.5,13.6,23.1,92.3
DET,82,243.4,34.6,77.8,0.44,4.4,13.4,0.33,30.2,64.4,0.47,18.9,25.3,0.75,12.1,28.5,40.5,21.4,7.9,4.7,15.4,22.9,92.6
POR,82,241.8,34.3,79.5,0.43,4.5,13.3,0.34,29.7,66.3,0.45,19.8,27.5,0.72,12.3,26.8,39.2,21.5,9.4,5.4,14.1,22.2,92.9
SEA,82,240.9,35.3,79.2,0.45,5.1,15.7,0.32,30.2,63.5,0.48,17.7,24.4,0.72,13.9,28.2,42.1,22.3,7.8,4.9,17.0,22.2,93.4
PHO,82,243.4,35.6,80.7,0.44,4.8,13.3,0.36,30.8,67.4,0.46,18.3,25.0,0.73,12.8,28.6,41.4,22.0,8.8,3.9,16.6,21.6,94.4
UTA,82,241.2,34.2,77.9,0.44,4.9,13.7,0.36,29.3,64.2,0.46,21.1,27.9,0.76,12.0,24.5,36.5,20.6,7.9,5.2,14.1,26.0,94.4
CHO,82,241.2,36.3,78.3,0.46,4.5,13.0,0.35,31.8,65.3,0.49,17.5,24.0,0.73,11.8,27.5,39.3,22.0,7.1,4.5,15.1,23.2,94.6
PHI,82,240.9,35.4,78.5,0.45,4.7,13.6,0.34,30.8,64.9,0.47,20.1,27.6,0.73,13.6,28.5,42.1,23.5,9.3,6.2,16.1,23.2,95.7
MIL,82,243.0,35.5,77.1,0.46,3.7,11.3,0.33,31.8,65.7,0.48,21.7,29.2,0.74,12.2,27.6,39.8,21.3,9.3,4.9,16.4,22.0,96.4
